ADR name,TF KFOLD Mean AUC,TF SOIS Mean AUC,Positive Count
Alveolitis_allergic,0.549440666672,0.59146029111,15.0
Duodenal_ulcer,0.549045041257,0.508044712967,39.0
Hypovolaemia,0.548748868499,0.469519022495,19.0
Bladder_spasm,0.548734455056,0.576120580808,11.0
Mental_impairment,0.548609459823,0.594640970448,50.0
Thirst,0.548603298477,0.591319935616,125.0
Psoriasis,0.548335412525,0.511810040988,61.0
Decreased_appetite,0.548170781272,0.527917719129,420.0
Inflammation,0.547886986073,0.533569232617,116.0
Vasculitis_necrotising,0.547771138287,0.535683048037,17.0
Arthropathy,0.547750607714,0.537335293953,110.0
Jaundice_cholestatic,0.547500341198,0.597709120295,96.0
Respiratory_depression,0.547329760779,0.585602569695,50.0
Throat_tightness,0.547310721059,0.442414921696,37.0
Mouth_ulceration,0.54715968679,0.462558561308,126.0
Oral_pain,0.547142286677,0.525897835078,14.0
Neuralgia,0.546970052101,0.483402065449,77.0
Cystitis,0.54690883525,0.465368869377,131.0
Congenital_anomaly,0.546906826433,0.431768996179,27.0
Tongue_oedema,0.546904418313,0.574614561598,43.0
Dental_caries,0.546789165242,0.532416868382,32.0
Skin_discolouration,0.546729030035,0.461516994377,86.0
Haemolysis,0.546704917407,0.450970023814,32.0
Application_site_reaction,0.546622288131,0.57253099447,35.0
Ulcerative_keratitis,0.546593819214,0.567774413373,21.0
Vasodilation_procedure,0.546397348505,0.540661934227,136.0
Dry_skin,0.546387307645,0.532571776618,166.0
Breath_odour,0.546311498616,0.53610982273,27.0
Ear_pain,0.546176306365,0.50226203343,137.0
Dysuria,0.545679422098,0.543955313642,199.0
Drug_abuse,0.545663825956,0.474256138734,30.0
Neuropathy_peripheral,0.545531164587,0.53470075527,230.0
Abdominal_pain,0.545513511067,0.56542895047,478.0
Aggression,0.545466053036,0.565538810087,87.0
Salivary_hypersecretion,0.545397290573,0.536994047997,104.0
Arthritis,0.545391322227,0.569896769459,146.0
Chest_pain,0.545338226428,0.526704753673,329.0
Angioedema,0.54516610781,0.521186253667,287.0
Nephrotic_syndrome,0.545141412243,0.537943459295,48.0
Breast_neoplasm,0.544891520948,0.549068410998,36.0
Venous_thrombosis,0.544725751472,0.558370108366,89.0
Fungal_skin_infection,0.544701771222,0.529094421574,47.0
Pulmonary_embolism,0.544614909258,0.520219154904,112.0
Ovarian_cyst,0.544533396798,0.4805249223,20.0
Dermatitis_contact,0.544470957926,0.529270406869,120.0
Glycosuria,0.544367880319,0.509696234696,105.0
Hepatitis,0.544141976045,0.551221189466,283.0
Flushing,0.543941644725,0.553580656157,260.0
Atopy,0.54363120079,0.545383300682,15.0
Confusional_state,0.543487433831,0.560062290646,352.0
Dysmenorrhoea,0.543308545306,0.498168907095,96.0
Penis_disorder,0.542945405155,0.49133101605,15.0
Psychotic_disorder,0.542560969381,0.538000206135,130.0
Alanine_aminotransferase_increased,0.542395366084,0.502439452488,132.0
Lymphadenopathy,0.542244766137,0.516259123775,143.0
Death,0.542172135552,0.501776473555,194.0
Nausea,0.542148773016,0.546713355734,660.0
Hallucination,0.542008349195,0.561608185102,214.0
Thrombosis,0.541945785163,0.49565658781,144.0
Keratitis,0.541927792313,0.535574715052,71.0
Benign_neoplasm_of_skin,0.54164705814,0.538494223853,13.0
Leukoencephalopathy,0.541616790701,0.634462269756,26.0
Epilepsy,0.541223206586,0.468363082252,20.0
Cardiac_flutter,0.541209656999,0.579797893567,36.0
Ear_disorder,0.541182009256,0.571216743969,42.0
Dermatitis_exfoliative,0.54111207384,0.537407456146,154.0
Urinary_retention,0.540424362332,0.565846174767,164.0
Respiratory_arrest,0.540363241289,0.494732254245,28.0
Effusion,0.540132650389,0.482129594229,95.0
Embolism,0.540127580034,0.504647030031,143.0
Dermatitis,0.540103226318,0.505654042557,313.0
Proctitis,0.540067178703,0.410807357898,21.0
Eructation,0.540016161891,0.509052811809,106.0
Myalgia,0.53987692203,0.518810876123,355.0
Rhinorrhoea,0.539872237364,0.516321167235,60.0
Loss_of_libido,0.539792014997,0.606561997701,23.0
Diverticulitis,0.5395113601,0.47229175352,22.0
Skin_exfoliation,0.53949825607,0.526723949451,87.0
Abnormal_dreams,0.539276379511,0.532939556321,86.0
Loss_of_consciousness,0.538985713131,0.569370564001,53.0
Hypercholesterolaemia,0.538945764266,0.523949856622,100.0
Syncope,0.538788143667,0.54619068409,321.0
Infarction,0.538020383949,0.549726067914,218.0
Shock,0.537958276628,0.500043510311,176.0
Sedation,0.537894644944,0.527769280729,67.0
Bronchospasm,0.537850344985,0.533412617911,167.0
Bradycardia,0.537612689103,0.558689227375,229.0
Renal_pain,0.537504319657,0.563657067294,50.0
Polyneuropathy,0.537296593208,0.466211105728,21.0
Toothache,0.537188782865,0.512495983964,54.0
Hypomagnesaemia,0.537093592336,0.484904893743,51.0
Cardiac_disorder,0.536973819299,0.595965441349,131.0
Supraventricular_extrasystoles,0.536935696144,0.532144325865,23.0
Orthostatic_hypotension,0.536687607527,0.56068789553,169.0
Myoclonus,0.536221093564,0.550857415028,55.0
Body_temperature_increased,0.536038060857,0.514088304059,445.0
Muscle_twitching,0.535893106543,0.572475220659,91.0
Anaphylactoid_reaction,0.535452085463,0.515664411407,168.0
Oedema_peripheral,0.535322461397,0.521147952236,239.0
Colitis_ischaemic,0.535205244155,0.624316156809,18.0
Neutrophil_count_decreased,0.535200530656,0.620474487449,11.0
Rash_generalised,0.535177071121,0.538414962867,31.0
Stomatitis,0.535129022945,0.490372535507,220.0
Ecchymosis,0.534956648024,0.537811830673,143.0
Hypothyroidism,0.534639936026,0.535900274568,58.0
Ventricular_tachycardia,0.53461478852,0.579559172925,87.0
Paraesthesia_oral,0.534586596355,0.43875921314,30.0
Polyp,0.533875246693,0.551144721263,39.0
Galactorrhoea,0.533634156798,0.621743571326,51.0
Coronary_artery_disease,0.533439758386,0.598838338257,45.0
Vaginal_haemorrhage,0.533385687435,0.460058795784,72.0
Myositis,0.533254951154,0.514004610578,48.0
Cerebrovascular_accident,0.532475770335,0.550180525538,146.0
Tremor,0.532471784561,0.524966960986,292.0
Duodenitis,0.532033821377,0.405676027805,24.0
Vitreous_floaters,0.532017046116,0.352785059872,18.0
Dysphagia,0.532010292986,0.514527610051,187.0
Hypersensitivity,0.531940623997,0.547858418881,504.0
Sputum_increased,0.531940020893,0.534535487819,18.0
Arthralgia,0.531662684072,0.545387493364,352.0
Vaginal_inflammation,0.531523762351,0.53410973076,114.0
Respiratory_failure,0.53129457554,0.476778463957,57.0
Insomnia,0.531020635561,0.553445747368,410.0
Hyponatraemia,0.530966787337,0.521092206251,132.0
Urine_output,0.530895935241,0.511712719757,24.0
Erythema_multiforme,0.530845155543,0.526385036075,201.0
Aspiration,0.530631523394,0.518614291535,27.0
Goitre,0.530630584379,0.54716418734,34.0
Cholangitis,0.530586863819,0.502655205104,20.0
Dehydration,0.530190173546,0.536891552374,146.0
Anosmia,0.530183435242,0.587681628156,18.0
Oral_candidiasis,0.530048093743,0.497621417697,75.0
Metrorrhagia,0.529961634369,0.520012412239,80.0
Muscular_weakness,0.529812285151,0.534740657648,186.0
Vasculitis,0.529800463241,0.49168484978,148.0
Sleep_disorder,0.529682087322,0.560137348362,109.0
Pulmonary_haemorrhage,0.529585362335,0.438658792572,21.0
Disease_progression,0.529571395862,0.546740512191,34.0
Myocardial_infarction,0.529543142841,0.545043866561,211.0
Oesophageal_ulcer,0.529456650331,0.510076751516,38.0
Glossitis,0.529377904287,0.506627588409,112.0
Cough,0.52937481413,0.496208399224,344.0
Supraventricular_tachycardia,0.528980729086,0.509478930461,61.0
Crystalluria,0.52829045205,0.502622833778,28.0
Pain,0.527803989524,0.507609739182,590.0
Toxic_epidermal_necrolysis,0.527695872124,0.501831022982,204.0
Pharyngitis,0.527396592671,0.505192663183,271.0
Joint_stiffness,0.526967896109,0.488660730661,23.0
Prostatic_disorder,0.526797068736,0.456819211732,47.0
Erythema_nodosum,0.526673908171,0.406660618862,39.0
Uterine_haemorrhage,0.526652515398,0.458690877037,34.0
Erectile_dysfunction,0.526583939719,0.535913131323,201.0
Neck_pain,0.526445584306,0.49416487203,94.0
Tachypnoea,0.526204496718,0.627542517915,20.0
Prurigo,0.526156974108,0.423794023296,28.0
Rash_maculo-papular,0.526054014154,0.496879469382,111.0
Albuminuria,0.525894150921,0.48653521885,87.0
Rhabdomyolysis,0.525669690616,0.538532043227,75.0
Coordination_abnormal,0.525629851483,0.536515686983,90.0
Carpal_tunnel_syndrome,0.525594591821,0.482409393155,24.0
Thrombocytopenic_purpura,0.525559867283,0.568185037742,61.0
Suicidal_ideation,0.52516306926,0.517324909616,40.0
Platelet_count_decreased,0.52505172304,0.572062865853,43.0
Pollakiuria,0.5249318162,0.501172213159,191.0
Pyelonephritis,0.524377138564,0.51163558837,37.0
Thrombocytosis,0.524347425202,0.531874031708,46.0
Agitation,0.524019524697,0.548503349587,242.0
Cerebrovascular_disorder,0.524016663369,0.54860940018,29.0
Genital_candidiasis,0.524009302414,0.399565840626,14.0
Apathy,0.523977496952,0.554965930149,62.0
Neuritis,0.52393896042,0.499883888787,92.0
Enterocolitis,0.523702380397,0.527049385719,45.0
Generalised_oedema,0.523440296801,0.49236396441,51.0
Face_oedema,0.523427174766,0.498569127372,171.0
Hypoglycaemia,0.523356163824,0.491362699973,144.0
Agranulocytosis,0.523086414845,0.528141057316,212.0
Paralysis,0.523050995281,0.509718215491,107.0
Influenza_like_illness,0.522640433564,0.47519049125,26.0
Blood_bilirubin_increased,0.522488455057,0.502042057811,64.0
Hepatic_cirrhosis,0.522440087146,0.604695795675,29.0
Hyperthyroidism,0.522217075807,0.476729706172,28.0
Atrioventricular_block,0.522019987605,0.494858659129,114.0
Hyperthermia,0.521497718609,0.519258408874,17.0
Purpura,0.521450120239,0.534978457978,214.0
Skin_mass,0.521312332398,0.455550644647,24.0
Muscle_rigidity,0.521273803763,0.583049896512,72.0
Hypercalcaemia,0.521196329568,0.513009295907,51.0
Tinnitus,0.521102334787,0.532681194929,261.0
Hypertriglyceridaemia,0.521088620455,0.512805470247,44.0
Pemphigoid,0.520997076811,0.518538762361,15.0
Vulvovaginal_candidiasis,0.520813964642,0.529540198605,49.0
Bundle_branch_block,0.520383763864,0.438538386318,53.0
Ventricular_fibrillation,0.520208006929,0.531765469303,59.0
Fibrocystic_breast_disease,0.520130024871,0.324066957257,11.0
Eye_haemorrhage,0.519867827767,0.403542798749,34.0
Dyspepsia,0.519735392318,0.482789630181,407.0
Eyelid_ptosis,0.519481077893,0.459707223017,49.0
Gingival_hyperplasia,0.519153549403,0.545107848592,28.0
Azotaemia,0.519098323588,0.44760703387,53.0
Cardio-respiratory_arrest,0.518974639664,0.438791139266,17.0
Lung_disorder,0.518926431527,0.443150024996,70.0
Vulvovaginitis,0.518912485192,0.563026386107,14.0
Memory_impairment,0.518783503802,0.520621942143,49.0
Renal_impairment,0.518584221166,0.53831389871,133.0
Gastroenteritis,0.518338317063,0.514994448776,150.0
Atrial_fibrillation,0.517913540683,0.514117261444,129.0
Accommodation_disorder,0.517889735356,0.498848266158,24.0
Hepatic_necrosis,0.517456868532,0.54178127803,65.0
Tachyarrhythmia,0.517377526573,0.491379932965,11.0
Hearing_impaired,0.517254649564,0.557778660908,105.0
Urticaria,0.517193242804,0.496834985858,492.0
Epistaxis,0.517059685195,0.476779241886,223.0
Drug_dependence,0.516718781944,0.547943960158,18.0
Laryngitis,0.516564210028,0.489509347312,81.0
Arterial_disorder,0.516291547294,0.539466720648,42.0
Tenosynovitis,0.516197352772,0.463690241334,27.0
Haemolytic_anaemia,0.515331788358,0.514158261366,162.0
Osteoarthropathy,0.515057915058,0.462908059917,14.0
Panic_reaction,0.515028814853,0.551658300958,22.0
Progressive_multifocal_leukoencephalopathy,0.514713629694,0.615134317153,16.0
Blood_creatinine_increased,0.514617704866,0.464200095581,126.0
Depression,0.514443089145,0.533712854227,52.0
Photosensitivity_reaction,0.514304819464,0.511569939981,217.0
Lipase_increased,0.514209401709,0.518014559319,11.0
Gangrene,0.514163136392,0.57297008547,11.0
Hyperkeratosis,0.514089949422,0.476532728624,22.0
Vaginal_discharge,0.514044305426,0.500310636465,62.0
Erythema,0.513596444864,0.508778066927,420.0
Meningitis,0.51359265634,0.552619541729,42.0
Cardiac_failure,0.513369543713,0.490448864388,237.0
Liver_disorder,0.513235701082,0.507839014094,76.0
Disorientation,0.513048818761,0.501014865138,80.0
Dyspareunia,0.512896950106,0.384945967683,11.0
Irritability,0.512793448686,0.560685032135,114.0
Aspartate_aminotransferase_increased,0.512657219739,0.458436926649,136.0
Skin_odour_abnormal,0.512467148134,0.524740111697,19.0
Intestinal_obstruction,0.512424021966,0.45794418834,63.0
Irritable_bowel_syndrome,0.511899490035,0.498047921675,19.0
Optic_nerve_disorder,0.51181970781,0.523046910841,40.0
Vertigo,0.511778931661,0.495170768139,334.0
Connective_tissue_disorder,0.511572883421,0.478180643078,103.0
Eye_pain,0.511309529473,0.490134651427,117.0
Cheilitis,0.51123653886,0.475100926262,23.0
Tongue_discolouration,0.510405140981,0.574445370574,42.0
Musculoskeletal_disorder,0.510018521416,0.516688683423,40.0
Myopia,0.509771194207,0.515385046014,16.0
Leukocytoclastic_vasculitis,0.50941354898,0.488896166917,33.0
Arrhythmia,0.509402907747,0.521156335658,265.0
Swelling,0.509379789496,0.490177159068,177.0
Cerebral_ischaemia,0.509263532764,0.542460406448,39.0
Asthenia,0.509220198939,0.530149845417,482.0
Nasopharyngitis,0.509139591702,0.46370697535,104.0
Cardiovascular_disorder,0.508815665182,0.492690490251,78.0
Prostatitis,0.508788697301,0.450446851195,12.0
Diarrhoea,0.508733232326,0.527602521956,560.0
Thinking_abnormal,0.508459377043,0.506640456067,84.0
Urinary_hesitation,0.508326470403,0.571783669177,24.0
Pleurisy,0.508202874403,0.487455217873,17.0
Respiratory_disorder,0.508174388068,0.495895793584,106.0
Malaise,0.507713212262,0.498559327293,388.0
Myelodysplastic_syndrome,0.50751108873,0.638534271298,19.0
Visual_impairment,0.507172373737,0.512902516322,255.0
Laryngeal_pain,0.506853383219,0.431200776875,48.0
Prothrombin_level_decreased,0.506850343387,0.497413664346,18.0
Tubulointerstitial_nephritis,0.506755208168,0.493062006626,73.0
Muscle_spasms,0.506602016868,0.494406618101,328.0
Influenza,0.506073376175,0.521795560511,263.0
Tardive_dyskinesia,0.505897723554,0.5517018706,31.0
Oedema,0.505826713517,0.480640526659,515.0
Lower_respiratory_tract_infection,0.50571283562,0.566622530087,26.0
Hypokalaemia,0.505657563528,0.486175029512,151.0
Burning_sensation,0.505574355273,0.555731273433,59.0
Conjunctival_hyperaemia,0.505541542659,0.531157301131,37.0
Pericarditis,0.505164170932,0.523365285263,54.0
Hiccups,0.504944043758,0.548874009068,107.0
Nasal_congestion,0.504814844013,0.508954616422,124.0
Paraesthesia,0.504360498819,0.512219500933,416.0
Blood_creatine_phosphokinase_increased,0.503747916628,0.497519693351,62.0
Blood_albumin_decreased,0.503624323452,0.511228924728,11.0
Hyperaemia,0.503022591753,0.496948879654,53.0
Dissociation,0.502484335067,0.443106128709,44.0
Discomfort,0.502474443447,0.492792886897,174.0
Amblyopia,0.502454661588,0.507376200616,76.0
Aplasia,0.502388319501,0.534009483256,27.0
Eyelid_oedema,0.502246242908,0.482134426666,16.0
Hepatic_function_abnormal,0.502075848804,0.490762585209,205.0
Nervous_system_disorder,0.501522157326,0.514991659038,167.0
Anuria,0.501013602385,0.573713090016,23.0
Phlebitis,0.500954823391,0.491846227669,111.0
Dry_eye,0.500924099547,0.524003017185,99.0
Menstrual_disorder,0.500878854995,0.531873542314,67.0
Cleft_palate,0.500668625238,0.298014781528,11.0
Pleural_effusion,0.500668460096,0.443430652854,82.0
Parosmia,0.499841326682,0.519784160994,51.0
Furuncle,0.499455409907,0.462777349536,42.0
White_blood_cell_count_increased,0.499416449416,0.573802988997,14.0
Nephritis,0.499175084015,0.471115549418,90.0
Nephrolithiasis,0.499048967276,0.554656628766,78.0
Pain_in_extremity,0.498975311616,0.548941405614,122.0
Hepatic_failure,0.498969991705,0.438291575534,150.0
Conjunctival_oedema,0.498849945841,0.525101382131,17.0
Cardiac_fibrillation,0.498615091535,0.531216607331,153.0
Photophobia,0.498508788837,0.515095310922,97.0
Parotid_gland_enlargement,0.49840727331,0.53730539515,16.0
Angina_unstable,0.498258568847,0.501374497002,17.0
Scleritis,0.497638405586,0.575202892127,12.0
Benign_prostatic_hyperplasia,0.497546035046,0.511160269928,12.0
Ejaculation_delayed,0.497542735043,0.522015561926,11.0
Dysaesthesia,0.497168809653,0.455797477524,28.0
Rectal_haemorrhage,0.496187852339,0.548122909356,91.0
Lethargy,0.495969660342,0.485885474275,121.0
Hyperglycaemia,0.495742994506,0.519214291098,215.0
Haematocrit_decreased,0.495685986943,0.621769196615,24.0
Adenoma_benign,0.495519446101,0.594115852058,13.0
Joint_swelling,0.49538414903,0.482830412257,31.0
Body_temperature_decreased,0.495059207319,0.489882941326,32.0
Coagulopathy,0.494772216055,0.546251112791,37.0
Hyperplasia,0.494730964675,0.487258061646,45.0
Ventricular_dysfunction,0.494624353848,0.380472876603,18.0
Haematuria,0.494610342381,0.487258352862,208.0
Electrocardiogram_QT_prolonged,0.49421561801,0.527026404136,33.0
Epigastric_discomfort,0.494066050117,0.530961900652,31.0
Fatigue,0.493773179093,0.483908896048,376.0
Sciatica,0.493634541345,0.479283724883,17.0
Headache,0.49316125371,0.539569246251,619.0
Rash,0.49307118119,0.495154490819,661.0
Xerophthalmia,0.492533916848,0.449863406084,23.0
Hepatitis_cholestatic,0.492331785354,0.463284103376,33.0
Renal_failure_acute,0.492329656602,0.443856446559,119.0
Extrapyramidal_disorder,0.492087087272,0.474534043501,73.0
Ventricular_arrhythmia,0.491967748625,0.427367828613,31.0
Faeces_discoloured,0.491918417873,0.47434998047,11.0
Immune_system_disorder,0.491906095162,0.499492246947,97.0
Drug_eruption,0.491884998439,0.502363634202,36.0
Induration,0.491358413267,0.562602674383,23.0
Angiopathy,0.49078950179,0.483890025384,152.0
Musculoskeletal_pain,0.490299214707,0.463259132454,85.0
Hypoaesthesia,0.490249674486,0.468459909878,246.0
Hepatic_cancer,0.49024447164,0.486245020457,19.0
Hepatitis_fulminant,0.490217313763,0.491039199762,15.0
Convulsion,0.490201075703,0.478009898384,356.0
Hypoventilation,0.489534810921,0.409815877959,25.0
Vomiting,0.489395827533,0.494876440157,616.0
Haemolytic_uraemic_syndrome,0.488806105212,0.359910196509,16.0
Social_avoidant_behaviour,0.488265614884,0.478409041345,45.0
Anaphylactic_shock,0.487719845156,0.489370248473,283.0
Inflammatory_bowel_disease,0.487448518458,0.50351242949,23.0
Nightmare,0.48648715833,0.547659141144,76.0
Blood_pressure_increased,0.486328654619,0.515112010079,69.0
Testicular_disorder,0.486186417688,0.491170366334,17.0
Hyperkinesia,0.485396082422,0.515587793582,135.0
Sensory_disturbance,0.485355285646,0.463787860925,14.0
Laboratory_test_abnormal,0.485274930911,0.391663697031,31.0
Proteinuria,0.485257049747,0.45183260834,82.0
Blood_alkaline_phosphatase_increased,0.484760121692,0.495999939965,118.0
Ulcer,0.484669128092,0.44211183308,249.0
Viral_infection,0.484553134614,0.489005572429,101.0
Cholecystitis,0.484211547534,0.555477156072,53.0
Dizziness,0.483551565067,0.490320476504,561.0
Dysgeusia,0.482922444637,0.532255024747,251.0
Opportunistic_infection,0.482626914245,0.393046745725,17.0
Hyperreflexia,0.481907310688,0.493097392065,43.0
Chloasma,0.481709819186,0.483633155692,13.0
Abdominal_pain_upper,0.481616598705,0.48194009859,98.0
Eosinophilia,0.480700344704,0.512271241206,200.0
Drooling,0.480128687903,0.617131869226,11.0
Glucose_tolerance_decreased,0.479723696911,0.502793370756,17.0
Arterial_thrombosis,0.479233714837,0.511541080232,17.0
Retching,0.478499688649,0.50191715018,17.0
Myasthenia_gravis,0.478486368142,0.537584823188,11.0
Colitis,0.478314720897,0.411455477787,159.0
Pulmonary_eosinophilia,0.478227474775,0.537172138561,19.0
Choreoathetosis,0.477689320062,0.504659134241,23.0
Aplastic_anaemia,0.477634696385,0.521428450603,116.0
Haematemesis,0.477338780275,0.507951422748,72.0
Acute_hepatic_failure,0.477125985556,0.382794565545,15.0
Peritonitis,0.476939233486,0.425590197407,25.0
Viral_diarrhoea,0.47646020198,0.503400648008,21.0
Lip_swelling,0.476400985703,0.485434223972,15.0
Melaena,0.476113488788,0.47694284938,109.0
Upper_respiratory_tract_infection,0.475515496053,0.462329364867,200.0
Retinal_disorder,0.475091196283,0.500263021576,31.0
Pleural_disorder,0.474218253269,0.463839923595,86.0
Lacrimation_increased,0.473862568704,0.492703182789,119.0
Haematoma,0.473858620056,0.497365905546,69.0
Aneurysm,0.473366020059,0.469879871534,17.0
Vulvovaginal_discomfort,0.472588740692,0.532051282051,11.0
Sinus_congestion,0.472574168672,0.443923625978,45.0
Depressed_level_of_consciousness,0.471839279364,0.591900984578,31.0
Tonsillitis,0.471806902538,0.434476968223,18.0
Laryngospasm,0.471715360245,0.432163000228,58.0
Cardiac_output_decreased,0.471654408292,0.486636204543,11.0
Respiratory_tract_infection,0.471224119127,0.470039118808,209.0
Pneumothorax,0.47112047564,0.410333651775,22.0
Diarrhoea_haemorrhagic,0.470909764684,0.486772305822,20.0
Emotional_distress,0.470531767679,0.520970110491,27.0
Haematochezia,0.470227094166,0.546402256558,30.0
Polyuria,0.470022065319,0.525903136364,126.0
Renal_failure,0.469953465783,0.476389963793,245.0
Anger,0.469397813931,0.52908915703,14.0
Splenomegaly,0.468992248062,0.440491194844,17.0
Temperature_intolerance,0.468888294871,0.47066215035,11.0
Emphysema,0.468578991997,0.589864150437,11.0
Premenstrual_syndrome,0.468479148712,0.513299312105,14.0
Ventricular_extrasystoles,0.467799272487,0.511979882345,80.0
Gastrointestinal_pain,0.467214430046,0.532377046651,29.0
Bursitis,0.465884702832,0.517458465903,50.0
Vitreous_detachment,0.465838696633,0.39484227646,12.0
Urethritis,0.465703659836,0.516103361041,12.0
Diaphragmatic_hernia,0.465377488918,0.35881213726,15.0
Arteriosclerosis,0.465171208776,0.37418639995,14.0
Hot_flush,0.463822312115,0.4787396615,105.0
Corneal_erosion,0.463636288516,0.411917217104,12.0
Feeling_jittery,0.463545546776,0.615265538401,27.0
Balance_disorder,0.463143843454,0.512841236279,26.0
Hemiparesis,0.462271092179,0.64202541027,16.0
Hyperaesthesia,0.461625285749,0.495102529359,55.0
Electroencephalogram_abnormal,0.460771322588,0.510950947734,19.0
Oropharyngeal_pain,0.460377450331,0.504466465898,70.0
Abnormal_faeces,0.459660605575,0.525117314193,18.0
Gastrointestinal_haemorrhage,0.458995533029,0.517639589125,147.0
Tenderness,0.457320488381,0.492755151015,149.0
Cognitive_disorder,0.456799377803,0.423596370834,23.0
Biliary_colic,0.456365725331,0.440107266645,12.0
Vestibular_disorder,0.455740260913,0.36584733467,11.0
Uterine_leiomyoma,0.455414276782,0.474121136482,22.0
Sjogren's_syndrome,0.45536924445,0.383499750289,12.0
Hepatocellular_injury,0.454829227726,0.414508725217,57.0
Respiratory_distress,0.454478915738,0.507479928,62.0
Gastrooesophageal_reflux_disease,0.454090551203,0.501291124939,75.0
Chromaturia,0.453738501985,0.455293521317,18.0
Labyrinthitis,0.453461372256,0.469839130536,13.0
Hypoalbuminaemia,0.452197325738,0.488630378962,15.0
Teratogenicity,0.452193587049,0.419309016991,17.0
Abdominal_discomfort,0.451773175831,0.459054225306,106.0
Asphyxia,0.451408481497,0.476204665417,12.0
Osteoarthritis,0.451023282419,0.472676434024,15.0
Cholelithiasis,0.450859408346,0.539708095665,66.0
Raynaud's_phenomenon,0.450805120784,0.515618142353,23.0
Gingival_bleeding,0.450393894399,0.418233664818,42.0
Hemiplegia,0.450364869285,0.437520370511,31.0
Hypertonia,0.449829205976,0.47035465591,134.0
Blood_potassium_decreased,0.449552005028,0.608103146144,19.0
Retinal_detachment,0.449315704008,0.435585509499,17.0
Meningitis_aseptic,0.449017521458,0.429040976681,19.0
Cold_sweat,0.447687341556,0.443453515329,16.0
Aplasia_pure_red_cell,0.446778441098,0.544574855567,11.0
Thyroid_disorder,0.445699702825,0.455370472073,15.0
Haemorrhage,0.444444635933,0.46149293156,349.0
Lung_infiltration,0.443731821984,0.415697663727,37.0
Panic_attack,0.443596458275,0.501476858538,11.0
Anorgasmia,0.442505808991,0.46486452646,16.0
Depressed_mood,0.442402844551,0.447906415173,19.0
Peripheral_coldness,0.441670854911,0.475076364228,26.0
Assisted_fertilisation,0.441068837002,0.415085456643,27.0
Blood_lactate_dehydrogenase_increased,0.440225459028,0.473907710988,64.0
Emotional_disorder,0.440142830523,0.399244648396,12.0
Miosis,0.439871498356,0.465244744723,30.0
Congenital_eye_disorder,0.437734174733,0.438222458824,13.0
Glossodynia,0.436746224246,0.472600422602,20.0
Procedural_pain,0.436397477403,0.47680134321,12.0
Extrasystoles,0.436208734929,0.445100182594,98.0
Musculoskeletal_stiffness,0.434637447815,0.479660274369,95.0
Blood_disorder,0.433698466549,0.371811357891,40.0
Atrial_flutter,0.433431097014,0.458286038787,26.0
Sialoadenitis,0.433312936354,0.399829177596,14.0
Macular_oedema,0.43311965812,0.4487578034,11.0
Skin_infection,0.431276636549,0.35354995755,22.0
Peripheral_vascular_disorder,0.43093077957,0.439963403589,47.0
Swelling_face,0.430311865561,0.444169009571,24.0
Blood_potassium_increased,0.430042785232,0.530579231447,20.0
Skin_papilloma,0.428704401452,0.457534284045,18.0
Muscle_contracture,0.428354631092,0.285504899442,13.0
Micturition_disorder,0.427969425552,0.503815314994,28.0
Cerebral_thrombosis,0.427237402237,0.637954930671,13.0
Osteomyelitis,0.426691181342,0.449502786923,13.0
Stridor,0.426175926758,0.605114168013,24.0
Musculoskeletal_chest_pain,0.425761695556,0.415927940928,13.0
Injection_site_inflammation,0.421783759588,0.437396837257,25.0
Visual_acuity_reduced,0.421662247043,0.415328371324,35.0
Cerebral_haemorrhage,0.421327980028,0.42163979467,41.0
Haemorrhagic_diathesis,0.421118888775,0.442172200937,13.0
White_blood_cell_count_decreased,0.420786068811,0.488573012676,27.0
Tendon_disorder,0.420171910159,0.530148051522,22.0
Tension,0.418801572387,0.497191557843,29.0
Gastric_disorder,0.418746656327,0.482178654321,85.0
Feeling_hot,0.418675100708,0.447980933188,32.0
Appendicitis,0.414616258294,0.391245776917,12.0
Night_sweats,0.413744851,0.332558025593,27.0
Fungal_infection,0.413384690358,0.472405100484,64.0
Skin_burning_sensation,0.411580385518,0.322268512829,11.0
Alcohol_intolerance,0.410969336653,0.483814923689,19.0
Cardiogenic_shock,0.408248782723,0.437033338593,11.0
Bacterial_infection,0.407877543192,0.478197179778,33.0
Subdural_haematoma,0.405261163934,0.489702434136,13.0
Porphyria_non-acute,0.404869014378,0.421876064035,13.0
Restless_legs_syndrome,0.40337715278,0.530771883409,11.0
Gamma-glutamyltransferase_increased,0.403113437544,0.417719806858,38.0
Carcinogenicity,0.400934954914,0.334832454592,18.0
Hypersomnia,0.40034485558,0.458686946645,15.0
Gastrointestinal_perforation,0.400244412013,0.610699182248,16.0
Metastatic_neoplasm,0.39845439193,0.444862145441,11.0
Keratopathy,0.397353722928,0.411762893065,11.0
Hyperpyrexia,0.396245829768,0.427044398868,21.0
Abdominal_pain_lower,0.395916335949,0.494417442449,19.0
Hypertensive_crisis,0.395537260488,0.402613924636,16.0
Pulmonary_hypertension,0.390489604137,0.427372109568,24.0
Megacolon,0.390392824516,0.452443145674,11.0
Catatonia,0.388502938593,0.474916639165,20.0
Perineal_pain,0.386409307307,0.376933119465,13.0
Blood_urine,0.386335681374,0.44063636136,11.0
Rhinitis_allergic,0.386012850595,0.348308668076,11.0
