ADR name,Random Forest Mean AUC,Web Mean AUC,Positive Count
Nasal_congestion,0.4496249308,0.797135,124
Benign_intracranial_hypertension,0.4496189601,0.853533,39
Apnoea,0.4493811806,0.815921,78
Infection,0.4491229097,0.763142,371
Drug_dependence,0.4489215824,0.477491,18
Cardiac_murmur,0.448630005,0.570182,18
Alveolitis,0.4485229415,0.498553,16
Pulmonary_congestion,0.4483313104,0.589168,31
Libido_decreased,0.4482324175,0.786685,136
Carpal_tunnel_syndrome,0.4477143331,0.652147,24
Glycosuria,0.4476090153,0.827747,105
Tetany,0.4471928849,0.425434,20
Cataract,0.4470073556,0.826545,132
Corneal_deposits,0.447002772,0.540287,12
Musculoskeletal_disorder,0.4467716241,0.683548,40
Skin_infection,0.446582375,0.541636,22
Nervousness,0.4460245706,0.769565,272
Transient_ischaemic_attack,0.4458564416,0.748581,44
Tubulointerstitial_nephritis,0.4458349605,0.810066,73
Disease_progression,0.4457462827,0.493782,34
Ejaculation_delayed,0.4457264957,0.475362,11
Abdominal_distension,0.4454900036,0.751606,184
Progressive_multifocal_leukoencephalopathy,0.4454326419,0.743711,16
Rhinitis,0.4452712759,0.729202,233
Skin_striae,0.4451575092,0.948941,41
Leukaemia,0.4448499336,0.683816,39
Sialoadenitis,0.4445302445,0.549647,14
Jaundice,0.444437372,0.726555,267
Candida_infection,0.4443832231,0.812476,140
Angina_unstable,0.4443583118,0.564607,17
Nitrogen_balance_negative,0.4442437066,0.904662,24
Corneal_erosion,0.4437995001,0.747044,12
Chromaturia,0.4436023889,0.512938,18
Hypomania,0.4435919308,0.535803,15
Haemolytic_anaemia,0.4434276629,0.803311,162
Depersonalisation,0.4428296664,0.836543,59
Application_site_reaction,0.4428160574,0.493093,35
Colitis_ulcerative,0.4426650903,0.432941,16
Metrorrhagia,0.4424409263,0.835406,80
Cold_sweat,0.4421138747,0.414166,16
Oral_candidiasis,0.4419175369,0.848115,75
Somnolence,0.4417867134,0.791027,420
Erectile_dysfunction,0.4417408451,0.750528,201
Hypochromic_anaemia,0.441729774,0.601477,36
Lenticular_opacities,0.441535792,0.535819,18
Urinary_incontinence,0.4411106532,0.790224,118
Gynaecomastia,0.4410415556,0.808095,123
Gastric_disorder,0.4405459903,0.781231,85
Hypotonia,0.4402534113,0.806582,56
Varicella,0.4401983379,0.514865,16
Lymphadenopathy,0.4400419184,0.754827,143
Sudden_death,0.4398322461,0.728681,37
Atrial_flutter,0.4396877269,0.49254,26
Hypophosphataemia,0.4396816745,0.831567,52
Aspiration,0.4396205376,0.411993,27
Arterial_thrombosis,0.43957795,0.556306,17
Herpes_zoster,0.4395463476,0.812743,78
Loss_of_libido,0.4392322359,0.657483,23
Dry_skin,0.4388972869,0.780826,166
Mouth_ulceration,0.4373915771,0.793479,126
Rash_erythematous,0.4372770333,0.74739,58
Cyanosis,0.4370460229,0.721712,50
Vulvovaginitis,0.4366473616,0.419776,14
Vitreous_floaters,0.4363468867,0.677144,18
Folliculitis,0.436332475,0.851327,68
Myasthenia_gravis,0.4363247863,0.34238,11
Polyneuropathy,0.4357509814,0.51245,21
Renal_impairment,0.4355975278,0.798687,133
Brain_oedema,0.435461681,0.527966,18
Emotional_distress,0.4349741821,0.492582,27
Bruxism,0.4347490347,0.518814,14
Pigmentation_disorder,0.4344591638,0.781193,56
Hepatic_steatosis,0.4341591194,0.598648,30
Pneumothorax,0.4336954413,0.552962,22
Retinal_disorder,0.4335600095,0.673297,31
Pollakiuria,0.4335054977,0.802987,191
Conjunctivitis,0.4333629483,0.741467,226
Dermatitis_acneiform,0.4333552921,0.957548,34
Pyelonephritis,0.4331834242,0.695611,37
Coronary_artery_disease,0.4329491802,0.679575,45
Oesophagitis,0.4328452215,0.777206,153
Pulmonary_fibrosis,0.4327740581,0.739711,53
Pelvic_pain,0.4326077028,0.817519,64
Weight_decreased,0.4324062671,0.770119,180
Sinus_tachycardia,0.4321084864,0.754896,29
Respiratory_tract_infection,0.4320951883,0.723115,209
Depressed_level_of_consciousness,0.4320298154,0.59353,31
Muscle_rigidity,0.4318732566,0.830237,72
Atrioventricular_block_complete,0.4315090473,0.767858,18
Catatonia,0.4315051572,0.44769,20
Menstruation_irregular,0.4313475733,0.838869,62
Tooth_abscess,0.4313279786,0.676804,42
Tooth_disorder,0.4311991858,0.76986,80
Conjunctival_oedema,0.4311154177,0.796654,17
Photophobia,0.4307468154,0.797301,97
Thirst,0.4306466745,0.798018,125
Colitis_ischaemic,0.4305731507,0.603683,18
Productive_cough,0.4304487179,0.409802,11
Hyperuricaemia,0.4304480354,0.798165,108
Atrophy,0.4297928844,0.84246,79
Lymphoedema,0.4291036901,0.621039,25
Vaginal_inflammation,0.4290339664,0.830903,114
Crystalluria,0.4289063867,0.635392,28
Swelling_face,0.4282647825,0.604853,24
Conjunctival_haemorrhage,0.4281581904,0.584508,25
Blindness,0.4279996398,0.73347,89
Chorea,0.4277826374,0.510964,18
Neoplasm_malignant,0.4274690104,0.784123,112
Eye_irritation,0.4273134801,0.855516,79
Hyperreflexia,0.4272641805,0.692823,43
Cardiogenic_shock,0.4263888889,0.48675,11
Eyelid_oedema,0.4263765427,0.50855,16
Osteoarthropathy,0.4263513514,0.455577,14
Cerebrovascular_disorder,0.4262831729,0.377037,29
Ichthyosis,0.4256730446,0.776738,21
Immune_system_disorder,0.4256216724,0.79744,97
Skin_exfoliation,0.4255218817,0.768464,87
Electroencephalogram_abnormal,0.425293337,0.507529,19
Apathy,0.4248366974,0.852088,62
Blood_glucose_decreased,0.4247219954,0.497563,21
Lymphocytosis,0.4241064134,0.698994,25
Osteonecrosis,0.4240740741,0.792867,44
Amenorrhoea,0.4240605473,0.807388,77
Fluid_retention,0.423762331,0.78288,66
Blood_cholesterol_increased,0.4234095982,0.497024,23
Dysarthria,0.4226244081,0.776662,81
Intestinal_perforation,0.4225303844,0.456141,21
Dystonia,0.4225191224,0.813481,71
Arachnoiditis,0.4221789883,0.706334,20
Acidosis,0.4221112273,0.80588,80
Weight_increased,0.4219238336,0.753821,223
Skin_necrosis,0.4213327501,0.66037,29
Retching,0.4212962963,0.386658,17
Haemorrhoids,0.4211789504,0.719241,53
Proctitis,0.4197318823,0.61689,21
Tendon_disorder,0.4197116164,0.472919,22
Labyrinthitis,0.4196945847,0.558278,13
Eczema,0.4196884869,0.781505,145
Skin_papilloma,0.4194475445,0.548912,18
Ovarian_cyst,0.4193379038,0.688646,20
Hypovolaemia,0.4191511793,0.538443,19
Skin_atrophy,0.4191195974,0.964292,36
Necrotising_colitis,0.419017094,0.333653,11
Dysphonia,0.418824972,0.80153,94
Graft_loss,0.4180842243,0.532361,12
Iron_deficiency,0.4180511831,0.415064,13
Supraventricular_tachycardia,0.4179941564,0.768661,61
Optic_atrophy,0.4176066726,0.651973,13
Effusion,0.4175146865,0.829935,95
Nasal_dryness,0.4170177008,0.586772,22
Haematuria,0.4169156557,0.757556,208
Cleft_palate,0.4165064103,0.830885,11
Cognitive_disorder,0.4157133557,0.53605,23
Fat_embolism,0.4146468728,0.917992,15
Skin_cancer,0.4145696754,0.625588,36
Pneumonia_aspiration,0.4145299145,0.657035,11
Faecalith,0.4142397872,0.477879,18
Rash_generalised,0.4140949032,0.701657,31
Sedation,0.413745478,0.856661,67
Cushingoid,0.4137015017,0.870991,39
Erythema_multiforme,0.4133556938,0.773141,201
Neoplasm,0.4130343269,0.768188,127
Sinus_bradycardia,0.4121473082,0.707134,39
Lymphoma,0.4118089501,0.742998,42
Myopathy,0.4114525525,0.806869,87
Throat_irritation,0.4108848996,0.627542,36
Exophthalmos,0.4108097599,0.793608,27
Temperature_intolerance,0.4099893162,0.672201,11
Gastrointestinal_tract_irritation,0.4099459914,0.467377,21
Viral_diarrhoea,0.4098667373,0.574922,21
Hydronephrosis,0.409749349,0.698224,23
Seborrhoeic_dermatitis,0.4090944575,0.816457,58
Paresis,0.4090417524,0.739414,40
Growth_retardation,0.4080663892,0.759232,18
Hepatitis_fulminant,0.4079429928,0.563191,15
Neurosis,0.4069626713,0.676449,29
Epigastric_discomfort,0.4068236283,0.72809,31
Intraocular_pressure_increased,0.4063523937,0.767552,44
Optic_neuritis,0.4059029122,0.746235,54
Skin_lesion,0.4057054995,0.507052,12
Faecal_incontinence,0.4046446886,0.670771,41
Testicular_pain,0.4042436124,0.644025,15
Pemphigus,0.4036998793,0.493156,16
Visual_acuity_reduced,0.4031786115,0.724228,35
Obstructive_airways_disorder,0.4031259112,0.451271,18
Lung_neoplasm_malignant,0.4029553456,0.292067,20
Cholangitis,0.4026928541,0.480959,20
Oral_pain,0.4022522523,0.569968,14
Sticky_skin,0.40212508,0.537867,18
Metastatic_neoplasm,0.4015491453,0.397935,11
Inappropriate_antidiuretic_hormone_secretion,0.4010617127,0.793544,49
Lens_disorder,0.4009894699,0.69354,26
Cellulitis,0.40012855,0.801936,87
Micturition_urgency,0.3989106629,0.704278,49
Necrosis,0.398729295,0.755468,190
Glucose_tolerance_impaired,0.3975750437,0.813703,36
Dermatitis_contact,0.3971333313,0.802713,120
Frequent_bowel_movements,0.397008547,0.359515,11
Cardiomyopathy,0.3968618071,0.778035,54
Burning_sensation,0.3962036238,0.797816,59
Cataract_subcapsular,0.3960761891,0.925682,36
Herpes_virus_infection,0.3956609474,0.796064,134
Salpingitis,0.3953128403,0.427578,13
Periodontitis,0.394284188,0.612761,11
Major_depression,0.3942017984,0.4936,18
Sepsis,0.394087132,0.792624,117
Dysaesthesia,0.393701302,0.502333,28
Vasculitis_necrotising,0.3923987941,0.749035,17
Mucous_membrane_disorder,0.3916605829,0.736312,33
Blood_glucose_increased,0.3915544332,0.689648,35
Mucosal_inflammation,0.3913407462,0.86692,48
Nasal_discomfort,0.3906724666,0.774592,19
Alkalosis,0.3902657583,0.788473,37
Pulmonary_haemorrhage,0.3896989213,0.492206,21
Strabismus,0.3894787645,0.392372,14
Swollen_tongue,0.38809873,0.473116,16
Dissociation,0.3876075732,0.751943,44
Goitre,0.3875870506,0.647097,34
Pharyngeal_oedema,0.3874284724,0.578438,13
Drug_hypersensitivity,0.386881566,0.359816,16
Sleep_apnoea_syndrome,0.3868589744,0.620956,11
Breast_cancer,0.3865540324,0.773092,35
Immunosuppression,0.3859872012,0.868188,34
Prothrombin_level_increased,0.3859580052,0.63971,29
Yawning,0.3859507145,0.740668,29
Lipase_increased,0.3857371795,0.56689,11
Hypernatraemia,0.3851205342,0.806804,53
Wheezing,0.3848916882,0.84308,82
Ileus,0.3834513485,0.811111,88
Pleurisy,0.3830534022,0.48181,17
Atrioventricular_block_first_degree,0.3821876351,0.616356,20
Pathological_fracture,0.3821705561,0.807737,48
Neutrophil_count_decreased,0.3819444444,0.700883,11
Cerebral_ischaemia,0.3816743283,0.69414,39
Nodal_arrhythmia,0.3808051183,0.557815,12
Ileus_paralytic,0.3801106301,0.854463,34
Febrile_neutropenia,0.3796768196,0.849944,70
Asphyxia,0.3789878477,0.535025,12
Varicose_vein,0.3768698181,0.555871,33
Withdrawal_syndrome,0.3768382353,0.709148,25
Somnambulism,0.3737713675,0.50878,11
Malignant_melanoma,0.3736511097,0.59654,25
Anaemia_megaloblastic,0.3729295741,0.554468,15
Prostatitis,0.3701106326,0.444046,12
Nephrotic_syndrome,0.3691271059,0.734449,48
Scab,0.3685843987,0.473545,20
Acute_myeloid_leukaemia,0.3673824988,0.86328,16
Dyspnoea_exertional,0.3673045986,0.449393,12
Mastitis,0.3669782366,0.373078,23
Superinfection,0.366625762,0.803831,15
Hangover,0.3661419661,0.646264,12
Penis_disorder,0.3660481079,0.605357,15
Haemolysis,0.3646065397,0.561722,32
Bladder_pain,0.3638354701,0.476799,11
Sinus_arrest,0.3637381568,0.603346,17
Hypochloraemia,0.3628205128,0.576575,11
Lacrimal_disorder,0.3628085705,0.434938,27
Paraparesis,0.3624584718,0.829597,15
White_blood_cell_disorder,0.3623269973,0.570781,13
Nail_disorder,0.361771493,0.872075,65
Ureteric_obstruction,0.3613201663,0.620763,13
Oral_disorder,0.3613053163,0.54543,13
Leukoderma,0.3581468732,0.850695,44
Rash_papular,0.3567232579,0.556411,30
Atrioventricular_block_second_degree,0.3553079302,0.745549,19
Alkalosis_hypokalaemic,0.3531877519,0.943541,21
Lupus_miliaris_disseminatus_faciei,0.3527599516,0.946706,23
Psoriasis,0.3522880305,0.832762,61
Second_primary_malignancy,0.3522007761,0.836513,24
Menopause,0.3514676846,0.582087,21
Dementia,0.351068453,0.522352,27
Coombs_direct_test_positive,0.3508829571,0.983384,12
Hypertrophic_cardiomyopathy,0.3505811459,0.875427,16
Tumour_lysis_syndrome,0.3503644,0.742971,20
Injection_site_haemorrhage,0.3497104247,0.547244,14
Irritable_bowel_syndrome,0.3495596893,0.408543,19
Deficiency_anaemia,0.3490801433,0.485867,15
Extravasation,0.3487516788,0.799553,70
Thyroid_disorder,0.3480600202,0.473716,15
Cerebral_thrombosis,0.3476645877,0.551622,13
Adenoma_benign,0.3476096426,0.649465,13
Peripheral_sensory_neuropathy,0.3468406939,0.672575,19
Pericardial_effusion,0.3444578755,0.791205,41
Hydrocephalus,0.3442307692,0.469934,11
Adrenal_insufficiency,0.3432341791,0.746086,29
Blepharospasm,0.3408226908,0.553394,12
Abscess_sterile,0.3406143685,0.850144,16
Hypoalbuminaemia,0.3404552393,0.56586,15
Sputum_increased,0.3400944945,0.492798,18
Hyperprolactinaemia,0.3390826873,0.497919,17
Diaphragmatic_hernia,0.3378612832,0.510857,15
Benign_prostatic_hyperplasia,0.3378328878,0.452557,12
Calcinosis,0.3377535343,0.808091,15
Rash_macular,0.3357371795,0.701469,11
Herpes_simplex,0.3349768445,0.793317,109
Trismus,0.3342597739,0.58361,20
Drooling,0.3333333333,0.406609,11
Arrhythmia_supraventricular,0.3157168479,0.582906,21
Ophthalmoplegia,0.3140491453,0.537942,11
Xerophthalmia,0.3126395089,0.482919,23
Onycholysis,0.3095723029,0.454873,21
Polymyalgia_rheumatica,0.3043077418,0.689782,12
Epididymitis,0.3035670062,0.503489,24
Blindness_cortical,0.2964564732,0.763283,23
Paraplegia,0.2940522513,0.785591,20
Ovarian_disorder,0.2912790698,0.510639,17
Autonomic_neuropathy,0.2886271957,0.615915,24
Drug_withdrawal_syndrome,0.2838388526,0.512424,12
Hepatosplenomegaly,0.2836538462,0.579502,11
Miliaria,0.280337014,0.891661,34
Mass,0.2753426404,0.798029,44
Rheumatoid_arthritis,0.26209005,0.386705,20
Cushing's_syndrome,0.2458939709,0.987378,12
Acute_leukaemia,0.2432113176,0.612749,16
Crocodile_tears_syndrome,0.1811584841,0.546225,17
,,,
,,,
,,,
,,,
,,,
,,,
Average,0.4700984312,,
