ADR name,Random Forest Mean AUC,Web Mean AUC,Positive Count
Cataract,0.4317810735,0.826545,132
Syncope,0.4316840314,0.726656,321
Dry_mouth,0.4312433564,0.761118,333
Enuresis,0.4311584841,0.509116,17
Vulvovaginitis,0.4306949807,0.419776,14
Aplasia,0.4304090257,0.636169,27
Nephrolithiasis,0.4303999756,0.778613,78
Tardive_dyskinesia,0.4302366354,0.88931,31
Mydriasis,0.4301091058,0.839575,76
Fluid_retention,0.4299822407,0.78288,66
Mood_swings,0.4299774302,0.766886,149
Sticky_skin,0.4299439132,0.537867,18
Wound_infection,0.4295045045,0.457147,14
Iridocyclitis,0.4292792793,0.838942,14
Amylase_increased,0.4291557305,0.542041,29
Hypercholesterolaemia,0.4288153733,0.765884,100
Oedema_peripheral,0.428497638,0.749937,239
Neoplasm_malignant,0.4284344581,0.784123,112
Hypernatraemia,0.427624121,0.806804,53
Amnesia,0.4275792168,0.760916,133
Hypothyroidism,0.427403814,0.730942,58
Feeling_jittery,0.4271130324,0.528997,27
Myopathy,0.426945129,0.806869,87
Sudden_death,0.426827894,0.728681,37
Uterine_disorder,0.4268092268,0.490744,12
Gynaecomastia,0.4268075907,0.808095,123
Cystitis_haemorrhagic,0.4263325304,0.479651,20
Hyperhidrosis,0.4258961654,0.74496,393
Glossitis,0.4258935536,0.799889,112
Eosinophilia,0.4257848582,0.807501,200
Libido_increased,0.4255827444,0.821554,53
Urinary_tract_infection,0.4255068377,0.769366,214
Skin_test_positive,0.4254899279,0.929211,21
Rhinorrhoea,0.425342795,0.86514,60
Tachycardia,0.4252935345,0.750568,385
Seborrhoeic_dermatitis,0.4252518885,0.816457,58
Iron_deficiency_anaemia,0.425011385,0.529857,13
Infarction,0.4248336813,0.748399,218
Torticollis,0.4245848388,0.527924,21
Pelvic_pain,0.4245711889,0.817519,64
Chest_discomfort,0.4245517545,0.79907,64
Back_pain,0.4240800569,0.737344,287
Tooth_disorder,0.4239935326,0.76986,80
Impaired_healing,0.4239760584,0.86208,54
Akathisia,0.4238777691,0.85907,45
Infection,0.4238295836,0.763142,371
Muscle_rigidity,0.4236757613,0.830237,72
Jaundice,0.4234355455,0.726555,267
Nocturia,0.4232514453,0.790115,110
Dry_throat,0.4232369336,0.456176,33
Intestinal_perforation,0.4231213521,0.456141,21
Insomnia,0.4231089599,0.758672,410
Gingival_pain,0.4230769231,0.452533,11
Nail_disorder,0.4222955649,0.872075,65
Sedation,0.4221187818,0.856661,67
Swelling_face,0.4214808645,0.604853,24
Aggression,0.4212128433,0.824192,87
Acidosis,0.4208810672,0.80588,80
Necrosis,0.4207135454,0.755468,190
Gastrointestinal_disorder,0.4202191864,0.735356,253
Urinary_tract_disorder,0.4202025771,0.778275,123
Hyperventilation,0.4200192599,0.842202,65
Somnolence,0.4196976509,0.791027,420
Myocarditis,0.4190685363,0.537633,21
Ear_pain,0.4189425165,0.796373,137
Dependence,0.4189061154,0.84112,17
Libido_decreased,0.418839669,0.786685,136
Seasonal_allergy,0.4187952072,0.648798,16
Delusion,0.4184668019,0.83365,56
Mania,0.418336211,0.81778,50
Blood_glucose_increased,0.4183201058,0.689648,35
Wheezing,0.4182349921,0.84308,82
Periorbital_oedema,0.4182151659,0.671202,27
Irritability,0.4181369353,0.763643,114
Neurosis,0.4179644211,0.676449,29
Bleeding_time_prolonged,0.4179466231,0.600224,26
Gastrointestinal_tract_irritation,0.4178225461,0.467377,21
Herpes_simplex,0.4171287274,0.793317,109
Lung_infiltration,0.4170333319,0.720535,37
Hepatomegaly,0.4162941999,0.839664,69
Atrioventricular_block_second_degree,0.4160619667,0.745549,19
Hypophosphataemia,0.4148919291,0.831567,52
Tooth_infection,0.4146965647,0.352489,12
Ulcerative_keratitis,0.4145477957,0.758562,21
Skin_hyperpigmentation,0.4145186201,0.844064,52
Abnormal_dreams,0.4139966111,0.812029,86
Leukocytoclastic_vasculitis,0.413917074,0.651047,33
Adrenal_insufficiency,0.4138378536,0.746086,29
Neutropenia,0.4136069291,0.843134,226
Pulmonary_haemorrhage,0.413226894,0.492206,21
Amenorrhoea,0.4125748761,0.807388,77
Blood_bilirubin_increased,0.4123052717,0.827362,64
Colitis_ischaemic,0.4120701328,0.603683,18
Neuroleptic_malignant_syndrome,0.4119051444,0.834081,42
Faeces_discoloured,0.4115384615,0.550181,11
Lymphoma,0.4112128514,0.742998,42
Lymphoedema,0.4111740877,0.621039,25
Sepsis,0.4111206078,0.792624,117
Neoplasm,0.4110000734,0.768188,127
Hyperthermia,0.4109173127,0.447812,17
Paranoia,0.4104850827,0.813306,57
Bronchospasm,0.4104229104,0.778139,167
Arthritis,0.4096826715,0.783336,146
Vision_blurred,0.4096411812,0.805852,282
Inflammatory_bowel_disease,0.4094005766,0.849882,23
Breast_pain,0.4092604573,0.783613,75
Testicular_disorder,0.4089147287,0.557658,17
Coombs_direct_test_positive,0.4089100089,0.983384,12
Suicidal_ideation,0.4088486202,0.805219,40
Systemic_lupus_erythematosus,0.4087836855,0.869048,78
Hypertrichosis,0.4086620676,0.880906,46
Pericardial_effusion,0.4086520147,0.791205,41
Thrombosis,0.4082800986,0.727278,144
Dysaesthesia,0.4078807061,0.502333,28
Thrombocytopenic_purpura,0.4069580575,0.843551,61
Transient_ischaemic_attack,0.4067316887,0.748581,44
Decreased_appetite,0.4065987443,0.761394,420
Withdrawal_syndrome,0.4064278663,0.709148,25
Testicular_pain,0.4058388954,0.644025,15
Cardiomyopathy,0.4058164187,0.778035,54
Stupor,0.4057538827,0.777492,59
Lung_neoplasm_malignant,0.405086159,0.292067,20
Dystonia,0.4043063104,0.813481,71
Drug_interaction,0.4041790562,0.815933,77
Migraine,0.4040632841,0.760115,148
Anorgasmia,0.4038984167,0.596717,16
Renal_tubular_disorder,0.4036004232,0.76948,45
Bladder_pain,0.403525641,0.476799,11
Haematochezia,0.4030941043,0.626542,30
Yawning,0.403040245,0.740668,29
Multi-organ_failure,0.4028493466,0.549519,12
Frequent_bowel_movements,0.4025106838,0.359515,11
Micturition_urgency,0.4021125902,0.704278,49
Weight_decreased,0.4018315947,0.770119,180
Breast_enlargement,0.4013762687,0.81627,53
Anaemia,0.4012432119,0.806591,417
Injection_site_haemorrhage,0.4007400257,0.547244,14
Blood_pressure_increased,0.4007340339,0.822896,69
Paraplegia,0.4003613118,0.785591,20
Aspiration,0.4003393775,0.411993,27
Corneal_opacity,0.4002368648,0.530695,17
Laryngospasm,0.3999903447,0.80071,58
Hypercalcaemia,0.3999193898,0.717121,51
Anosmia,0.3995343978,0.480775,18
Drug_abuse,0.3995341985,0.655084,30
Nasal_dryness,0.3993382464,0.586772,22
Nervousness,0.3984903343,0.769565,272
Malignant_melanoma,0.398192402,0.59654,25
Laryngeal_oedema,0.3981520293,0.809269,55
Protrusion_tongue,0.398089361,0.949984,22
Erectile_dysfunction,0.3971546494,0.750528,201
Haemorrhoids,0.3966602901,0.719241,53
Herpes_virus_infection,0.3963135925,0.796064,134
Anaemia_megaloblastic,0.3962257939,0.554468,15
Eye_irritation,0.3952314129,0.855516,79
Pigmentation_disorder,0.3950570872,0.781193,56
Cyst,0.3947431427,0.803075,74
Euphoric_mood,0.3946337375,0.811843,111
Vaginal_inflammation,0.3943625041,0.830903,114
Atrophy,0.394316849,0.84246,79
Supraventricular_extrasystoles,0.3942406064,0.460835,23
Glossodynia,0.3941850411,0.561677,20
Intraocular_pressure_increased,0.3930356346,0.767552,44
Joint_swelling,0.392703827,0.450454,31
Cellulitis,0.390161325,0.801936,87
Menstruation_irregular,0.3901169247,0.838869,62
Skin_irritation,0.3900524157,0.565345,33
Hypoproteinaemia,0.3896634327,0.673574,32
Superinfection,0.3894560674,0.803831,15
Hyperuricaemia,0.3894304257,0.798165,108
Atrioventricular_block_first_degree,0.3894138719,0.616356,20
Eyelid_ptosis,0.3878025074,0.79036,49
Pathological_fracture,0.3874730979,0.807737,48
Aphasia,0.3871507105,0.823969,50
Cardiac_murmur,0.3870112308,0.570182,18
Lenticular_opacities,0.3868729828,0.535819,18
Leukoencephalopathy,0.3865196078,0.872188,26
Pseudomembranous_colitis,0.3860278313,0.939515,48
Acute_respiratory_distress_syndrome,0.3851414407,0.673929,27
Epigastric_discomfort,0.3848578216,0.72809,31
Intracranial_pressure_increased,0.3846586263,0.768294,51
Hypomania,0.3845340357,0.535803,15
Ovarian_cyst,0.3843030078,0.688646,20
Carbohydrate_tolerance_decreased,0.3842636337,0.88833,28
Personality_change,0.3834105647,0.669278,24
Pain_in_jaw,0.383348652,0.687012,25
Infertility,0.3827557084,0.448177,18
Blister,0.3825295458,0.739403,65
Onycholysis,0.3824086298,0.454873,21
Cerebral_thrombosis,0.3820626671,0.551622,13
Polycythaemia,0.3811453227,0.689773,24
Haemoptysis,0.3808652952,0.796333,73
Ejaculation_disorder,0.380418801,0.752944,36
Chorea,0.3803309236,0.510964,18
Galactorrhoea,0.3801056646,0.823012,51
Herpes_zoster,0.3794282887,0.812743,78
Gallbladder_disorder,0.3792458667,0.47834,12
Throat_tightness,0.378669287,0.799435,37
Bradykinesia,0.3780888031,0.542019,14
Hypokinesia,0.3780326379,0.774326,63
Septic_shock,0.3773502624,0.672001,13
Hyperprolactinaemia,0.376205857,0.497919,17
Speech_disorder,0.3758859965,0.823249,81
Mastitis,0.3757440476,0.373078,23
Folliculitis,0.3755938421,0.851327,68
Breast_cancer,0.3747244268,0.773092,35
Cholangitis,0.3741893645,0.480959,20
Skin_atrophy,0.3736423354,0.964292,36
Mucous_membrane_disorder,0.373233559,0.736312,33
Eye_infection,0.3728565179,0.721663,29
Sinus_arrest,0.3723083549,0.603346,17
Swollen_tongue,0.371285405,0.473116,16
Nitrogen_balance_negative,0.3696790109,0.904662,24
Paresis,0.369142361,0.739414,40
Nasal_discomfort,0.3684526144,0.774592,19
Pulmonary_congestion,0.3674960837,0.589168,31
Arrhythmia_supraventricular,0.3670785709,0.582906,21
Torsade_de_pointes,0.3668577368,0.795548,51
Iron_deficiency,0.3662790813,0.415064,13
Deep_vein_thrombosis,0.3648412797,0.742362,93
Gravitational_oedema,0.3641450246,0.585569,18
Blood_urine,0.3638354701,0.444923,11
Alkalosis,0.3636378377,0.788473,37
Thrombotic_thrombocytopenic_purpura,0.3624455338,0.616519,25
Lymphoproliferative_disorder,0.3624357776,0.777625,19
Cytomegalovirus_infection,0.361507524,0.414691,12
Electrolyte_imbalance,0.3611650905,0.683175,45
Somnambulism,0.3611645299,0.50878,11
Xanthopsia,0.361003861,0.841923,14
Tendonitis,0.3578843996,0.54795,35
Alkalosis_hypokalaemic,0.3546888752,0.943541,21
Hirsutism,0.3537395195,0.882682,79
Squamous_cell_carcinoma,0.3532209252,0.424372,20
Miliaria,0.3523328523,0.891661,34
Skin_lesion,0.3519422582,0.507052,12
Atopy,0.3505806471,0.619397,15
Prothrombin_level_decreased,0.3491384222,0.432541,18
Blood_cholesterol_increased,0.349062965,0.497024,23
Hangover,0.3489914365,0.646264,12
Diabetes_insipidus,0.3482371795,0.627501,11
Hepatitis_fulminant,0.344787146,0.563191,15
Myeloid_leukaemia,0.3446951579,0.508547,19
Mass,0.3444380697,0.798029,44
Musculoskeletal_disorder,0.3441825956,0.683548,40
Bronchiolitis,0.3435897436,0.484195,11
Salpingitis,0.3435788536,0.427578,13
Breast_tenderness,0.3433687364,0.706618,25
Elderly,0.3427125885,0.569203,25
Cachexia,0.3423943015,0.542892,25
Benign_intracranial_hypertension,0.342304219,0.853533,39
Renal_tubular_necrosis,0.3421823938,0.54792,24
Dermatitis_acneiform,0.3410973085,0.957548,34
Nasal_ulcer,0.3410875161,0.908397,14
Compression_fracture,0.3397630483,0.914266,22
Pulmonary_toxicity,0.338413316,0.77141,20
Arteriosclerosis,0.3375160875,0.60984,14
Second_primary_malignancy,0.3371894787,0.836513,24
Blood_glucose_decreased,0.3339887177,0.497563,21
Hydronephrosis,0.333530971,0.698224,23
Hyporeflexia,0.3333164603,0.62143,33
Leukoderma,0.3332918978,0.850695,44
Conjunctival_haemorrhage,0.3329503676,0.584508,25
Myocardial_rupture,0.3319975352,0.929168,19
Adenoma_benign,0.3319379269,0.649465,13
Acute_myeloid_leukaemia,0.3299292648,0.86328,16
Lens_disorder,0.3292665214,0.69354,26
Oesophagitis_ulcerative,0.328848947,0.92532,26
Prothrombin_level_increased,0.3272747157,0.63971,29
Osteonecrosis,0.3256581883,0.792867,44
Abscess_sterile,0.3250955274,0.850144,16
Graft_loss,0.3206972082,0.532361,12
Rheumatoid_arthritis,0.3190815885,0.386705,20
Optic_atrophy,0.3177715078,0.651973,13
Ophthalmoplegia,0.315224359,0.537942,11
Autonomic_neuropathy,0.3136517693,0.615915,24
Cushingoid,0.3122045153,0.870991,39
Papule,0.3105235043,0.48659,11
Vitreous_detachment,0.310291679,0.637458,12
Faecalith,0.3081525218,0.477879,18
Hydrocephalus,0.3057692308,0.469934,11
Blood_uric_acid_increased,0.30213371,0.527242,18
Hypochloraemia,0.3014423077,0.576575,11
Hypertrophic_cardiomyopathy,0.2999935151,0.875427,16
Growth_retardation,0.2992606669,0.759232,18
Cogwheel_rigidity,0.2992416592,0.424206,13
Ileus_paralytic,0.2989104293,0.854463,34
Tachyarrhythmia,0.2985042735,0.582961,11
Tumour_lysis_syndrome,0.2965382002,0.742971,20
Neutrophil_count_decreased,0.2938034188,0.700883,11
Peripheral_sensory_neuropathy,0.2893177088,0.672575,19
Polymyalgia_rheumatica,0.2884343134,0.689782,12
Skin_striae,0.2867655678,0.948941,41
Cataract_subcapsular,0.2856009823,0.925682,36
Extravasation,0.2855064947,0.799553,70
Nasal_septum_perforation,0.2845809264,0.873243,15
Ichthyosis,0.2834303925,0.776738,21
Exophthalmos,0.2795887442,0.793608,27
Drug_withdrawal_syndrome,0.2775752401,0.512424,12
Blindness_cortical,0.2698218936,0.763283,23
Varicella,0.2692326878,0.514865,16
Lupus_miliaris_disseminatus_faciei,0.2642066592,0.946706,23
Febrile_neutropenia,0.2608646792,0.849944,70
Pneumonia_aspiration,0.2589209402,0.657035,11
Cushing's_syndrome,0.2551226364,0.987378,12
Paraparesis,0.2532115172,0.829597,15
Fat_embolism,0.251392256,0.917992,15
Ovarian_disorder,0.24291559,0.510639,17
Pancreatitis_haemorrhagic,0.2375482625,0.475192,14
Rash_macular,0.2375,0.701469,11
Cleft_palate,0.2328525641,0.830885,11
Atrioventricular_block_complete,0.2292481492,0.767858,18
Mucosal_inflammation,0.2282652244,0.86692,48
Disturbance_in_attention,0.216703869,0.483648,23
Acute_leukaemia,0.1618389153,0.612749,16
Ureteric_obstruction,0.1295366795,0.620763,13
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Average,0.4528194216,,
