ADR name,Web Mean AUC,Paper Mean AUC,Positive Count
Neuroleptic_malignant_syndrome,0.834081,-,42.0
Leukaemia_cutis,nan,-,0.0
Skin_scaly,nan,-,
Burning_rectal,nan,-,
Hunger_abnormal,nan,-,
Gastritis_viral,nan,-,1.0
Telangiectasia,0.8445,-,20.0
Bladder_irritation,nan,-,5.0
Pregnancy_test_negative,nan,-,1.0
Peripheral_arterial_disease,nan,-,
Myeloblastic_leukemia,nan,-,
Inappropriate_antidiuretic_hormone_secretion,0.793544,-,49.0
Electrolyte_disturbance,nan,-,
Breath_holding,nan,-,0.0
Exostosis,nan,-,8.0
Tongue_atrophy,nan,-,1.0
Vascular_dementia,nan,-,2.0
Skeletal_muscle_paralysis,nan,-,
Contact_lens_intolerance,nan,-,1.0
Injection_site_infection,nan,-,10.0
Bile_duct_stenosis,nan,-,4.0
Sensation_of_pressure,nan,-,5.0
Ocular_stinging,nan,-,
External_ear_disorder,nan,-,2.0
Nerve_root_lesion,nan,-,
Decreased_interest,nan,-,1.0
Withdrawn,nan,-,
Erythema,0.726462,-,420.0
Background_diabetic_retinopathy,nan,-,
Blood_pressure_diastolic_decreased,nan,-,3.0
Back_pain,0.737344,-,287.0
Ventricular_failure,nan,-,4.0
Hepatic_haemorrhage,nan,-,2.0
Blood_glucose_abnormal,nan,-,4.0
Pulse_absent,nan,-,2.0
Splenomegaly,0.50592,-,17.0
Eye_oedema,nan,-,5.0
Dyspnoea_paroxysmal_nocturnal,nan,-,0.0
Influenza_like_illness,0.502568,-,26.0
Intractable_pain,nan,-,
Postoperative_pain,nan,-,
Colorectal_cancer,nan,-,1.0
Cleft_lip,nan,-,3.0
Cleft_palate,0.830885,-,11.0
Gingival_ulceration,nan,-,0.0
Lassitude,nan,-,
Moaning,nan,-,2.0
Duodenitis_haemorrhagic,nan,-,2.0
Serum_albumin_decreased,nan,-,
Mental_disorder,0.779506,-,140.0
Behavior_disorder,nan,-,
Myocardial_necrosis,nan,-,
Solar_dermatitis,nan,-,2.0
Hostility,0.755235,-,41.0
Dacryocanaliculitis,nan,-,1.0
Upper_gastrointestinal_haemorrhage,nan,-,5.0
Astrocytoma,nan,-,1.0
Urine_colour_abnormal,nan,-,
Paresis,0.739414,-,40.0
Multiple_hereditary_exostosis,nan,-,10.0
Tearfulness,nan,-,7.0
Exophthalmos,0.793608,-,27.0
Aneurysm,0.37885,-,17.0
Sickle_cell_anaemia_with_crisis,nan,-,2.0
Adjustment_disorder,nan,-,2.0
Dry_hair,nan,-,
Thready_pulse,nan,-,
Tongue_irritation,nan,-,
Serositis,nan,-,4.0
Cystathionine_beta-synthase_deficiency,nan,-,0.0
Neuroectodermal_neoplasm,nan,-,1.0
Red_cell_aplasia,nan,-,
Urticaria_chronic,nan,-,1.0
Injection_site_reaction,0.770605,-,81.0
Cardiac_hypertrophy,nan,-,5.0
Lactose_intolerance,nan,-,3.0
Idiopathic_thrombocytopenic_purpura,nan,-,8.0
Meningioma,nan,-,2.0
Meningism,0.627661,-,11.0
Vesicoureteric_reflux,nan,-,1.0
Basedow's_disease,nan,-,0.0
Meniere's_disease,nan,-,1.0
Lung_infiltration,0.720535,-,37.0
Photosensitivity,nan,-,
Meningitis,0.65995,-,42.0
Varicocele,nan,-,1.0
Discoid_lupus_erythematosus,nan,-,
Varicose_vein,0.555871,-,33.0
Headache_dull,nan,-,
Herpes_labialis,nan,-,
Septicemia,nan,-,
Gravitational_oedema,0.585569,-,18.0
Cutaneous_lupus_erythematosus,nan,-,7.0
Psychosis_depressive,nan,-,
Hypertonicity,nan,-,
Rash_both_legs,nan,-,
Metabolic_disorder,nan,-,7.0
Hordeolum,0.352703,-,11.0
Premature_rupture_of_membranes,nan,-,0.0
Haemorrhagic_stroke,nan,-,10.0
Movements_involuntary,nan,-,
Wasting,nan,-,
Menorrhagia,0.77319,-,85.0
Oculomucocutaneous_syndrome,nan,-,1.0
Acquired_megacolon,nan,-,
Reversible_ischaemic_neurological_deficit,nan,-,0.0
Neck_stiffness,nan,-,
Molluscum_contagiosum,nan,-,3.0
Salivation,nan,-,
Frozen_shoulder,nan,-,
Lymphocytoma_cutis,nan,-,
Hodgkin's_disease,nan,-,1.0
Anterior_uveitis,nan,-,
Atrial_flutter,0.49254,-,26.0
Dyschromatopsia,nan,-,
Increased_prolactin_level,nan,-,
Posterior_subcapsular_cataract,nan,-,
Hoarseness,nan,-,
Porphyria_hepatic,nan,-,
Haemoglobinuria,nan,-,7.0
Rhinorrhoea,0.86514,-,60.0
Nocturia,0.790115,-,110.0
Tic,nan,-,6.0
Pancreatic_necrosis,nan,-,1.0
Skin_striae,0.948941,0.9508,41.0
Nystagmus,0.847001,-,63.0
Duodenal_ulcer_perforation,nan,-,3.0
Aspiration,0.411993,-,27.0
Vasoconstriction,nan,-,8.0
Unsteady_gait,nan,-,
Calculus_ureteric,nan,-,1.0
Gas_in_stomach,nan,-,
Dry_scalp,nan,-,
Diabetes_mellitus_exacerbated,nan,-,
Gait_shuffling,nan,-,
Monoparesis,nan,-,4.0
Glottic_edema,nan,-,
Staphylococcus_aureus_bacteremia,nan,-,
Immobile,nan,-,3.0
Sulphaemoglobinaemia,nan,-,3.0
Limb_deformity,nan,-,2.0
Oral_neoplasm,nan,-,1.0
Iritis,0.604912,-,27.0
Acne_fulminans,nan,-,1.0
Ear_infection,0.835589,-,117.0
Oropharyngeal_spasm,nan,-,1.0
Tongue_spasm,nan,-,2.0
Paranoid_state,nan,-,
Abdominal_colic,nan,-,
Viral_infection,0.800331,-,101.0
Phaeochromocytoma,nan,-,6.0
Uterine_pain,nan,-,1.0
Suppressed_lactation,nan,-,1.0
Abdominal_discomfort,0.729533,-,106.0
Partial_transitory_deafness,nan,-,
Deafness_transitory,nan,-,3.0
Hypotony_of_eye,nan,-,0.0
Ocular_hypertension,nan,-,2.0
Deafness_permanent,nan,-,2.0
Partial_permanent_deafness,nan,-,
Crystalluria_calcium,nan,-,
Nonspecific_abnormal_findings_in_cerebrospinal_fluid,nan,-,
Urate_crystalluria,nan,-,
Bowel_spasm,nan,-,
Head_discomfort,nan,-,2.0
Osteodystrophy,nan,-,1.0
Dry_skin,0.780826,-,166.0
Allergic_oedema,nan,-,2.0
Blanching,nan,-,
Ulcer,0.721062,-,249.0
Renal_vessel_disorder,nan,-,1.0
Phlebosclerosis,nan,-,4.0
Serum_iron_increased,nan,-,
Diverticulitis,0.69217,-,22.0
Mg_reduced,nan,-,
Alanine_aminotransferase_increased,0.770707,-,132.0
Drug_withdrawal_syndrome_neonatal,nan,-,1.0
Diverticulum,nan,-,4.0
Glomerulonephritis_membranous,nan,-,3.0
Retinal_haemorrhage,0.689832,-,19.0
Sialidosis,nan,-,
Tunnel_vision,nan,-,1.0
Pericardial_rub,nan,-,1.0
Proctitis_ulcerative,nan,-,3.0
Arterial_insufficiency,nan,-,3.0
Hepatocellular_injury,0.809857,-,57.0
Genital_infection,nan,-,2.0
Liver_fatty_deposition,nan,-,
Liver_tenderness,nan,-,2.0
Liver_function_test_abnormal,0.786447,-,153.0
Oral_neoplasm_benign,nan,-,1.0
Sensory_disturbance,0.501442,-,14.0
Fluid_retention,0.78288,-,66.0
Vitreous_detachment,0.637458,-,12.0
Osteosclerosis,nan,-,1.0
Appendicitis,0.436763,-,12.0
Osteosarcoma,nan,-,0.0
Vitiligo,nan,-,1.0
Elevated_mood,nan,-,5.0
Decompensation_cardiac,nan,-,
Urinary_protein_increased,nan,-,
Skin_induration,nan,-,1.0
Pulmonary_hypoplasia,nan,-,0.0
Vitreous_haemorrhage,nan,-,4.0
Ileus,0.811111,-,88.0
T-cell_lymphoma,nan,-,1.0
Nasal_odour,nan,-,0.0
Nasal_ulcer,0.908397,0.9179,14.0
Pain_in_toe,nan,-,
Idiopathic_pulmonary_fibrosis,nan,-,6.0
Pericardial_effusion,0.791205,-,41.0
Spasm_biliary,nan,-,
Polyarteritis_nodosa,nan,-,10.0
Periarthritis,nan,-,1.0
Wrist_drop,nan,-,
Hepatitis_granulomatous,nan,-,
Sudden_death,0.728681,-,37.0
Bilirubin_abnormal,nan,-,
Pharyngeal_lesion,nan,-,0.0
Pelvic_abscess,nan,-,0.0
Hypoglycaemic_seizure,nan,-,0.0
Peliosis_hepatis,nan,-,10.0
Nicotinic_acid_deficiency,nan,-,1.0
Hypertrichosis,0.880906,-,46.0
Hypertriglyceridaemia,0.670571,-,44.0
Genital_burning_sensation,nan,-,1.0
Hyperthyroidism,0.502377,-,28.0
Albright's_disease,nan,-,4.0
Fungaemia,nan,-,1.0
Ovarian_hyperstimulation_syndrome,nan,-,3.0
Otitis_media,0.815928,-,94.0
Middle_ear_effusion,nan,-,1.0
Toothache,0.831217,-,54.0
Myofascial_pain_syndrome,nan,-,0.0
Cervix_carcinoma,nan,-,3.0
Limb_paresis,nan,-,
Death_neonatal,nan,-,0.0
Extradural_abscess,nan,-,3.0
Prostatic_adenoma,nan,-,3.0
Aortic_aneurysm_rupture,nan,-,0.0
Tachycardia_foetal,nan,-,2.0
Bradycardia_foetal,nan,-,1.0
Euphoric_mood,0.811843,-,111.0
Dysmetria,nan,-,
Solid_tumour,nan,-,
Bladder_pain,0.476799,-,11.0
Infestation,0.803111,-,110.0
Polyangiitis,nan,-,
Brain_oedema,0.527966,-,18.0
Myasthenia_gravis,0.34238,-,11.0
Eye_irritation,0.855516,-,79.0
Trigeminal_neuralgia,nan,-,2.0
Conjunctival_follicles,nan,-,2.0
Parity,nan,-,7.0
Pseudocholinesterase_deficiency,nan,-,0.0
Cryptosporidiosis_infection,nan,-,1.0
Secondary_parkinsonism,nan,-,
Cryptococcosis,nan,-,6.0
Carotid_artery_stenosis,nan,-,1.0
Haematospermia,nan,-,1.0
Carotid_bruit,nan,-,1.0
Follicular_conjunctivitis,nan,-,
Skin_turgor_decreased,nan,-,0.0
Injection_site_nodule,nan,-,1.0
Oversedation,nan,-,
Dyschezia,nan,-,5.0
Acute_leukaemia,0.612749,-,16.0
Ophthalmoplegia,0.537942,-,11.0
Aseptic_necrosis,nan,-,
Onycholysis,0.454873,-,21.0
Antisocial_behaviour,nan,-,6.0
Bronchitis_asthmatic,nan,-,
Opisthotonus,0.487692,-,14.0
Tourette's_disorder,nan,-,1.0
B-cell_type_acute_leukaemia,nan,-,1.0
Creatine_phosphokinase_normal,nan,-,
Blighted_ovum,nan,-,4.0
Vulvovaginal_candidiasis,0.705669,-,49.0
Pyloric_stenosis,nan,-,1.0
Lymphadenopathy_axillary,nan,-,
Hypernatraemia,0.806804,-,53.0
Sexually_transmitted_disease,nan,-,2.0
Lymphadenopathy,0.754827,-,143.0
Excessive_granulation_tissue,nan,-,1.0
Pneumonia_streptococcal,nan,-,6.0
Neuroma,nan,-,2.0
Central_retinal_vein_occlusion,nan,-,
Cerebellar_ataxia,nan,-,3.0
Fertility_female_decreased,nan,-,
Plasma_osmolality,nan,-,
Cardiac_failure_right,nan,-,
Nitrogen_balance_negative,0.904662,0.9586,24.0
Delusion,0.83365,-,56.0
Autonomic_neuropathy,0.615915,-,24.0
Nasal_septum_ulceration,nan,-,0.0
Depressed_mood,0.504618,-,19.0
Uveitis,0.502835,-,24.0
Hypoglycaemia_neonatal,nan,-,1.0
Vein_disorder,nan,-,2.0
Synostosis,nan,-,1.0
Migraine_without_aura,nan,-,1.0
Coxalgia,nan,-,
Device_complication,nan,-,
Ache,nan,-,
Chronic_insomnia,nan,-,
Red_blood_cell_sedimentation_rate_increased,0.543839,-,22.0
Tenderness,0.753704,-,149.0
Ventricular_hypokinesia,nan,-,0.0
Acute_pulmonary_oedema,nan,-,6.0
Electrolyte_imbalance,0.683175,-,45.0
Postictal_state,nan,-,1.0
Urethral_obstruction,nan,-,3.0
Anaphylactoid_reaction,0.700411,-,168.0
Anemic,nan,-,
Ejaculation_disorder,0.752944,-,36.0
Pulseless_electrical_activity,nan,-,3.0
Embolism_limb,nan,-,
Arthritis_bacterial,nan,-,0.0
Parkinsonism_aggravated,nan,-,
Rhinitis_ulcerative,nan,-,0.0
Basophilia,nan,-,5.0
Ankylosing_spondylitis,nan,-,1.0
Spondylitis,nan,-,1.0
Spondylosis,nan,-,
Rebound_effect,nan,-,0.0
Chondrodystrophy,nan,-,2.0
Erythema_multiforme_minor,nan,-,
Abasia,nan,-,1.0
Extrasystoles,0.805763,-,98.0
Gastritis_haemorrhagic,nan,-,4.0
Birth_weight_low,nan,-,
Variegate_porphyria,nan,-,
Low_back_pain,nan,-,
Raynaud's_disease,nan,-,
Talkativeness,nan,-,
Ventricular_fibrillation,0.862837,-,59.0
Blood_glucose_increased,0.689648,-,35.0
Alcoholism,nan,-,2.0
Sudden_visual_loss,nan,-,1.0
Blindness_transient,nan,-,8.0
Perseveration,nan,-,1.0
Duodenal_perforation,nan,-,1.0
Bicarbonate_decreased_serum,nan,-,
Muscle_enzyme_increased,nan,-,2.0
Tinea_cruris,nan,-,1.0
Rigors,nan,-,
Acanthosis_nigricans,nan,-,1.0
Hepatic_artery_thrombosis,nan,-,6.0
Subcutaneous_haematoma,nan,-,1.0
Tenderness_eye,nan,-,
Skipped_beats,nan,-,
Sodium_decreased,nan,-,
Meningitis_aseptic,0.387152,-,19.0
Lymphocyte_count_decreased,nan,-,3.0
Nicotinic_effects,nan,-,
Rectal_ulcer,nan,-,0.0
Meningitis_viral,nan,-,1.0
Vestibular_disorder,0.517188,-,11.0
Chromosomal_deletion,nan,-,1.0
Electrocardiogram_abnormal_specific,nan,-,
Incomplete_right_bundle_branch_block,nan,-,
Cytogenetic_abnormality,nan,-,10.0
Lip_blister,nan,-,3.0
Phonophobia,nan,-,1.0
Middle_ear_disorder,nan,-,2.0
Disinhibition,nan,-,6.0
Hepatosplenomegaly,0.579502,-,11.0
Corneal_infection,nan,-,10.0
Hepatorenal_syndrome,nan,-,4.0
Orofacial_dyskinesia,nan,-,
Dependence_physiological,nan,-,
Hypotensive,nan,-,
Papillary_muscle_rupture,nan,-,0.0
Blood_pressure_systolic_decreased,nan,-,3.0
Breast_mass,nan,-,7.0
Lung_cancer_metastatic,nan,-,4.0
Gastrointestinal_tract_irritation,0.467377,-,21.0
Mesothelioma,nan,-,0.0
Endocrine_disorder,0.79027,-,44.0
Endocrine_neoplasm,nan,-,1.0
Post_procedural_diarrhoea,nan,-,0.0
Eye_infection,0.721663,-,29.0
Eye_haemorrhage,0.489807,-,34.0
Vertigo,0.729884,-,334.0
Dermatitis_acneiform,0.957548,0.9606,34.0
Tinnitus,0.781798,-,261.0
Potassium_increased,nan,-,
Mucosal_swelling,nan,-,
Feminization,nan,-,
Skin_exfoliation,0.768464,-,87.0
Haemoptysis,0.796333,-,73.0
Bronchiolitis_obliterans_with_organizing_pneumonia,nan,-,
Glucose_decreased,nan,-,
Postoperative_wound_infection,nan,-,0.0
Petit_mal_epilepsy,nan,-,4.0
Myoclonic_epilepsy,nan,-,1.0
Dentofacial_anomaly,nan,-,1.0
Colitis_ischaemic,0.603683,-,18.0
Light_anaesthesia,nan,-,3.0
Mesenteric_artery_thrombosis,nan,-,6.0
Anger,0.560417,-,14.0
Gout,0.806592,-,99.0
Somnolence,0.791027,-,420.0
Complex_regional_pain_syndrome,nan,-,2.0
Venous_thromboembolism,nan,-,
Jaundice,0.726555,-,267.0
Urosepsis,nan,-,2.0
Aphasia,0.823969,-,50.0
Dysgraphia,nan,-,5.0
Lymphocyte_count_increased,nan,-,2.0
Tongue_dry,nan,-,2.0
Gastrointestinal_pain,0.526776,-,29.0
Mucous_stools,nan,-,1.0
Anal_intraepithelial_neoplasia,nan,-,
Chronic_graft_versus_host_disease,nan,-,1.0
Neutrophil_count_decreased,0.700883,-,11.0
Normal_appearance,nan,-,
Application_site_anaesthesia,nan,-,2.0
Venous_pressure_jugular,nan,-,0.0
Edema_of_lower_extremities,nan,-,
Blindness_cortical,0.763283,-,23.0
Posture_abnormal,nan,-,1.0
Sore_eye,nan,-,
Depersonalization_syndrome,nan,-,
Head_pressure,nan,-,
Abdominal_tenderness,nan,-,9.0
Abdominal_pain_lower,0.550169,-,19.0
Dwarfism,nan,-,1.0
Epigastric_pain,nan,-,
Gynaecomastia,0.808095,-,123.0
Corneal_lesion,nan,-,5.0
Tachycardia,0.750568,-,385.0
Cough_decreased,nan,-,1.0
Creatine_phosphokinase_increased,nan,-,
Alveolar_osteitis,nan,-,2.0
Creatinine_increased,nan,-,
Crystalluria,0.635392,-,28.0
Sinus_tachycardia,0.754896,-,29.0
Cerebral_haemorrhage,0.65559,-,41.0
Benign_breast_neoplasm,nan,-,7.0
Quadriparesis,nan,-,6.0
Polyp,0.70477,-,39.0
Nasal_sinus_drainage,nan,-,
Nasal_mucosal_erythema,nan,-,
Carpo-pedal_spasm,nan,-,
Mucormycosis,nan,-,
Urea_increased,nan,-,
Lupus_miliaris_disseminatus_faciei,0.946706,0.954,23.0
Large_intestine_carcinoma,nan,-,
Cytolysis,nan,-,
Hypoaesthesia_oral,nan,-,8.0
Thrombophlebitis,0.820605,-,156.0
Heat_intolerance,nan,-,
Painful_erection,nan,-,2.0
Hyperadrenocorticism,0.905614,0.94,24.0
Adrenal_insufficiency,0.746086,-,29.0
Adrenal_disorder,nan,-,6.0
Visual_disturbance,nan,-,
Carcinoma_of_tongue,nan,-,
Intermittent_headache,nan,-,
Mania,0.81778,-,50.0
Insomnia_exacerbated,nan,-,
Milia,nan,-,1.0
Abnormal_ejaculation,nan,-,
Hypermagnesaemia,nan,-,8.0
Sarcosinaemia,nan,-,2.0
Abdominal_infection,nan,-,0.0
Skin_hypertrophy,0.70143,-,39.0
Peritonsillar_abscess,nan,-,2.0
Peritonitis,0.578648,-,25.0
Perennial_allergic_rhinitis,nan,-,
Limb_malformation,nan,-,1.0
Rhinitis,0.729202,-,233.0
Hypocholesterolaemia,nan,-,4.0
Implant_infection,nan,-,
Cauda_equina_syndrome,nan,-,5.0
Antinuclear_antibody_positive,0.575453,-,27.0
Giddiness,nan,-,
Creatine_phosphokinase_serum_increased,nan,-,
Eruption,nan,-,
Arterial_anomaly,nan,-,
Knee_osteoarthritis,nan,-,
Glucose_tolerance_impaired,0.813703,-,36.0
Tonic_clonic_movements,nan,-,1.0
Pleural_infection,nan,-,1.0
Borderline_personality_disorder,nan,-,1.0
Renal_failure_aggravated,nan,-,
Otitis,nan,-,
Renal_failure,0.747561,-,245.0
Wheezing_inspiratory,nan,-,
Mitochondrial_toxicity,nan,-,0.0
Dentoalveolar_abscess,nan,-,
Phototoxicity,nan,-,
Otitis_externa,0.538811,-,28.0
Rectal_tenesmus,0.664938,-,29.0
Laryngotracheal_oedema,nan,-,0.0
Fixed_eruption,nan,-,2.0
Subglottic_edema,nan,-,
After_taste,nan,-,
Hiccups,0.760031,-,107.0
Hypertensive_encephalopathy,nan,-,1.0
Eye_swelling,nan,-,10.0
Endometrial_disorder,nan,-,3.0
Hypochromic_anaemia,0.601477,-,36.0
Ulcerative_enterocolitis,nan,-,
Pyoderma,nan,-,8.0
Necrolysis_epidermal,nan,-,
Monocytosis,nan,-,8.0
Uricaciduria,nan,-,
Respiratory_depth_increased,nan,-,0.0
Gigantism,nan,-,1.0
Tooth_impacted,0.505159,-,24.0
Steroid_myopathy,nan,-,
Collagen-vascular_disease,nan,-,1.0
Peripheral_vascular_disorder,0.739751,-,47.0
Vulval_erythema,nan,-,
Asthma_aggravated,nan,-,
Graft_dysfunction,nan,-,4.0
Transplant_failure,nan,-,1.0
Nephrosis_lower_nephron,nan,-,
Feeling_cold,0.689614,-,28.0
Anastomotic_leak,nan,-,0.0
Erectile_dysfunction,0.750528,-,201.0
Potter's_syndrome,nan,-,1.0
Stomach_cramps,nan,-,
Acholia,nan,-,
Mutism,nan,-,7.0
Colonic_polyp,nan,-,
Colonic_pseudo-obstruction,nan,-,1.0
Dacryocystitis,nan,-,1.0
Writing_impaired,nan,-,
Nipple_disorder,nan,-,2.0
Parathyroid_disorder,nan,-,9.0
Hepatic_neoplasm,nan,-,4.0
Phocomelia,nan,-,
Obsessional_neurosis,nan,-,
Ectropion_of_cervix,nan,-,3.0
Uterine_cyst,nan,-,2.0
Injection_site_abscess,nan,-,1.0
Confusional_state,0.759663,-,352.0
Equilibrium_loss,nan,-,
Hyperchloraemia,nan,-,7.0
Subileus,nan,-,4.0
Infective_myositis,nan,-,1.0
Rosacea,0.435272,-,12.0
Tendinous_contracture,nan,-,7.0
Auditory_and_visual_hallucinations,nan,-,
Hypocapnia,nan,-,0.0
Atopy,0.619397,-,15.0
Muscle_stiffness,nan,-,
Megacolon_toxic,nan,-,
Carcinogenicity,0.570795,-,18.0
Paresthesia_lower_limb,nan,-,
Hyperuricaemia,0.798165,-,108.0
Alcoholic_pancreatitis,nan,-,0.0
Mastitis_male,nan,-,
Diabetic_neuropathy,nan,-,4.0
Diabetic_ketoacidosis,nan,-,8.0
Diabetic_retinopathy,nan,-,2.0
Pyelonephritis,0.695611,-,37.0
Cardiopulmonary_failure,nan,-,5.0
Paraparesis,0.829597,-,15.0
Phenylketonuria,nan,-,1.0
Partial_seizures,nan,-,2.0
Central_serous_retinopathy,nan,-,
Cardiomyopathy,0.778035,-,54.0
Neurodermatitis,nan,-,3.0
Trichomonal_vaginitis,nan,-,
Cervical_smear_test_positive,nan,-,
Papilloedema,0.804498,-,42.0
Sinoatrial_block,nan,-,1.0
Chronic_liver_disease,nan,-,
Localized_rash,nan,-,
Rash_generalised,0.701657,-,31.0
Papilloma,nan,-,7.0
Epithelial_cells_urine,nan,-,
Spinal_cord_infarction,nan,-,5.0
Ventricular_hypertrophy,nan,-,3.0
Dysequilibrium,nan,-,
Capillary_permeability,nan,-,3.0
Tooth_discolouration,nan,-,9.0
Left_ventricular_ejection_fraction,nan,-,
Pain,0.764127,-,590.0
Anterograde_amnesia,nan,-,5.0
Staphylococcal_infection,nan,-,5.0
Pain_in_extremity,0.762636,-,122.0
Metrorrhagia,0.835406,-,80.0
Lymphocele,nan,-,7.0
White_blood_cell_count_abnormal,nan,-,0.0
Congenital_anomaly,0.581719,-,27.0
Dermoid_cyst_of_ovary,nan,-,
Oral_pain,0.569968,-,14.0
Nontoxic_goiter,nan,-,
Infection_pseudomonas_aeruginosa,nan,-,
Hyperamylasaemia,nan,-,2.0
Pneumatosis,nan,-,3.0
Oesophageal_carcinoma,nan,-,2.0
Compression_fracture,0.914266,0.9597,22.0
Microalbuminuria,nan,-,1.0
Hypoaesthesia,0.75661,-,246.0
Hyphaema,nan,-,2.0
Failure_to_thrive,nan,-,2.0
Edema_hands,nan,-,
Psoriasis_of_scalp,nan,-,
Illusion,nan,-,8.0
Pancreatic_carcinoma,nan,-,1.0
Baltic_myoclonic_epilepsy,nan,-,1.0
Retinal_deposits,nan,-,0.0
Schizophrenia,nan,-,4.0
Endocardial_fibrosis,nan,-,1.0
Acrochordon,nan,-,0.0
Pigmentation_skin,nan,-,
Auricular_swelling,nan,-,2.0
Cough,0.765996,-,344.0
Skin_ulcer,0.808078,-,81.0
Alcohol_intoxication,nan,-,
Dental_calculus,nan,-,
Staggering,nan,-,
Dental_caries,0.463272,-,32.0
Respiratory_tract_infection_viral,nan,-,3.0
Haemorrhoids,0.719241,-,53.0
Immune_system_disorder,0.79744,-,97.0
Immunodeficiency,nan,-,2.0
Heat_rash,nan,-,
Ataxia_telangiectasia,nan,-,1.0
Ataxia,0.818044,-,162.0
Cryptorchism,nan,-,0.0
Detachment_psychological,nan,-,
Allergic_rash,nan,-,
Akathisia,0.85907,-,45.0
Neonatal_disorder,nan,-,2.0
Skin_carcinoma,nan,-,
Potassium_normal,nan,-,
Periorbital_swelling,nan,-,
Hepatic_pain,nan,-,4.0
Eye_inflammation,nan,-,9.0
Acute_anaphylaxis,nan,-,
Ejaculation_decreased,nan,-,
Cl-_decreased,nan,-,
Lupus_erythematosus,nan,-,
Albumin_low,nan,-,
Atrioventricular_block,0.825128,-,114.0
Potassium_low,nan,-,
Gastroduodenitis,nan,-,1.0
Acute_tonsillitis,nan,-,3.0
Orbital_oedema,nan,-,1.0
Neutropenic_colitis,nan,-,9.0
Strabismus,0.392372,-,14.0
Colitis_microscopic,nan,-,2.0
Acute_yellow_liver_atrophy,nan,-,2.0
Cold_hands,nan,-,
Cold_feet,nan,-,
Urate,nan,-,
Infection_susceptibility_increased,0.527007,-,13.0
Lumbar_puncture_headache,nan,-,
Hepatomegaly,0.839664,-,69.0
Chronic_leukaemia,nan,-,0.0
Perineal_pain_female,nan,-,
Hydroureter,nan,-,0.0
Arthropathy,0.779674,-,110.0
Lung_abscess,nan,-,0.0
Imperforate_hymen,nan,-,0.0
Lung_disorder,0.783471,-,70.0
Chronic_obstructive_pulmonary_disease,0.691444,-,17.0
Melancholia,nan,-,
Bacterial_infection,0.647829,-,33.0
Dysfunction_adrenal,nan,-,
Trifascicular_block,nan,-,0.0
Skin_warm,nan,-,3.0
Drug_withdrawal_syndrome,0.512424,-,12.0
Pneumonia_bacterial,nan,-,1.0
Weight_decreased,0.770119,-,180.0
Nasopharyngitis,0.815085,-,104.0
Amyloidosis,nan,-,3.0
Subacute_bacterial_endocarditis,nan,-,
Endocarditis_bacterial,nan,-,0.0
Thrombosis,0.727278,-,144.0
Numbness_facial,nan,-,
Pallor_facial,nan,-,
Distress_gastrointestinal,nan,-,
Skin_discolouration,0.817003,-,86.0
Facial_paresthesia,nan,-,
Autonomic_nervous_system_imbalance,nan,-,7.0
Balance_difficulty,nan,-,
Aura,nan,-,4.0
Keratoderma,nan,-,
Iron_deficiency,0.415064,-,13.0
Peritoneal_haemorrhage,nan,-,2.0
Pericardial_haemorrhage,nan,-,4.0
Keratoconjunctivitis,nan,-,
Keratoacanthoma,nan,-,1.0
Keratoconjunctivitis_sicca,nan,-,
Neutropenic_sepsis,nan,-,10.0
Block_heart,nan,-,
Epilepsy,0.490433,-,20.0
Sleep_disorder,0.772602,-,109.0
Acute_hepatic_failure,0.426622,-,15.0
Cardiac_arrest,0.75649,-,160.0
Endophthalmitis,nan,-,6.0
Oestrogen_deficiency,nan,-,3.0
Warm_type_haemolytic_anaemia,nan,-,1.0
Lung_fibrosis_interstitial,nan,-,
Grand_mal_convulsion,0.62213,-,38.0
Cardiac_disorder,0.755613,-,131.0
Angiomyolipoma,nan,-,1.0
Jaundice_neonatal,nan,-,3.0
Jaundice_cholestatic,0.764539,-,96.0
Pre-eclampsia,nan,-,2.0
Sweating,nan,-,
Cancer_in_remission,nan,-,10.0
Corneal_infiltrates,nan,-,5.0
Anorectal_disorder,0.818691,-,61.0
Ischaemic_hepatitis,nan,-,1.0
Drug_dependence,0.477491,-,18.0
Hypovitaminosis,nan,-,6.0
Abnormal_dreams,0.812029,-,86.0
Diverticulum_intestinal,nan,-,1.0
Neoplasm_progression,nan,-,0.0
Acute_urticaria,nan,-,
Application_site_oedema,nan,-,3.0
Ecchymosis,0.769206,-,143.0
Skin_odour_abnormal,0.546966,-,19.0
Neuropathy,nan,-,
Skin_xerosis,nan,-,
Pneumatosis_cystoides_intestinalis,nan,-,
Injection_site_abscess_sterile,nan,-,0.0
Urinary_tract_obstruction,nan,-,2.0
Focal_segmental_glomerulosclerosis,nan,-,6.0
Rotator_cuff_syndrome,nan,-,1.0
Increased_appetite,0.770969,-,160.0
Decreased_appetite,0.761394,-,420.0
Soft_tissue_infection,nan,-,2.0
Acute_pain,nan,-,
Local_reaction,0.808875,-,46.0
Enzyme_induction,nan,-,2.0
Cervix_disorder,nan,-,3.0
Haemoglobin_abnormal,nan,-,5.0
Coagulation_time_prolonged,nan,-,0.0
Hyporeflexia,0.62143,-,33.0
Melanonychia,nan,-,
Pituitary_adenoma,nan,-,
Pituitary_apoplexy,nan,-,
Hemorrhagic_colitis,nan,-,
Cogwheel_rigidity,0.424206,-,13.0
