ADR name,Tensorflow Mean AUC,Web Mean AUC,Positive Count
Urinary_retention,0.540424362332,0.798327,164.0
Respiratory_arrest,0.540363241289,0.686591,28.0
Effusion,0.540132650389,0.829935,95.0
Embolism,0.540127580034,0.752931,143.0
Dermatitis,0.540103226318,0.735792,313.0
Proctitis,0.540067178703,0.61689,21.0
Eructation,0.540016161891,0.775578,106.0
Myalgia,0.53987692203,0.759008,355.0
Rhinorrhoea,0.539872237364,0.86514,60.0
Loss_of_libido,0.539792014997,0.657483,23.0
Diverticulitis,0.5395113601,0.69217,22.0
Skin_exfoliation,0.53949825607,0.768464,87.0
Abnormal_dreams,0.539276379511,0.812029,86.0
Loss_of_consciousness,0.538985713131,0.741274,53.0
Hypercholesterolaemia,0.538945764266,0.765884,100.0
Syncope,0.538788143667,0.726656,321.0
Infarction,0.538020383949,0.748399,218.0
Shock,0.537958276628,0.781693,176.0
Sedation,0.537894644944,0.856661,67.0
Bronchospasm,0.537850344985,0.778139,167.0
Bradycardia,0.537612689103,0.755597,229.0
Renal_pain,0.537504319657,0.785369,50.0
Polyneuropathy,0.537296593208,0.51245,21.0
Toothache,0.537188782865,0.831217,54.0
Hypomagnesaemia,0.537093592336,0.726074,51.0
Cardiac_disorder,0.536973819299,0.755613,131.0
Supraventricular_extrasystoles,0.536935696144,0.460835,23.0
Orthostatic_hypotension,0.536687607527,0.778369,169.0
Myoclonus,0.536221093564,0.786052,55.0
Body_temperature_increased,0.536038060857,0.741708,445.0
Muscle_twitching,0.535893106543,0.804797,91.0
Anaphylactoid_reaction,0.535452085463,0.700411,168.0
Oedema_peripheral,0.535322461397,0.749937,239.0
Colitis_ischaemic,0.535205244155,0.603683,18.0
Neutrophil_count_decreased,0.535200530656,0.700883,11.0
Rash_generalised,0.535177071121,0.701657,31.0
Stomatitis,0.535129022945,0.79096,220.0
Ecchymosis,0.534956648024,0.769206,143.0
Hypothyroidism,0.534639936026,0.730942,58.0
Ventricular_tachycardia,0.53461478852,0.850097,87.0
Paraesthesia_oral,0.534586596355,0.390199,30.0
Polyp,0.533875246693,0.70477,39.0
Galactorrhoea,0.533634156798,0.823012,51.0
Coronary_artery_disease,0.533439758386,0.679575,45.0
Vaginal_haemorrhage,0.533385687435,0.809248,72.0
Myositis,0.533254951154,0.765087,48.0
Cerebrovascular_accident,0.532475770335,0.758238,146.0
Tremor,0.532471784561,0.724988,292.0
Duodenitis,0.532033821377,0.598478,24.0
Vitreous_floaters,0.532017046116,0.677144,18.0
Dysphagia,0.532010292986,0.776862,187.0
Hypersensitivity,0.531940623997,0.792398,504.0
Sputum_increased,0.531940020893,0.492798,18.0
Arthralgia,0.531662684072,0.740763,352.0
Vaginal_inflammation,0.531523762351,0.830903,114.0
Respiratory_failure,0.53129457554,0.794469,57.0
Insomnia,0.531020635561,0.758672,410.0
Hyponatraemia,0.530966787337,0.827872,132.0
Urine_output,0.530895935241,0.572946,24.0
Erythema_multiforme,0.530845155543,0.773141,201.0
Aspiration,0.530631523394,0.411993,27.0
Goitre,0.530630584379,0.647097,34.0
Cholangitis,0.530586863819,0.480959,20.0
Dehydration,0.530190173546,0.785289,146.0
Anosmia,0.530183435242,0.480775,18.0
Oral_candidiasis,0.530048093743,0.848115,75.0
Metrorrhagia,0.529961634369,0.835406,80.0
Muscular_weakness,0.529812285151,0.779416,186.0
Vasculitis,0.529800463241,0.788433,148.0
Sleep_disorder,0.529682087322,0.772602,109.0
Pulmonary_haemorrhage,0.529585362335,0.492206,21.0
Disease_progression,0.529571395862,0.493782,34.0
Myocardial_infarction,0.529543142841,0.756291,211.0
Oesophageal_ulcer,0.529456650331,0.697459,38.0
Glossitis,0.529377904287,0.799889,112.0
Cough,0.52937481413,0.765996,344.0
Supraventricular_tachycardia,0.528980729086,0.768661,61.0
Crystalluria,0.52829045205,0.635392,28.0
Pain,0.527803989524,0.764127,590.0
Toxic_epidermal_necrolysis,0.527695872124,0.800066,204.0
Pharyngitis,0.527396592671,0.737738,271.0
Joint_stiffness,0.526967896109,0.5466,23.0
Prostatic_disorder,0.526797068736,0.731997,47.0
Erythema_nodosum,0.526673908171,0.849137,39.0
Uterine_haemorrhage,0.526652515398,0.567127,34.0
Erectile_dysfunction,0.526583939719,0.750528,201.0
Neck_pain,0.526445584306,0.835583,94.0
Tachypnoea,0.526204496718,0.463501,20.0
Prurigo,0.526156974108,0.477621,28.0
Rash_maculo-papular,0.526054014154,0.745005,111.0
Albuminuria,0.525894150921,0.780113,87.0
Rhabdomyolysis,0.525669690616,0.825983,75.0
Coordination_abnormal,0.525629851483,0.845284,90.0
Carpal_tunnel_syndrome,0.525594591821,0.652147,24.0
Thrombocytopenic_purpura,0.525559867283,0.843551,61.0
Suicidal_ideation,0.52516306926,0.805219,40.0
Platelet_count_decreased,0.52505172304,0.68702,43.0
Pollakiuria,0.5249318162,0.802987,191.0
Pyelonephritis,0.524377138564,0.695611,37.0
Thrombocytosis,0.524347425202,0.736283,46.0
Agitation,0.524019524697,0.773128,242.0
Cerebrovascular_disorder,0.524016663369,0.377037,29.0
Genital_candidiasis,0.524009302414,0.578494,14.0
Apathy,0.523977496952,0.852088,62.0
Neuritis,0.52393896042,0.766603,92.0
Enterocolitis,0.523702380397,0.777813,45.0
Generalised_oedema,0.523440296801,0.68342,51.0
Face_oedema,0.523427174766,0.733269,171.0
Hypoglycaemia,0.523356163824,0.775241,144.0
Agranulocytosis,0.523086414845,0.810201,212.0
Paralysis,0.523050995281,0.742337,107.0
Influenza_like_illness,0.522640433564,0.502568,26.0
Blood_bilirubin_increased,0.522488455057,0.827362,64.0
Hepatic_cirrhosis,0.522440087146,0.57504,29.0
Hyperthyroidism,0.522217075807,0.502377,28.0
Atrioventricular_block,0.522019987605,0.825128,114.0
Hyperthermia,0.521497718609,0.447812,17.0
Purpura,0.521450120239,0.750157,214.0
Muscle_rigidity,0.521273803763,0.830237,72.0
Hypercalcaemia,0.521196329568,0.717121,51.0
Tinnitus,0.521102334787,0.781798,261.0
Hypertriglyceridaemia,0.521088620455,0.670571,44.0
Pemphigoid,0.520997076811,0.39098,15.0
Vulvovaginal_candidiasis,0.520813964642,0.705669,49.0
Bundle_branch_block,0.520383763864,0.689838,53.0
Ventricular_fibrillation,0.520208006929,0.862837,59.0
Fibrocystic_breast_disease,0.520130024871,0.529321,11.0
Eye_haemorrhage,0.519867827767,0.489807,34.0
Dyspepsia,0.519735392318,0.722818,407.0
Eyelid_ptosis,0.519481077893,0.79036,49.0
Gingival_hyperplasia,0.519153549403,0.625396,28.0
Azotaemia,0.519098323588,0.83553,53.0
Cardio-respiratory_arrest,0.518974639664,0.527456,17.0
Lung_disorder,0.518926431527,0.783471,70.0
Vulvovaginitis,0.518912485192,0.419776,14.0
Memory_impairment,0.518783503802,0.775906,49.0
Renal_impairment,0.518584221166,0.798687,133.0
Gastroenteritis,0.518338317063,0.785783,150.0
Atrial_fibrillation,0.517913540683,0.775347,129.0
Accommodation_disorder,0.517889735356,0.653017,24.0
Hepatic_necrosis,0.517456868532,0.801996,65.0
Tachyarrhythmia,0.517377526573,0.582961,11.0
Hearing_impaired,0.517254649564,0.767683,105.0
Urticaria,0.517193242804,0.734164,492.0
Epistaxis,0.517059685195,0.729752,223.0
Drug_dependence,0.516718781944,0.477491,18.0
Laryngitis,0.516564210028,0.791858,81.0
Arterial_disorder,0.516291547294,0.55186,42.0
Tenosynovitis,0.516197352772,0.44696,27.0
Haemolytic_anaemia,0.515331788358,0.803311,162.0
Osteoarthropathy,0.515057915058,0.455577,14.0
Panic_reaction,0.515028814853,0.373168,22.0
Progressive_multifocal_leukoencephalopathy,0.514713629694,0.743711,16.0
Blood_creatinine_increased,0.514617704866,0.782835,126.0
Depression,0.514443089145,0.757686,52.0
Photosensitivity_reaction,0.514304819464,0.801163,217.0
Lipase_increased,0.514209401709,0.56689,11.0
Gangrene,0.514163136392,0.527778,11.0
Hyperkeratosis,0.514089949422,0.488047,22.0
Vaginal_discharge,0.514044305426,0.763612,62.0
Erythema,0.513596444864,0.726462,420.0
Meningitis,0.51359265634,0.65995,42.0
Cardiac_failure,0.513369543713,0.767597,237.0
Liver_disorder,0.513235701082,0.806742,76.0
Disorientation,0.513048818761,0.836875,80.0
Dyspareunia,0.512896950106,0.39735,11.0
Irritability,0.512793448686,0.763643,114.0
Aspartate_aminotransferase_increased,0.512657219739,0.778046,136.0
Skin_odour_abnormal,0.512467148134,0.546966,19.0
Intestinal_obstruction,0.512424021966,0.820272,63.0
Irritable_bowel_syndrome,0.511899490035,0.408543,19.0
Optic_nerve_disorder,0.51181970781,0.689622,40.0
Vertigo,0.511778931661,0.729884,334.0
Connective_tissue_disorder,0.511572883421,0.797116,103.0
Eye_pain,0.511309529473,0.734206,117.0
Cheilitis,0.51123653886,0.327346,23.0
Tongue_discolouration,0.510405140981,0.734232,42.0
Musculoskeletal_disorder,0.510018521416,0.683548,40.0
Myopia,0.509771194207,0.50525,16.0
Leukocytoclastic_vasculitis,0.50941354898,0.651047,33.0
Arrhythmia,0.509402907747,0.753031,265.0
Swelling,0.509379789496,0.762494,177.0
Cerebral_ischaemia,0.509263532764,0.69414,39.0
Asthenia,0.509220198939,0.75844,482.0
Nasopharyngitis,0.509139591702,0.815085,104.0
Cardiovascular_disorder,0.508815665182,0.804282,78.0
Prostatitis,0.508788697301,0.444046,12.0
Diarrhoea,0.508733232326,0.770738,560.0
Thinking_abnormal,0.508459377043,0.730907,84.0
Urinary_hesitation,0.508326470403,0.589287,24.0
Pleurisy,0.508202874403,0.48181,17.0
Respiratory_disorder,0.508174388068,0.751519,106.0
Malaise,0.507713212262,0.723338,388.0
Myelodysplastic_syndrome,0.50751108873,0.708405,19.0
Visual_impairment,0.507172373737,0.725059,255.0
Prothrombin_level_decreased,0.506850343387,0.432541,18.0
Tubulointerstitial_nephritis,0.506755208168,0.810066,73.0
Muscle_spasms,0.506602016868,0.728309,328.0
Influenza,0.506073376175,0.739189,263.0
Tardive_dyskinesia,0.505897723554,0.88931,31.0
Oedema,0.505826713517,0.711721,515.0
Lower_respiratory_tract_infection,0.50571283562,0.47696,26.0
Hypokalaemia,0.505657563528,0.771329,151.0
Burning_sensation,0.505574355273,0.797816,59.0
Conjunctival_hyperaemia,0.505541542659,0.655174,37.0
Pericarditis,0.505164170932,0.814527,54.0
Hiccups,0.504944043758,0.760031,107.0
Nasal_congestion,0.504814844013,0.797135,124.0
Paraesthesia,0.504360498819,0.722091,416.0
Hyperaemia,0.503022591753,0.717466,53.0
Dissociation,0.502484335067,0.751943,44.0
Discomfort,0.502474443447,0.756696,174.0
Amblyopia,0.502454661588,0.820663,76.0
Aplasia,0.502388319501,0.636169,27.0
Eyelid_oedema,0.502246242908,0.50855,16.0
Hepatic_function_abnormal,0.502075848804,0.757654,205.0
Nervous_system_disorder,0.501522157326,0.762413,167.0
Anuria,0.501013602385,0.631404,23.0
Phlebitis,0.500954823391,0.747756,111.0
Dry_eye,0.500924099547,0.798105,99.0
Menstrual_disorder,0.500878854995,0.827006,67.0
Cleft_palate,0.500668625238,0.830885,11.0
Pleural_effusion,0.500668460096,0.806661,82.0
Parosmia,0.499841326682,0.719318,51.0
Furuncle,0.499455409907,0.61188,42.0
White_blood_cell_count_increased,0.499416449416,0.455769,14.0
Nephritis,0.499175084015,0.841214,90.0
Nephrolithiasis,0.499048967276,0.778613,78.0
Pain_in_extremity,0.498975311616,0.762636,122.0
Hepatic_failure,0.498969991705,0.79149,150.0
Conjunctival_oedema,0.498849945841,0.796654,17.0
Cardiac_fibrillation,0.498615091535,0.761701,153.0
Photophobia,0.498508788837,0.797301,97.0
Parotid_gland_enlargement,0.49840727331,0.698892,16.0
Angina_unstable,0.498258568847,0.564607,17.0
Scleritis,0.497638405586,0.714281,12.0
Benign_prostatic_hyperplasia,0.497546035046,0.452557,12.0
Ejaculation_delayed,0.497542735043,0.475362,11.0
Dysaesthesia,0.497168809653,0.502333,28.0
Rectal_haemorrhage,0.496187852339,0.80337,91.0
Lethargy,0.495969660342,0.727895,121.0
Hyperglycaemia,0.495742994506,0.785856,215.0
Haematocrit_decreased,0.495685986943,0.571286,24.0
Adenoma_benign,0.495519446101,0.649465,13.0
Joint_swelling,0.49538414903,0.450454,31.0
Body_temperature_decreased,0.495059207319,0.610946,32.0
Coagulopathy,0.494772216055,0.562556,37.0
Hyperplasia,0.494730964675,0.666106,45.0
Ventricular_dysfunction,0.494624353848,0.631481,18.0
Haematuria,0.494610342381,0.757556,208.0
Epigastric_discomfort,0.494066050117,0.72809,31.0
Fatigue,0.493773179093,0.734274,376.0
Sciatica,0.493634541345,0.457701,17.0
Headache,0.49316125371,0.738737,619.0
Rash,0.49307118119,0.780915,661.0
Xerophthalmia,0.492533916848,0.482919,23.0
Hepatitis_cholestatic,0.492331785354,0.59879,33.0
Renal_failure_acute,0.492329656602,0.783167,119.0
Extrapyramidal_disorder,0.492087087272,0.869266,73.0
Ventricular_arrhythmia,0.491967748625,0.648681,31.0
Faeces_discoloured,0.491918417873,0.550181,11.0
Immune_system_disorder,0.491906095162,0.79744,97.0
Drug_eruption,0.491884998439,0.50091,36.0
Induration,0.491358413267,0.691461,23.0
Angiopathy,0.49078950179,0.711472,152.0
Musculoskeletal_pain,0.490299214707,0.772666,85.0
Hypoaesthesia,0.490249674486,0.75661,246.0
Hepatitis_fulminant,0.490217313763,0.563191,15.0
Convulsion,0.490201075703,0.737085,356.0
Hypoventilation,0.489534810921,0.501347,25.0
Vomiting,0.489395827533,0.759162,616.0
Haemolytic_uraemic_syndrome,0.488806105212,0.489089,16.0
Anaphylactic_shock,0.487719845156,0.744231,283.0
Inflammatory_bowel_disease,0.487448518458,0.849882,23.0
Nightmare,0.48648715833,0.851551,76.0
Blood_pressure_increased,0.486328654619,0.822896,69.0
Testicular_disorder,0.486186417688,0.557658,17.0
Hyperkinesia,0.485396082422,0.763055,135.0
Sensory_disturbance,0.485355285646,0.501442,14.0
Laboratory_test_abnormal,0.485274930911,0.493737,31.0
Proteinuria,0.485257049747,0.796424,82.0
Blood_alkaline_phosphatase_increased,0.484760121692,0.774862,118.0
Ulcer,0.484669128092,0.721062,249.0
Viral_infection,0.484553134614,0.800331,101.0
Cholecystitis,0.484211547534,0.793346,53.0
Dizziness,0.483551565067,0.739191,561.0
Dysgeusia,0.482922444637,0.692174,251.0
Opportunistic_infection,0.482626914245,0.512184,17.0
Hyperreflexia,0.481907310688,0.692823,43.0
Chloasma,0.481709819186,0.680776,13.0
Abdominal_pain_upper,0.481616598705,0.766273,98.0
Eosinophilia,0.480700344704,0.807501,200.0
Drooling,0.480128687903,0.406609,11.0
Glucose_tolerance_decreased,0.479723696911,0.619262,17.0
Arterial_thrombosis,0.479233714837,0.556306,17.0
Retching,0.478499688649,0.386658,17.0
Myasthenia_gravis,0.478486368142,0.34238,11.0
Colitis,0.478314720897,0.8384,159.0
Pulmonary_eosinophilia,0.478227474775,0.508066,19.0
Choreoathetosis,0.477689320062,0.68083,23.0
Aplastic_anaemia,0.477634696385,0.855538,116.0
Haematemesis,0.477338780275,0.831169,72.0
Acute_hepatic_failure,0.477125985556,0.426622,15.0
Peritonitis,0.476939233486,0.578648,25.0
Viral_diarrhoea,0.47646020198,0.574922,21.0
Lip_swelling,0.476400985703,0.503071,15.0
Melaena,0.476113488788,0.802342,109.0
Upper_respiratory_tract_infection,0.475515496053,0.724788,200.0
Retinal_disorder,0.475091196283,0.673297,31.0
Pleural_disorder,0.474218253269,0.830375,86.0
Lacrimation_increased,0.473862568704,0.813636,119.0
Haematoma,0.473858620056,0.804897,69.0
Aneurysm,0.473366020059,0.37885,17.0
Sinus_congestion,0.472574168672,0.781092,45.0
Depressed_level_of_consciousness,0.471839279364,0.59353,31.0
Tonsillitis,0.471806902538,0.420681,18.0
Laryngospasm,0.471715360245,0.80071,58.0
Cardiac_output_decreased,0.471654408292,0.376277,11.0
Respiratory_tract_infection,0.471224119127,0.723115,209.0
Pneumothorax,0.47112047564,0.552962,22.0
Diarrhoea_haemorrhagic,0.470909764684,0.654793,20.0
Emotional_distress,0.470531767679,0.492582,27.0
Haematochezia,0.470227094166,0.626542,30.0
Polyuria,0.470022065319,0.784915,126.0
Renal_failure,0.469953465783,0.747561,245.0
Anger,0.469397813931,0.560417,14.0
Splenomegaly,0.468992248062,0.50592,17.0
Temperature_intolerance,0.468888294871,0.672201,11.0
Emphysema,0.468578991997,0.511281,11.0
Premenstrual_syndrome,0.468479148712,0.645609,14.0
Ventricular_extrasystoles,0.467799272487,0.801914,80.0
Gastrointestinal_pain,0.467214430046,0.526776,29.0
Bursitis,0.465884702832,0.694388,50.0
Vitreous_detachment,0.465838696633,0.637458,12.0
Urethritis,0.465703659836,0.513501,12.0
Diaphragmatic_hernia,0.465377488918,0.510857,15.0
Arteriosclerosis,0.465171208776,0.60984,14.0
Hot_flush,0.463822312115,0.773638,105.0
Corneal_erosion,0.463636288516,0.747044,12.0
Feeling_jittery,0.463545546776,0.528997,27.0
Balance_disorder,0.463143843454,0.5067,26.0
Hemiparesis,0.462271092179,0.417832,16.0
Hyperaesthesia,0.461625285749,0.761291,55.0
Electroencephalogram_abnormal,0.460771322588,0.507529,19.0
Oropharyngeal_pain,0.460377450331,0.810037,70.0
Abnormal_faeces,0.459660605575,0.426393,18.0
Gastrointestinal_haemorrhage,0.458995533029,0.760928,147.0
Tenderness,0.457320488381,0.753704,149.0
Cognitive_disorder,0.456799377803,0.53605,23.0
Biliary_colic,0.456365725331,0.437634,12.0
Vestibular_disorder,0.455740260913,0.517188,11.0
Uterine_leiomyoma,0.455414276782,0.390765,22.0
Hepatocellular_injury,0.454829227726,0.809857,57.0
Respiratory_distress,0.454478915738,0.763975,62.0
Gastrooesophageal_reflux_disease,0.454090551203,0.791663,75.0
Chromaturia,0.453738501985,0.512938,18.0
Labyrinthitis,0.453461372256,0.558278,13.0
Hypoalbuminaemia,0.452197325738,0.56586,15.0
Teratogenicity,0.452193587049,0.540583,17.0
Abdominal_discomfort,0.451773175831,0.729533,106.0
Asphyxia,0.451408481497,0.535025,12.0
Osteoarthritis,0.451023282419,0.463124,15.0
Cholelithiasis,0.450859408346,0.811413,66.0
Gingival_bleeding,0.450393894399,0.588914,42.0
Hemiplegia,0.450364869285,0.590982,31.0
Hypertonia,0.449829205976,0.755833,134.0
Retinal_detachment,0.449315704008,0.724453,17.0
Meningitis_aseptic,0.449017521458,0.387152,19.0
Cold_sweat,0.447687341556,0.414166,16.0
Aplasia_pure_red_cell,0.446778441098,0.680875,11.0
Thyroid_disorder,0.445699702825,0.473716,15.0
Haemorrhage,0.444444635933,0.719124,349.0
Lung_infiltration,0.443731821984,0.720535,37.0
Panic_attack,0.443596458275,0.544008,11.0
Anorgasmia,0.442505808991,0.596717,16.0
Depressed_mood,0.442402844551,0.504618,19.0
Peripheral_coldness,0.441670854911,0.450087,26.0
Blood_lactate_dehydrogenase_increased,0.440225459028,0.791799,64.0
Emotional_disorder,0.440142830523,0.467551,12.0
Miosis,0.439871498356,0.75878,30.0
Congenital_eye_disorder,0.437734174733,0.401517,13.0
Glossodynia,0.436746224246,0.561677,20.0
Extrasystoles,0.436208734929,0.805763,98.0
Blood_disorder,0.433698466549,0.608917,40.0
Atrial_flutter,0.433431097014,0.49254,26.0
Sialoadenitis,0.433312936354,0.549647,14.0
Macular_oedema,0.43311965812,0.46871,11.0
Skin_infection,0.431276636549,0.541636,22.0
Peripheral_vascular_disorder,0.43093077957,0.739751,47.0
Swelling_face,0.430311865561,0.604853,24.0
Skin_papilloma,0.428704401452,0.548912,18.0
Muscle_contracture,0.428354631092,0.650203,13.0
Micturition_disorder,0.427969425552,0.612499,28.0
Cerebral_thrombosis,0.427237402237,0.551622,13.0
Osteomyelitis,0.426691181342,0.695464,13.0
Stridor,0.426175926758,0.602486,24.0
Musculoskeletal_chest_pain,0.425761695556,0.439454,13.0
Injection_site_inflammation,0.421783759588,0.672888,25.0
Visual_acuity_reduced,0.421662247043,0.724228,35.0
Cerebral_haemorrhage,0.421327980028,0.65559,41.0
White_blood_cell_count_decreased,0.420786068811,0.531122,27.0
Tendon_disorder,0.420171910159,0.472919,22.0
Tension,0.418801572387,0.607887,29.0
Gastric_disorder,0.418746656327,0.781231,85.0
Feeling_hot,0.418675100708,0.6267,32.0
Appendicitis,0.414616258294,0.436763,12.0
Night_sweats,0.413744851,0.588996,27.0
Fungal_infection,0.413384690358,0.79081,64.0
Skin_burning_sensation,0.411580385518,0.613506,11.0
Alcohol_intolerance,0.410969336653,0.584272,19.0
Cardiogenic_shock,0.408248782723,0.48675,11.0
Bacterial_infection,0.407877543192,0.647829,33.0
Subdural_haematoma,0.405261163934,0.60168,13.0
Restless_legs_syndrome,0.40337715278,0.316784,11.0
Gamma-glutamyltransferase_increased,0.403113437544,0.714167,38.0
Carcinogenicity,0.400934954914,0.570795,18.0
Hypersomnia,0.40034485558,0.379126,15.0
Gastrointestinal_perforation,0.400244412013,0.46535,16.0
Metastatic_neoplasm,0.39845439193,0.397935,11.0
Keratopathy,0.397353722928,0.476958,11.0
Hyperpyrexia,0.396245829768,0.642457,21.0
Abdominal_pain_lower,0.395916335949,0.550169,19.0
Hypertensive_crisis,0.395537260488,0.451288,16.0
Pulmonary_hypertension,0.390489604137,0.475964,24.0
Megacolon,0.390392824516,0.341582,11.0
Catatonia,0.388502938593,0.44769,20.0
Perineal_pain,0.386409307307,0.588065,13.0
Blood_urine,0.386335681374,0.444923,11.0
Rhinitis_allergic,0.386012850595,0.54454,11.0
Fat_redistribution,0.384353034353,0.340742,12.0
Chronic_obstructive_pulmonary_disease,0.383932567301,0.691444,17.0
Abortion_spontaneous,0.383179470679,0.650689,14.0
Gallbladder_disorder,0.382001459588,0.47834,12.0
Renal_artery_stenosis,0.381202052754,0.675713,11.0
Arterial_stenosis,0.381153714343,0.724777,11.0
Menopause,0.376445665778,0.582087,21.0
Choking,0.369894686237,0.650236,12.0
Organ_failure,0.36714039621,0.754414,20.0
Trismus,0.362122506031,0.58361,20.0
Tooth_infection,0.360786999911,0.352489,12.0
Polydipsia,0.354128214593,0.513429,15.0
Fibroadenoma_of_breast,0.351946123697,0.376113,12.0
Left_ventricular_dysfunction,0.35104094242,0.547119,12.0
Ovarian_cancer,0.348096865338,0.677756,12.0
Unintended_pregnancy,0.343143104831,0.596022,13.0
Urethral_pain,0.337224673982,0.480896,11.0
Cerebral_infarction,0.33561337541,0.602403,26.0
Brain_oedema,0.333542623967,0.527966,18.0
White_blood_cell_disorder,0.333312942349,0.570781,13.0
Sinus_arrhythmia,0.332842909584,0.403711,13.0
Vasospasm,0.319913448573,0.676994,15.0
Breath_sounds_abnormal,0.319156897732,0.485655,12.0
Necrotising_colitis,0.318238665506,0.333653,11.0
Colitis_ulcerative,0.317629601698,0.432941,16.0
Regurgitation,0.3135960874,0.42359,14.0
Cardiac_valve_disease,0.300973270741,0.661378,14.0
Gingival_pain,0.2675928401,0.452533,11.0
