ADR name,Random Forest Mean AUC,Web Mean AUC,Positive Count
Panic_attack,0.4482371795,0.544008,11
Dermatitis_contact,0.4479261758,0.802713,120
Oedema_peripheral,0.4478874289,0.749937,239
Crystalluria,0.4477017824,0.635392,28
Gastritis,0.4476865948,0.776012,164
Hypercholesterolaemia,0.4474457767,0.765884,100
Nodule,0.447432022,0.643059,45
Muscle_rigidity,0.447000063,0.830237,72
Necrosis,0.4467256476,0.755468,190
Coronary_artery_disease,0.4466410445,0.679575,45
Hypothyroidism,0.4466240543,0.730942,58
Yawning,0.4465296005,0.740668,29
Acne,0.4463372939,0.738401,162
Rhinorrhoea,0.4461546246,0.86514,60
Respiratory_tract_infection,0.4460888419,0.723115,209
Asphyxia,0.4460870211,0.535025,12
Aggression,0.4455340887,0.824192,87
Hyperventilation,0.4454148927,0.842202,65
Cardiomegaly,0.4453640728,0.829658,45
Anaemia,0.4452155953,0.806591,417
Pyelonephritis,0.445170478,0.695611,37
Glossitis,0.4450353894,0.799889,112
Photophobia,0.4439476352,0.797301,97
Leukocytoclastic_vasculitis,0.4438693352,0.651047,33
Erythema_multiforme,0.4437813651,0.773141,201
Arterial_thrombosis,0.4436046512,0.556306,17
Hepatic_cirrhosis,0.443445611,0.57504,29
Haematochezia,0.4434237963,0.626542,30
Nasal_congestion,0.4430105916,0.797135,124
Skin_irritation,0.4430083348,0.565345,33
Aplastic_anaemia,0.4429359724,0.855538,116
Effusion,0.4425678416,0.829935,95
Bronchitis,0.4425251444,0.753287,203
Neoplasm,0.4424158453,0.768188,127
Blood_glucose_decreased,0.4417138572,0.497563,21
Salpingitis,0.4416216216,0.427578,13
Cerebrovascular_disorder,0.4414552348,0.377037,29
Rhinitis,0.4411939614,0.729202,233
Cholangitis,0.4408776481,0.480959,20
Insomnia,0.44087163,0.758672,410
Onycholysis,0.4406147947,0.454873,21
Erythema,0.440607555,0.726462,420
Intestinal_obstruction,0.4404756506,0.820272,63
Prothrombin_level_increased,0.4402668416,0.63971,29
Breast_tenderness,0.4400488494,0.706618,25
Dysphonia,0.4400236175,0.80153,94
Dermatitis,0.4399781429,0.735792,313
Headache,0.4397975883,0.738737,619
Coordination_abnormal,0.4396634997,0.845284,90
Thirst,0.4391874453,0.798018,125
Salivary_hypersecretion,0.438871968,0.821717,104
Hyperaesthesia,0.4386479652,0.761291,55
Hypokinesia,0.4383926648,0.774326,63
Skin_exfoliation,0.4382536637,0.768464,87
Growth_retardation,0.4382396264,0.759232,18
Polycythaemia,0.4380466835,0.689773,24
Hot_flush,0.4378931317,0.773638,105
Polyp,0.4378244969,0.70477,39
Necrotising_colitis,0.4373397436,0.333653,11
Retching,0.4371447028,0.386658,17
Hyperuricaemia,0.4370429945,0.798165,108
Weight_decreased,0.436969625,0.770119,180
Epigastric_discomfort,0.4369321424,0.72809,31
Fluid_retention,0.4369122884,0.78288,66
Skin_test_positive,0.4368630721,0.929211,21
Infertility,0.4366711409,0.448177,18
Diabetes_insipidus,0.4362713675,0.627501,11
Osteoporosis,0.4359244834,0.850289,80
Mastitis,0.4357793899,0.373078,23
Hepatic_steatosis,0.4357328852,0.598648,30
Systemic_lupus_erythematosus,0.435731287,0.869048,78
Skin_cancer,0.4356884631,0.625588,36
Dry_eye,0.4355683696,0.798105,99
Paraesthesia_oral,0.4353858683,0.390199,30
Sedation,0.4343020184,0.856661,67
Abdominal_distension,0.4340965881,0.751606,184
Throat_tightness,0.4340158698,0.799435,37
Neurosis,0.4335885098,0.676449,29
Septic_shock,0.4333382833,0.672001,13
Xerophthalmia,0.4327566964,0.482919,23
Ventricular_tachycardia,0.4323580254,0.850097,87
Skin_papilloma,0.432099324,0.548912,18
Haemoglobin_decreased,0.4317744304,0.830613,50
Death,0.4314249533,0.752809,194
Arterial_stenosis,0.4314102564,0.724777,11
Prothrombin_level_decreased,0.4307340211,0.432541,18
Vasculitis,0.4304558636,0.788433,148
Osteomyelitis,0.4304534205,0.695464,13
Atelectasis,0.4303868389,0.59116,28
Blood_urea_increased,0.4301994701,0.844152,97
Gangrene,0.4301816239,0.527778,11
Pseudomembranous_colitis,0.4301558215,0.939515,48
Folliculitis,0.4299854034,0.851327,68
Transaminases_increased,0.429843762,0.793659,52
Tongue_disorder,0.4298287718,0.548793,25
Ear_disorder,0.4296343469,0.672206,42
Galactorrhoea,0.4291544767,0.823012,51
Acidosis,0.4290864759,0.80588,80
Eye_irritation,0.4284604353,0.855516,79
Thrombocytopenic_purpura,0.4281203921,0.843551,61
Cellulitis,0.4281157703,0.801936,87
Breast_pain,0.4280405049,0.783613,75
Blood_bilirubin_increased,0.4279669389,0.827362,64
Nervous_system_disorder,0.4277657239,0.762413,167
Osteopenia,0.427736734,0.391621,12
Gingivitis,0.4277339053,0.82793,75
Deep_vein_thrombosis,0.4277248922,0.742362,93
Herpes_simplex,0.4275607047,0.793317,109
Porphyria,0.4274748094,0.543857,25
Dyskinesia,0.4271407485,0.854022,73
Blood_glucose_increased,0.4270783229,0.689648,35
Immunosuppression,0.4269349813,0.868188,34
Glucose_tolerance_decreased,0.4267011197,0.619262,17
Conjunctival_haemorrhage,0.4262093205,0.584508,25
Atrioventricular_block_complete,0.425531291,0.767858,18
Rectal_tenesmus,0.4255249344,0.664938,29
Nystagmus,0.4253418154,0.847001,63
Arthritis,0.4252547725,0.783336,146
Urinary_hesitation,0.425141059,0.589287,24
Myalgia,0.4249854492,0.759008,355
Diplopia,0.4249611628,0.798673,139
Drug_interaction,0.4248383969,0.815933,77
Ear_infection,0.4243227683,0.835589,117
Optic_atrophy,0.4240525691,0.651973,13
Thrombotic_thrombocytopenic_purpura,0.4237600422,0.616519,25
Blood_cholesterol_increased,0.423735119,0.497024,23
Aplasia_pure_red_cell,0.4237179487,0.680875,11
Chest_pain,0.4234046048,0.719894,329
Hepatobiliary_disease,0.4232103623,0.776839,83
Libido_increased,0.4228062951,0.821554,53
Haemolytic_anaemia,0.4223880408,0.803311,162
Fibrosis,0.4217346202,0.761992,70
Hypoxia,0.4214755927,0.811818,73
Atrophy,0.4199895184,0.84246,79
Lymphoma,0.4194203481,0.742998,42
Dysmenorrhoea,0.4188079416,0.739676,96
Furuncle,0.4180592848,0.61188,42
Dysarthria,0.4171012773,0.776662,81
Decreased_appetite,0.4169459431,0.761394,420
Anxiety,0.4167494318,0.703699,339
Swollen_tongue,0.4166237666,0.473116,16
Fat_redistribution,0.4163040788,0.340742,12
Personality_change,0.4162138097,0.669278,24
Musculoskeletal_chest_pain,0.4161444411,0.439454,13
Night_sweats,0.4158929889,0.588996,27
Jaundice_cholestatic,0.4156386448,0.764539,96
Withdrawal_syndrome,0.4156062772,0.709148,25
Akinesia,0.4154184854,0.421407,19
Arachnoiditis,0.4152924464,0.706334,20
Peptic_ulcer,0.4152689714,0.81859,71
Endocrine_disorder,0.4149773698,0.79027,44
Cholestasis,0.4147795841,0.806254,72
Leukocytosis,0.4137615331,0.791207,98
Inappropriate_antidiuretic_hormone_secretion,0.4137551472,0.793544,49
Akathisia,0.4129604439,0.85907,45
Cataract,0.412575789,0.826545,132
Neuroleptic_malignant_syndrome,0.4125438898,0.834081,42
Abscess,0.411911321,0.756335,99
Breast_cancer,0.4114007135,0.773092,35
Hyperphosphataemia,0.4112787985,0.736761,29
Varicose_vein,0.4107401894,0.555871,33
Blood_urine,0.4106303419,0.444923,11
Red_blood_cell_sedimentation_rate_increased,0.4091444031,0.543839,22
Hemiparesis,0.4089621183,0.417832,16
Skin_lesion,0.4087868775,0.507052,12
Depressed_level_of_consciousness,0.408620958,0.59353,31
Skin_striae,0.4078131868,0.948941,41
Gastric_disorder,0.4076904937,0.781231,85
Apathy,0.406019335,0.852088,62
Toothache,0.4058173405,0.831217,54
Autonomic_neuropathy,0.4056471482,0.615915,24
Tooth_disorder,0.4054810247,0.76986,80
Abnormal_dreams,0.4048265381,0.812029,86
Neuritis,0.4042803083,0.766603,92
Pneumothorax,0.4041904791,0.552962,22
Euphoric_mood,0.4040935306,0.811843,111
Breast_disorder,0.4030458837,0.798989,68
Diverticulitis,0.4028406262,0.69217,22
Speech_disorder,0.4026073769,0.823249,81
Pulmonary_haemorrhage,0.4023987574,0.492206,21
Paraplegia,0.4017972948,0.785591,20
Faecalith,0.401167399,0.477879,18
Lymphoedema,0.4006008306,0.621039,25
Testicular_pain,0.4005407401,0.644025,15
Chorea,0.4002830312,0.510964,18
Vision_blurred,0.3998094265,0.805852,282
Elderly,0.3990281182,0.569203,25
Hydrocephalus,0.3977564103,0.469934,11
Personality_disorder,0.3974250704,0.663946,36
Hypertriglyceridaemia,0.3974118697,0.670571,44
Somnambulism,0.3967948718,0.50878,11
Sticky_skin,0.3964389011,0.537867,18
Irritable_bowel_syndrome,0.3958652022,0.408543,19
Cardiac_flutter,0.3944403163,0.59047,36
Superinfection,0.3935859447,0.803831,15
Neoplasm_skin,0.3929268973,0.567978,23
Pulmonary_congestion,0.3927012335,0.589168,31
Menstruation_irregular,0.3926889411,0.838869,62
Herpes_zoster,0.3923167612,0.812743,78
Second_primary_malignancy,0.3922219669,0.836513,24
Cushingoid,0.3911429155,0.870991,39
Hyperthyroidism,0.3909855386,0.502377,28
Alkalosis,0.3897734256,0.788473,37
Muscle_atrophy,0.3894144144,0.602179,14
Squamous_cell_carcinoma,0.3879933296,0.424372,20
Bone_pain,0.3878633883,0.779998,99
Blepharospasm,0.3870681121,0.553394,12
Eye_infection,0.3868110236,0.721663,29
Pancreatitis_acute,0.3866530765,0.478856,31
Rash_macular,0.3854700855,0.701469,11
Dry_throat,0.3851732552,0.456176,33
Adrenal_insufficiency,0.3845873432,0.746086,29
Tongue_oedema,0.3833064066,0.685296,43
Anaemia_megaloblastic,0.3831203296,0.554468,15
Pulmonary_eosinophilia,0.3821204861,0.508066,19
Intraocular_pressure_increased,0.3818575891,0.767552,44
Polyuria,0.3816589699,0.784915,126
Gravitational_oedema,0.3812877668,0.585569,18
Electroencephalogram_abnormal,0.3807211299,0.507529,19
Nasal_discomfort,0.3797271812,0.774592,19
Vitreous_floaters,0.3791143419,0.677144,18
Cerebellar_syndrome,0.3790064103,0.577214,11
Telangiectasia,0.3783429066,0.8445,20
Retinal_detachment,0.3781653747,0.724453,17
Skin_necrosis,0.3771799358,0.66037,29
Hypophosphataemia,0.375724594,0.831567,52
Seasonal_allergy,0.3755749105,0.648798,16
Exophthalmos,0.3735354159,0.793608,27
Pemphigus,0.3732253849,0.493156,16
Nasal_ulcer,0.3731981982,0.908397,14
Sputum_increased,0.3722032027,0.492798,18
Pathological_fracture,0.3721698351,0.807737,48
Pruritus_genital,0.3716684822,0.557237,26
Strabismus,0.3709137709,0.392372,14
Ovarian_cancer,0.3698080636,0.677756,12
Amenorrhoea,0.3691618186,0.807388,77
Parotid_gland_enlargement,0.3690925144,0.698892,16
Sepsis,0.3676660222,0.792624,117
Lupus_miliaris_disseminatus_faciei,0.3676292783,0.946706,23
Urethral_pain,0.3673611111,0.480896,11
Renal_tubular_disorder,0.3666648674,0.76948,45
Throat_irritation,0.3656507128,0.627542,36
Benign_intracranial_hypertension,0.365281847,0.853533,39
Cogwheel_rigidity,0.3643649144,0.424206,13
Papule,0.3641025641,0.48659,11
Mania,0.364092145,0.81778,50
Neutropenia,0.3639416014,0.843134,226
Premenstrual_syndrome,0.3634169884,0.645609,14
Sinus_arrest,0.3625322997,0.603346,17
Febrile_neutropenia,0.3625051366,0.849944,70
Sensation_of_foreign_body,0.3579079912,0.683326,30
Hypotonia,0.3569717946,0.806582,56
Mass,0.3555300567,0.798029,44
Ichthyosis,0.3552128932,0.776738,21
Paresis,0.3545782876,0.739414,40
Acute_myeloid_leukaemia,0.354146339,0.86328,16
Diaphragmatic_hernia,0.3530119821,0.510857,15
Drug_hypersensitivity,0.3521075893,0.359816,16
Frequent_bowel_movements,0.3518162393,0.359515,11
Ovarian_cyst,0.3501173491,0.688646,20
Hypernatraemia,0.3497816923,0.806804,53
Antinuclear_antibody_positive,0.3495825685,0.575453,27
Hypomania,0.3491744236,0.535803,15
Nitrogen_balance_negative,0.3490170547,0.904662,24
Paraparesis,0.3481657737,0.829597,15
Unintended_pregnancy,0.3472339372,0.596022,13
Extravasation,0.3467709524,0.799553,70
Torticollis,0.3445378364,0.527924,21
Acute_leukaemia,0.3440558499,0.612749,16
Aphasia,0.3432439271,0.823969,50
Goitre,0.3427991091,0.647097,34
Nasal_septum_perforation,0.3422555446,0.873243,15
Depersonalisation,0.3416217285,0.836543,59
Hypoalbuminaemia,0.3393243742,0.56586,15
Major_depression,0.3381121031,0.4936,18
Osteonecrosis,0.3349875693,0.792867,44
Miliaria,0.332520338,0.891661,34
Metastatic_neoplasm,0.3323717949,0.397935,11
Tumour_lysis_syndrome,0.3311870792,0.742971,20
Crocodile_tears_syndrome,0.3309862188,0.546225,17
Ovarian_disorder,0.3303832903,0.510639,17
Uveitis,0.3273613026,0.502835,24
Coombs_direct_test_positive,0.3237971488,0.983384,12
Ileus_paralytic,0.3220977895,0.854463,34
Nail_disorder,0.321224345,0.872075,65
Skin_atrophy,0.3209872152,0.964292,36
Fat_embolism,0.3158425868,0.917992,15
Myocardial_rupture,0.315106871,0.929168,19
Myasthenia_gravis,0.313034188,0.34238,11
Hypochloraemia,0.3112179487,0.576575,11
Cushing's_syndrome,0.3075561826,0.987378,12
Iron_deficiency_anaemia,0.3059018909,0.529857,13
Hyporeflexia,0.3033230859,0.62143,33
Pneumonia_aspiration,0.3010149573,0.657035,11
Cachexia,0.3009863494,0.542892,25
Muscle_contracture,0.3006355806,0.650203,13
Injection_site_haemorrhage,0.3001930502,0.547244,14
Blindness_cortical,0.2997116815,0.763283,23
Leukoderma,0.297469242,0.850695,44
Mucosal_inflammation,0.2930697605,0.86692,48
Bleeding_time_prolonged,0.2923838054,0.600224,26
Abscess_sterile,0.2897009967,0.850144,16
Leukoencephalopathy,0.2889978214,0.872188,26
Atrioventricular_block_first_degree,0.2865944043,0.616356,20
Fibrocystic_breast_disease,0.281784188,0.529321,11
Pharyngeal_oedema,0.2765547966,0.578438,13
Compression_fracture,0.2722443458,0.914266,22
Hepatitis_fulminant,0.2687882234,0.563191,15
Cardiac_murmur,0.2582119265,0.570182,18
Chloasma,0.2504687655,0.680776,13
Cleft_palate,0.2501602564,0.830885,11
Ophthalmoplegia,0.2409722222,0.537942,11
Vitreous_detachment,0.233210202,0.637458,12
Blood_uric_acid_increased,0.2247483888,0.527242,18
Pancreatitis_haemorrhagic,0.2181145431,0.475192,14
Ureteric_obstruction,0.2068275418,0.620763,13
Polymyalgia_rheumatica,0.1918479606,0.689782,12
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Average,0.4654283282,,
