ADR name,Binary Logistic Regression Mean AUC,Web Mean AUC,Positive Count
Dry_throat,0.605041569468,0.456176,33.0
Urine_analysis_abnormal,0.604961832061,nan,5.0
Rash_papular,0.604842675298,0.556411,30.0
Tendinous_contracture,0.604540181139,nan,7.0
Skin_irritation,0.604389462097,0.565345,33.0
Blepharitis,0.604353557141,0.746848,54.0
Disinhibition,0.603969855615,nan,6.0
Lymphoma,0.603931535666,0.742998,42.0
Endometriosis,0.603571077709,nan,9.0
Pigmentation_disorder,0.603421251542,0.781193,56.0
Ileus,0.603252252761,0.811111,88.0
Urogenital_disorder,0.602873563218,nan,10.0
Alveolitis,0.602281683677,0.498553,16.0
Acute_coronary_syndrome,0.602239380734,nan,7.0
Miliaria,0.601993015036,0.891661,34.0
Dermatomyositis,0.601745423585,nan,8.0
Pancreatic_disorder,0.601509162774,0.734962,32.0
Sinus_bradycardia,0.601328838492,0.707134,39.0
Skin_atrophy,0.601063997976,0.964292,36.0
Bone_marrow_toxicity,0.600891068993,nan,4.0
Neoplasm_malignant,0.600781593258,0.784123,112.0
Major_depression,0.600590025371,0.4936,18.0
Neutrophil_count_increased,0.600508905852,nan,5.0
Upper_gastrointestinal_haemorrhage,0.600508905852,nan,5.0
Metastasis,0.600404427416,nan,9.0
Hypophosphataemia,0.600305854214,0.831567,52.0
Priapism,0.60024006538,0.744289,38.0
Anoxia,0.600054180091,nan,4.0
Ileitis,0.599872773537,nan,5.0
Papilloedema,0.599767450755,0.804498,42.0
Oesophagitis,0.599763810801,0.777206,153.0
Nasal_ulcer,0.599613899614,0.908397,14.0
Deep_vein_thrombosis,0.599528406225,0.742362,93.0
Interstitial_lung_disease,0.59934599827,0.779764,85.0
Hypocholesterolaemia,0.599028628373,nan,4.0
Mania,0.599006707946,0.81778,50.0
Renal_infarct,0.59896090326,nan,3.0
Seasonal_allergy,0.598886594235,0.648798,16.0
Chorioretinitis,0.59888350313,nan,3.0
Haemoptysis,0.598642259414,0.796333,73.0
Paronychia,0.598637068234,nan,6.0
Parathyroid_disorder,0.598112126273,nan,9.0
Personality_disorder,0.59783265527,0.663946,36.0
Feeling_drunk,0.597808390122,nan,7.0
Trigger_finger,0.597320988013,nan,4.0
Impaired_gastric_emptying,0.597275436356,nan,8.0
Cleft_palate,0.597222222222,0.830885,11.0
Polycythaemia,0.597150735294,0.689773,24.0
Epilepsy,0.596689518869,0.490433,20.0
Genital_disorder_female,0.596331393252,nan,7.0
Glomerulonephritis_membranous,0.596213198657,nan,3.0
Rhinitis_perennial,0.596126661012,nan,6.0
Fasting,0.596106736658,0.607269,29.0
Endometrial_stromal_sarcoma,0.595998297148,nan,9.0
Autonomic_neuropathy,0.59584546058,0.615915,24.0
Weight_decreased,0.595340856649,0.770119,180.0
Nodal_rhythm,0.595232176109,nan,6.0
Chorea,0.595079379443,0.510964,18.0
Uterine_spasm,0.594974948423,nan,10.0
Grand_mal_convulsion,0.594791773079,0.62213,38.0
Herpes_virus_infection,0.594616638224,0.796064,134.0
Foetal_disorder,0.594249170367,nan,3.0
Dermal_cyst,0.594174392871,nan,6.0
Pneumonia,0.593786865759,0.728284,228.0
Arteriospasm_coronary,0.593484640207,nan,6.0
Oesophageal_achalasia,0.593416183646,nan,9.0
Renal_tubular_necrosis,0.593382991217,0.54792,24.0
Feeling_abnormal,0.593354724702,0.56939,23.0
Renal_colic,0.59334086518,nan,9.0
Throat_tightness,0.592977297161,0.799435,37.0
Diabetes_mellitus,0.592880334449,0.780693,138.0
Red_blood_cell_count_increased,0.592822105477,nan,3.0
Pituitary_tumour,0.592773730396,nan,3.0
Cardiac_flutter,0.592673398118,0.59047,36.0
Dyskinesia,0.592652719665,0.854022,73.0
Impaired_healing,0.592559715847,0.86208,54.0
Tic,0.592541409533,nan,6.0
Deafness,0.592420063836,0.774147,88.0
Pemphigus,0.592270010875,0.493156,16.0
Heart_rate_irregular,0.59218022968,0.412931,12.0
Intestinal_haemorrhage,0.592159366867,nan,3.0
Paraplegia,0.59187202767,0.785591,20.0
Homicidal_ideation,0.591569190878,nan,4.0
Psoriasis,0.591501463299,0.832762,61.0
Dyspnoea_exertional,0.591473616474,0.449393,12.0
Breast_feeding,0.591340712202,0.759616,49.0
Scar,0.59096692112,nan,5.0
Hypertrophy,0.590804143937,0.774005,144.0
Hypokinesia,0.59035251235,0.774326,63.0
Hypermagnesaemia,0.590251170711,nan,8.0
Red_blood_cell_sedimentation_rate_increased,0.590199850611,0.543839,22.0
Localised_oedema,0.590190501069,nan,4.0
Sputum_increased,0.589836850696,0.492798,18.0
Hernia,0.58982391113,0.798492,68.0
Haemorrhoids,0.589811715111,0.719241,53.0
Myopathy,0.589731884376,0.806869,87.0
Smear_cervix_abnormal,0.589706750259,nan,4.0
Aphonia,0.589694656489,nan,5.0
Basal_cell_carcinoma,0.589528904947,0.426488,21.0
Acne,0.589407300518,0.738401,162.0
Ejaculation_disorder,0.589392869439,0.752944,36.0
Optic_neuritis,0.58927480658,0.746235,54.0
Blindness,0.588972394145,0.73347,89.0
Cachexia,0.588837826797,0.542892,25.0
Parity,0.588775798699,nan,7.0
Paranoia,0.588325614974,0.813306,57.0
Coombs_direct_test_positive,0.588195475695,0.983384,12.0
Rash_generalised,0.587878787879,0.701657,31.0
Oral_herpes,0.586894211927,nan,6.0
Polyneuropathy,0.586557780943,0.51245,21.0
Joint_swelling,0.586283236335,0.450454,31.0
Lipoma,0.585709689684,nan,7.0
Cystitis_haemorrhagic,0.585695756902,0.479651,20.0
Pharyngeal_oedema,0.585509355509,0.578438,13.0
Sensation_of_pressure,0.58524173028,nan,5.0
Ischaemia,0.584788563688,0.784338,120.0
Productive_cough,0.584722222222,0.409802,11.0
Parotid_gland_enlargement,0.584030209612,0.698892,16.0
Tendonitis,0.583844396344,0.54795,35.0
Lichen_planus,0.583539640436,nan,10.0
Delirium,0.583386973744,0.764701,78.0
Energy_increased,0.583384516393,nan,6.0
Folliculitis,0.583159759238,0.851327,68.0
Tachycardia,0.583154708373,0.750568,385.0
Eye_irritation,0.582915448267,0.855516,79.0
Lactic_acidosis,0.582585470085,0.476054,11.0
Blood_urea_increased,0.582451671891,0.844152,97.0
Allergic_granulomatous_angiitis,0.582174750143,nan,3.0
Sensation_of_foreign_body,0.582069237393,0.683326,30.0
Iritis,0.582000125801,0.604912,27.0
Rectal_tenesmus,0.581977252843,0.664938,29.0
Pathological_fracture,0.581604931218,0.807737,48.0
Atelectasis,0.581583380509,0.59116,28.0
Pneumonia_streptococcal,0.58140300079,nan,6.0
Immunosuppression,0.581252483426,0.868188,34.0
Hepatic_cirrhosis,0.581233595801,0.57504,29.0
Bone_pain,0.580950289646,0.779998,99.0
Hyperkalaemia,0.580918871867,0.793829,94.0
Angina_unstable,0.580792420327,0.564607,17.0
Ageusia,0.580700613686,0.812992,76.0
Oesophageal_spasm,0.580557261658,nan,7.0
Apnoea,0.580124000265,0.815921,78.0
Fibrosis,0.580044400345,0.761992,70.0
Euphoric_mood,0.579591403809,0.811843,111.0
Iridocyclitis,0.578507078507,0.838942,14.0
Electrocardiogram_abnormal,0.578457435368,0.747632,54.0
Urine_abnormality,0.578020253887,0.74759,51.0
Cholestasis,0.577960590036,0.806254,72.0
Alopecia,0.57788835902,0.744294,314.0
Gastrointestinal_disorder,0.577527746046,0.735356,253.0
Generalised_oedema,0.577483927971,0.68342,51.0
Skin_candida,0.57743884468,nan,10.0
Neutropenia,0.577392831962,0.843134,226.0
Local_reaction,0.577369154035,0.808875,46.0
Metabolic_disorder,0.577266922095,nan,7.0
Dystonia,0.577264492754,0.813481,71.0
Atrioventricular_block_first_degree,0.577110740535,0.616356,20.0
Hepatic_steatosis,0.576920523275,0.598648,30.0
Coma,0.576400336193,0.774905,121.0
Amnesia,0.576212813062,0.760916,133.0
Erythema_nodosum,0.576089896823,0.849137,39.0
Skin_tightness,0.575776926352,nan,8.0
Abdominal_tenderness,0.575647575073,nan,9.0
Cardiac_death,0.575063613232,nan,5.0
Blister,0.57494365139,0.739403,65.0
Retching,0.574892334195,0.386658,17.0
Fibrocystic_breast_disease,0.574572649573,0.529321,11.0
Loss_of_consciousness,0.574339763005,0.741274,53.0
Leukoencephalopathy,0.574219317357,0.872188,26.0
Male_sexual_dysfunction,0.574132569,nan,6.0
Inappropriate_antidiuretic_hormone_secretion,0.573801173859,0.793544,49.0
Carpal_tunnel_syndrome,0.573703661152,0.652147,24.0
Temperature_intolerance,0.573397435897,0.672201,11.0
Delusion,0.573350041771,0.83365,56.0
Weight_increased,0.573245325526,0.753821,223.0
Oral_mucosal_blistering,0.573157635039,nan,3.0
Pulmonary_oedema,0.5729859376,0.767799,131.0
Rheumatoid_arthritis,0.572941757767,0.386705,20.0
Alcohol_abuse,0.572580016184,nan,6.0
Dysplasia,0.572148541114,nan,10.0
Conjunctivitis,0.57208328149,0.741467,226.0
Completed_suicide,0.57207098509,0.841833,63.0
Intracranial_pressure_increased,0.571665017674,0.768294,51.0
Mydriasis,0.571614164816,0.839575,76.0
Eczema,0.571604205851,0.781505,145.0
Skin_ulcer,0.571529758799,0.808078,81.0
Pseudoporphyria,0.571446677001,nan,7.0
Vitreous_floaters,0.57123203196,0.677144,18.0
Alveolitis_allergic,0.570761126575,0.555274,15.0
Acute_generalised_exanthematous_pustulosis,0.570642171792,nan,9.0
Abnormal_faeces,0.57053492729,0.426393,18.0
Opportunistic_infection,0.570456503015,0.512184,17.0
Arachnoiditis,0.570193317275,0.706334,20.0
Epigastric_discomfort,0.569966698827,0.72809,31.0
Becker's_muscular_dystrophy,0.569911667102,nan,3.0
Conjunctival_disorder,0.569897154578,nan,4.0
Hyperlipidaemia,0.569846116687,0.815643,67.0
Pelvic_inflammatory_disease,0.569799069931,nan,7.0
Proctitis,0.569493179081,0.61689,21.0
Cardiopulmonary_failure,0.569338422392,nan,5.0
Mobility_decreased,0.569338422392,nan,5.0
Haematochezia,0.569279926966,0.626542,30.0
Platelet_count_decreased,0.569150965768,0.68702,43.0
Ketonuria,0.56893383249,nan,6.0
Renal_function_test_abnormal,0.568716802601,nan,4.0
Haemoglobin_decreased,0.568592720489,0.830613,50.0
Palpitations,0.568512707537,0.759182,291.0
Affect_lability,0.568439062911,nan,7.0
Periodontitis,0.568162393162,0.612761,11.0
Mental_disorder,0.567906629095,0.779506,140.0
Otitis_externa,0.567826325631,0.538811,28.0
Colitis_ischaemic,0.567707966767,0.603683,18.0
Encephalopathy,0.567642955725,0.825645,67.0
Gynaecomastia,0.567558863687,0.808095,123.0
Muscle_contractions_involuntary,0.567324382542,0.546427,34.0
Mediastinal_disorder,0.566966654591,0.781047,114.0
Cerebral_venous_thrombosis,0.566922087094,nan,3.0
Peripheral_ischaemia,0.566836873638,0.489735,25.0
Multiple_hereditary_exostosis,0.566435799194,nan,10.0
Endometrial_cancer,0.56619838229,nan,8.0
Clonus,0.566157760814,nan,5.0
Leukaemia,0.565627541118,0.683816,39.0
Crystalluria,0.56528056542,0.635392,28.0
Polyarteritis_nodosa,0.565055506435,nan,10.0
Lenticular_opacities,0.564958927799,0.535819,18.0
Cataract,0.564851975546,0.826545,132.0
Ear_malformation,0.564769395989,nan,4.0
Glycosuria,0.564438388548,0.827747,105.0
Gastrointestinal_candidiasis,0.562930215804,nan,9.0
Urinary_incontinence,0.562475986976,0.790224,118.0
Leukocytosis,0.562340121999,0.791207,98.0
Breast_pain,0.562241365165,0.783613,75.0
Nocturia,0.56201465783,0.790115,110.0
Migraine,0.561878834385,0.760115,148.0
Intermittent_claudication,0.561843238587,0.415766,17.0
Yawning,0.561694371537,0.740668,29.0
Wound_haemorrhage,0.561639027814,nan,6.0
Pancreatitis,0.561165434189,0.759527,240.0
Respiratory_depression,0.561140549337,0.639802,50.0
Nail_disorder,0.56100556927,0.872075,65.0
Depressed_level_of_consciousness,0.560775160022,0.59353,31.0
Subarachnoid_haemorrhage,0.560674190674,0.406018,13.0
Urethral_haemorrhage,0.560599464004,nan,3.0
Disease_progression,0.560370788632,0.493782,34.0
Superinfection,0.560263585845,0.803831,15.0
Hepatic_enzyme_increased,0.560161342489,0.782585,97.0
Premature_menopause,0.559796437659,nan,5.0
Jaundice,0.559572947609,0.726555,267.0
Disseminated_intravascular_coagulation,0.559216126945,0.651034,37.0
Dry_skin,0.559195409853,0.780826,166.0
Endocrine_disorder,0.559010645758,0.79027,44.0
Menorrhagia,0.558859001029,0.77319,85.0
Myocardial_ischaemia,0.558549560282,0.79591,72.0
Urinary_tract_infection,0.558301769212,0.769366,214.0
Infarction,0.558193943064,0.748399,218.0
Hangover,0.557787595288,0.646264,12.0
Acidosis,0.557683291861,0.80588,80.0
Fasciitis,0.55739758326,nan,10.0
Rash_erythematous,0.557151778744,0.74739,58.0
Postmenopausal_haemorrhage,0.557045551298,nan,8.0
Transaminases_increased,0.557014908484,0.793659,52.0
Platelet_disorder,0.556935848315,nan,10.0
Glucose_tolerance_impaired,0.556876989397,0.813703,36.0
Extensor_plantar_response,0.556860070241,nan,3.0
Penis_disorder,0.556747777678,0.605357,15.0
Inflammation,0.556511221073,0.810446,116.0
Vision_blurred,0.556078974458,0.805852,282.0
Metabolic_acidosis,0.555685578828,0.610793,30.0
Pain_in_jaw,0.555664488017,0.687012,25.0
Night_blindness,0.555609588368,nan,9.0
Aplasia,0.555392585731,0.636169,27.0
Peptic_ulcer,0.555331622383,0.81859,71.0
Thrombocytopenia,0.555235621427,0.806264,409.0
Abnormal_dreams,0.555188135416,0.812029,86.0
Urinary_retention,0.555072790639,0.798327,164.0
Mastitis,0.554873511905,0.373078,23.0
Vasculitis_necrotising,0.554780361757,0.749035,17.0
Protrusion_tongue,0.554631045025,0.949984,22.0
Injection_site_pain,0.554589919417,0.810534,72.0
Cardiac_failure_congestive,0.554375048514,0.813829,171.0
Oedema_peripheral,0.554206510273,0.749937,239.0
Asterixis,0.554197985825,nan,6.0
Back_pain,0.553421966374,0.737344,287.0
Leukopenia,0.553203982743,0.790648,357.0
Sialoadenitis,0.553153153153,0.549647,14.0
Thrombophlebitis,0.552994099331,0.820605,156.0
Drug_abuse,0.552426524748,0.655084,30.0
Skin_disorder,0.552219297192,0.80002,120.0
Psychotic_disorder,0.552211422868,0.766708,130.0
Ovarian_cyst,0.552158606633,0.688646,20.0
Chills,0.551966445884,0.755439,267.0
Glossodynia,0.551849793095,0.561677,20.0
Cervix_carcinoma,0.551819386797,nan,3.0
Coronary_artery_thrombosis,0.551796181681,nan,9.0
Dysuria,0.551772491692,0.77409,199.0
Hypotension,0.551618450955,0.752057,387.0
Hypocalcaemia,0.551540796557,0.787723,76.0
Movement_disorder,0.551404228148,0.527619,15.0
Injection_site_reaction,0.551390445011,0.770605,81.0
Systemic_lupus_erythematosus,0.55134137394,0.869048,78.0
Stomatitis,0.551303908309,0.79096,220.0
Prurigo,0.551208549912,0.477621,28.0
Erythema_multiforme,0.551161884558,0.773141,201.0
Orthostatic_hypotension,0.551017780423,0.778369,169.0
Prostatic_disorder,0.550991263441,0.731997,47.0
Akathisia,0.550801413539,0.85907,45.0
Cardiac_arrest,0.550336529007,0.75649,160.0
Flatulence,0.550197351832,0.759648,267.0
Ataxia,0.550144862718,0.818044,162.0
Necrosis,0.549962834636,0.755468,190.0
Bronchitis,0.549860615888,0.753287,203.0
Rash_follicular,0.549595572584,nan,8.0
Ear_pain,0.549508044143,0.796373,137.0
Uterine_leiomyoma,0.549433568418,0.390765,22.0
Petechiae,0.549098626978,0.822639,86.0
Photopsia,0.549010144884,0.348996,18.0
Suicide_attempt,0.548969026891,0.489225,36.0
Drug_intolerance,0.548868506855,nan,4.0
Cardiogenic_shock,0.548717948718,0.48675,11.0
Hypertension,0.54868873092,0.744634,362.0
Peritonitis,0.548657066993,0.578648,25.0
Nervousness,0.548649958477,0.769565,272.0
Pulmonary_haemorrhage,0.548274070085,0.492206,21.0
Sedation,0.548044116894,0.856661,67.0
Hepatomegaly,0.547934832722,0.839664,69.0
Dental_caries,0.547921906815,0.463272,32.0
Nephrogenic_diabetes_insipidus,0.547878096575,nan,7.0
Adenoma_benign,0.547784377784,0.649465,13.0
Antinuclear_antibody_positive,0.54778332447,0.575453,27.0
Atrophy,0.547630715166,0.84246,79.0
Suicidal_ideation,0.547330443793,0.805219,40.0
Dyspnoea,0.547319852733,0.742346,424.0
Hyperacusis,0.547200521503,0.718974,28.0
Drug_interaction,0.547127774187,0.815933,77.0
Toothache,0.547065980864,0.831217,54.0
Liver_function_test_abnormal,0.546915789967,0.786447,153.0
Venous_thrombosis,0.546615581098,0.742252,89.0
Aphasia,0.546523973962,0.823969,50.0
Thrombotic_thrombocytopenic_purpura,0.546321827342,0.616519,25.0
Uveitis,0.546277573529,0.502835,24.0
Nystagmus,0.5461925114,0.847001,63.0
Vaginal_discharge,0.546126461559,0.763612,62.0
Neutrophil_count_decreased,0.54594017094,0.700883,11.0
Ear_disorder,0.545929623255,0.672206,42.0
Candida_infection,0.545915271602,0.812476,140.0
Nausea,0.545860561215,0.810474,660.0
Toxic_epidermal_necrolysis,0.545675064898,0.800066,204.0
Gastric_ulcer_haemorrhage,0.545637051442,nan,3.0
Cardiac_failure_acute,0.545511276231,nan,3.0
Akinesia,0.545371890499,0.421407,19.0
Hepatitis,0.545335037425,0.748527,283.0
Dysarthria,0.545029105007,0.776662,81.0
Intestinal_perforation,0.545015604734,0.456141,21.0
Dissociation,0.544699432651,0.751943,44.0
Anaemia,0.544665274232,0.806591,417.0
Galactorrhoea,0.544535703752,0.823012,51.0
Asthma,0.544515402489,0.763285,176.0
Gait_disturbance,0.544366188572,0.837978,90.0
Haemoglobin_abnormal,0.543893129771,nan,5.0
Skin_papilloma,0.543543067998,0.548912,18.0
Rhinorrhoea,0.543361948773,0.86514,60.0
Quadriparesis,0.543320366958,nan,6.0
Melanosis,0.543256997455,nan,5.0
Cystitis,0.543204241143,0.733929,131.0
Asthenopia,0.543107034704,nan,4.0
Lymphadenitis,0.54299377029,nan,7.0
Rales,0.542689732143,0.624155,23.0
Throat_irritation,0.542156769746,0.627542,36.0
Sinusitis,0.541748352645,0.738993,237.0
Dermatitis_bullous,0.541583903447,0.797539,88.0
Thrombosis,0.5415374677,0.727278,144.0
Haemolytic_anaemia,0.541536923116,0.803311,162.0
Lung_disorder,0.541496532163,0.783471,70.0
Hyperhidrosis,0.541413097861,0.74496,393.0
Nephropathy_toxic,0.541284510249,0.906982,52.0
Glossitis,0.541182598035,0.799889,112.0
Loss_of_libido,0.541178385417,0.657483,23.0
Hepatic_necrosis,0.540961563689,0.801996,65.0
Goitre,0.540822301692,0.647097,34.0
Abdominal_distension,0.540776111331,0.751606,184.0
Infestation,0.540666216878,0.803111,110.0
Punctate_keratitis,0.54061302682,nan,10.0
Confusional_state,0.54060245186,0.759663,352.0
Eye_pain,0.540371896622,0.734206,117.0
Memory_impairment,0.540347228091,0.775906,49.0
Laryngeal_oedema,0.540303429887,0.809269,55.0
Sleep_disorder,0.54008111984,0.772602,109.0
Myocardial_infarction,0.539897691439,0.756291,211.0
Jaundice_cholestatic,0.539810046276,0.764539,96.0
Burning_sensation,0.539563560541,0.797816,59.0
Apathy,0.539486576524,0.852088,62.0
Anorectal_disorder,0.539388113068,0.818691,61.0
Tongue_discolouration,0.539296232549,0.734232,42.0
Emotional_distress,0.539294026155,0.492582,27.0
Somnolence,0.538784452937,0.791027,420.0
Angina_pectoris,0.538687344978,0.762301,188.0
Hypersensitivity,0.538634128725,0.792398,504.0
Hyponatraemia,0.538559316704,0.827872,132.0
Arthritis,0.538504587882,0.783336,146.0
Chromaturia,0.538345784025,0.512938,18.0
Type_1_diabetes_mellitus,0.538167938931,nan,5.0
Anterograde_amnesia,0.538167938931,nan,5.0
Muscle_twitching,0.53798206347,0.804797,91.0
Effusion,0.53784731878,0.829935,95.0
Thrombocytosis,0.537802284406,0.736283,46.0
Ventricular_hypertrophy,0.537606787991,nan,3.0
Seborrhoeic_dermatitis,0.537487923556,0.816457,58.0
Oliguria,0.537236590038,0.782218,97.0
Restless_legs_syndrome,0.536965811966,0.316784,11.0
Breath_odour,0.536890650107,0.570163,27.0
Dizziness_postural,0.536606373816,0.400643,17.0
Thrombocytopenic_purpura,0.53660366933,0.843551,61.0
Ventricular_tachycardia,0.536512176718,0.850097,87.0
Tongue_disorder,0.536487268519,0.548793,25.0
Cervicitis,0.536174885593,nan,4.0
Application_site_reaction,0.536054994388,0.493093,35.0
Haemorrhage_intracranial,0.536003074625,0.37952,21.0
Mood_swings,0.535861783966,0.766886,149.0
Erectile_dysfunction,0.53556958809,0.750528,201.0
Libido_decreased,0.535398418674,0.786685,136.0
Obstruction,0.535022823255,0.770919,103.0
Syncope,0.534794628089,0.726656,321.0
Bradycardia,0.534632034632,0.755597,229.0
Muscle_rigidity,0.534531419495,0.830237,72.0
Lacrimation_decreased,0.534438220184,nan,4.0
Pericarditis,0.534032041001,0.814527,54.0
Hereditary_disorder,0.534011199528,nan,10.0
Rhabdomyolysis,0.533953330286,0.825983,75.0
Hepatobiliary_disease,0.533911383135,0.776839,83.0
Diplopia,0.533523293324,0.798673,139.0
Gastrointestinal_carcinoma,0.533205619413,nan,8.0
Tetany,0.533166574023,0.425434,20.0
Hypokalaemia,0.53301786653,0.771329,151.0
Azotaemia,0.532967568238,0.83553,53.0
Bleeding_time_prolonged,0.532788671024,0.600224,26.0
Scotoma,0.532450181159,0.816056,71.0
Hyperbilirubinaemia,0.532303779514,0.791732,90.0
Bruxism,0.532175032175,0.518814,14.0
Neurosis,0.531991834354,0.676449,29.0
Paralysis,0.531887589344,0.742337,107.0
Urticaria,0.53184815636,0.734164,492.0
Water_intoxication,0.531733497119,nan,7.0
Dry_mouth,0.531653944967,0.761118,333.0
Depersonalisation,0.531330888697,0.836543,59.0
Embolism,0.53117201865,0.752931,143.0
Vasculitis,0.531077520858,0.788433,148.0
Gingival_hyperplasia,0.530819137804,0.625396,28.0
Vulvovaginitis,0.530694980695,0.419776,14.0
Decreased_appetite,0.530638604773,0.761394,420.0
Neuritis,0.530269047949,0.766603,92.0
Agranulocytosis,0.529957291243,0.810201,212.0
Respiratory_arrest,0.529953853807,0.686591,28.0
Gingival_disorder,0.52989821883,nan,5.0
Renal_tubular_disorder,0.529893768623,0.76948,45.0
Impetigo,0.529742607329,nan,9.0
Dehydration,0.529492300796,0.785289,146.0
Hallucination,0.529474233136,0.762019,214.0
Strabismus,0.529407979408,0.392372,14.0
Food_allergy,0.529323018728,nan,6.0
Eyelid_oedema,0.529304720002,0.50855,16.0
Therapeutic_response_decreased,0.529194361401,nan,3.0
Bronchospasm,0.529180715118,0.778139,167.0
Salivary_hypersecretion,0.529127983071,0.821717,104.0
Polyp,0.528959035652,0.70477,39.0
Cerebrovascular_accident,0.528748747561,0.758238,146.0
Tongue_coated,0.528745381338,nan,7.0
Sensitisation,0.52874015748,0.596572,29.0
Ear_infection,0.528711674128,0.835589,117.0
Myoclonus,0.528600537348,0.786052,55.0
Mouth_ulceration,0.528545837369,0.793479,126.0
Increased_appetite,0.528498803219,0.770969,160.0
Renal_impairment,0.528459941885,0.798687,133.0
Gastric_ulcer,0.528281311098,0.811298,55.0
Pallor,0.528211064621,0.797927,73.0
Nephrolithiasis,0.528192127224,0.778613,78.0
Abdominal_pain,0.528167576658,0.745078,478.0
Breast_tenderness,0.527660334967,0.706618,25.0
Chest_pain,0.527621141716,0.719894,329.0
Rhinitis,0.527612172773,0.729202,233.0
Tongue_oedema,0.527598087588,0.685296,43.0
Anaemia_megaloblastic,0.527508904253,0.554468,15.0
Torsade_de_pointes,0.527508808072,0.795548,51.0
Angioedema,0.527399444793,0.764609,287.0
Musculoskeletal_disorder,0.527020066255,0.683548,40.0
Dysphonia,0.526962182587,0.80153,94.0
Gastroenteritis,0.526928758428,0.785783,150.0
Erythema,0.526795549061,0.726462,420.0
Capillary_leak_syndrome,0.526707882236,nan,4.0
Tracheo-oesophageal_fistula,0.526582107025,nan,3.0
Ventricular_fibrillation,0.526340954846,0.862837,59.0
Sinus_headache,0.526331349104,0.480811,27.0
Myopia,0.526318677481,0.50525,16.0
Retinal_haemorrhage,0.526259923328,0.689832,19.0
Pollakiuria,0.526143766534,0.802987,191.0
Xerophthalmia,0.526134672619,0.482919,23.0
Tuberculosis,0.526048727773,nan,10.0
Skin_discolouration,0.5257852077,0.817003,86.0
Constipation,0.525604480391,0.784975,415.0
Endometrial_hyperplasia,0.525445292621,nan,5.0
Basophilia,0.525445292621,nan,5.0
Dysphagia,0.525426257003,0.776862,187.0
Dysaesthesia,0.525404079392,0.502333,28.0
Pelvic_pain,0.525229851829,0.817519,64.0
Cutaneous_vasculitis,0.525116478605,0.734836,15.0
Hypercalcaemia,0.525007244595,0.717121,51.0
Eye_haemorrhage,0.524996340214,0.489807,34.0
Splenomegaly,0.524935400517,0.50592,17.0
Duodenitis,0.524869791667,0.598478,24.0
Vaginal_inflammation,0.524669564767,0.830903,114.0
Death,0.524663783662,0.752809,194.0
Wheezing,0.524629018532,0.84308,82.0
Neuralgia,0.524514113338,0.779044,77.0
Elastosis_perforans,0.52447850149,nan,8.0
Cough,0.524277623345,0.765996,344.0
Blood_glucose_abnormal,0.523984365174,nan,4.0
Vestibular_disorder,0.523931623932,0.517188,11.0
Otitis_media,0.52386583169,0.815928,94.0
Metrorrhagia,0.523743693927,0.835406,80.0
Contrast_media_reaction,0.523495776855,nan,4.0
Fungal_skin_infection,0.523426299283,0.753684,47.0
Protein_total_decreased,0.523084588667,nan,3.0
Vaginal_haemorrhage,0.523053231055,0.809248,72.0
Neck_pain,0.522999396484,0.835583,94.0
Agitation,0.522823202681,0.773128,242.0
Diabetes_insipidus,0.52264957265,0.627501,11.0
Pulmonary_embolism,0.522335972047,0.718263,112.0
Skin_odour_abnormal,0.522258992578,0.546966,19.0
Ventricular_dysfunction,0.521901822191,0.631481,18.0
Ear_congestion,0.521860699117,nan,3.0
Perirectal_abscess,0.52172524889,nan,3.0
Eczema_herpeticum,0.521579752956,nan,7.0
Neuropathy_peripheral,0.521499117263,0.771286,230.0
Eye_discharge,0.521433515643,nan,7.0
Flushing,0.521384908212,0.726549,260.0
Extrapyramidal_disorder,0.521180846118,0.869266,73.0
Pharyngitis,0.521149978555,0.737738,271.0
Obstructive_airways_disorder,0.521036306418,0.451271,18.0
Frequent_bowel_movements,0.52094017094,0.359515,11.0
Aggression,0.520685056635,0.824192,87.0
Hair_colour_changes,0.520647083865,nan,8.0
Tremor,0.519923369897,0.724988,292.0
Purpura,0.519897305537,0.750157,214.0
Headache,0.519670386802,0.738737,619.0
Epistaxis,0.519604235815,0.729752,223.0
Menstrual_disorder,0.519486270376,0.827006,67.0
Breast_neoplasm,0.519300224148,0.455577,36.0
Cardiac_disorder,0.51915721699,0.755613,131.0
Neurodermatitis,0.519132344547,nan,3.0
Onychomadesis,0.519083969466,nan,4.0
Congenital_anomaly,0.519013718056,0.581719,27.0
Disorientation,0.518895179936,0.836875,80.0
Enteritis,0.518893635028,0.504621,27.0
Balanitis,0.518833531334,0.581017,12.0
Coronary_artery_disease,0.518695930676,0.679575,45.0
Cytogenetic_abnormality,0.518543078888,nan,10.0
White_blood_cell_count_decreased,0.518540819652,0.531122,27.0
Vulvovaginal_candidiasis,0.518242630734,0.705669,49.0
Cardiovascular_disorder,0.518172507562,0.804282,78.0
Genital_discharge,0.518087442796,nan,3.0
Hypercholesterolaemia,0.517977362223,0.765884,100.0
Connective_tissue_disorder,0.517589440941,0.797116,103.0
Infection,0.517561787369,0.763142,371.0
Conjunctival_hyperaemia,0.517345757386,0.655174,37.0
Thirst,0.517316096584,0.798018,125.0
Dermatitis,0.517251652959,0.735792,313.0
Pyuria,0.517205584242,0.75165,42.0
Influenza,0.517144406447,0.739189,263.0
