ADR name,Keras Mean AUC,Tensorflow Mean AUC,Scikit-Learn Mean AUC,Positive Count
Viral_infection,0.470745156189,0.484553134614,0.493135008862,101.0
Venous_thrombosis,0.468556220446,0.544725751472,0.525491503157,89.0
Fibrosis,0.467800391434,0.552313537775,0.551929564773,70.0
Haematemesis,0.466666198393,0.477338780275,0.51366405818,72.0
Abdominal_discomfort,0.46436635134,0.451773175831,0.475615258096,106.0
Bursitis,0.464181790851,0.465884702832,0.483628025722,50.0
Hyperaesthesia,0.462085424848,0.461625285749,0.443292776611,55.0
Hypokalaemia,0.460702628659,0.505657563528,0.522446333412,151.0
Renal_failure,0.454302104289,0.469953465783,0.473494357925,245.0
Musculoskeletal_stiffness,0.453783813391,0.434637447815,0.477106665878,95.0
Gastric_disorder,0.447278337243,0.418746656327,0.444975636232,85.0
Oropharyngeal_pain,0.447079367458,0.460377450331,0.490078471551,70.0
Hepatocellular_injury,0.447017963767,0.454829227726,0.465745285633,57.0
Extrapyramidal_disorder,0.445002139757,0.492087087272,0.488724375654,73.0
Hypertonia,0.43062082862,0.449829205976,0.4404784072,134.0
Blood_lactate_dehydrogenase_increased,0.428371836279,0.440225459028,0.468471575704,64.0
Cholelithiasis,0.425200232626,0.450859408346,0.461983653553,66.0
Extrasystoles,0.421683969162,0.436208734929,0.464994832794,98.0
