ADR name,OVR Logistic Regression Mean AUC,Web Mean AUC,Positive Count
Embolism,0.533344681334,0.752931,143.0
Erectile_dysfunction,0.53322953306,0.750528,201.0
Emotional_distress,0.533223257224,0.492582,27.0
Dermatitis_contact,0.532997760342,0.802713,120.0
Urinary_retention,0.532965449015,0.798327,164.0
Thrombosis,0.532409418557,0.727278,144.0
Death,0.53213090992,0.752809,194.0
Decreased_appetite,0.532113104445,0.761394,420.0
Prostatitis,0.531760359026,0.444046,12.0
Haematochezia,0.531755293599,0.626542,30.0
Coronary_artery_disease,0.531723022791,0.679575,45.0
Diplopia,0.531711120612,0.798673,139.0
Renal_pain,0.531690652295,0.785369,50.0
Angioedema,0.531610304644,0.764609,287.0
Ear_pain,0.531375811676,0.796373,137.0
Suicidal_ideation,0.531240958898,0.805219,40.0
Renal_tubular_disorder,0.530950012801,0.76948,45.0
Seborrhoeic_dermatitis,0.530814200984,0.816457,58.0
Pulmonary_embolism,0.53041703913,0.718263,112.0
Arthropathy,0.530369229069,0.779674,110.0
Nephrotic_syndrome,0.530306514569,0.734449,48.0
Neurosis,0.530306231325,0.676449,29.0
Neuritis,0.530269047949,0.766603,92.0
Syncope,0.53007716732,0.726656,321.0
Lymphadenopathy,0.530042468499,0.754827,143.0
Ventricular_fibrillation,0.529841311088,0.862837,59.0
Salpingitis,0.529774996048,0.427578,13.0
Aggression,0.529676301892,0.824192,87.0
Oesophageal_ulcer,0.529518332543,0.697459,38.0
Somnolence,0.529141660939,0.791027,420.0
Gastric_ulcer,0.529099219206,0.811298,55.0
Throat_irritation,0.528826475339,0.627542,36.0
Rhinorrhoea,0.528632578966,0.86514,60.0
Agranulocytosis,0.528434421502,0.810201,212.0
Tongue_disorder,0.528259162917,0.548793,25.0
Vitreous_floaters,0.528076373716,0.677144,18.0
Breast_pain,0.527671322642,0.783613,75.0
Pelvic_pain,0.527575069959,0.817519,64.0
Cystitis,0.527301620713,0.733929,131.0
Respiratory_arrest,0.526916410221,0.686591,28.0
Cheilitis,0.526886544535,0.327346,23.0
Uterine_disorder,0.526754424475,0.490744,12.0
Salivary_hypersecretion,0.526598159272,0.821717,104.0
Chest_pain,0.526286523876,0.719894,329.0
Pseudomembranous_colitis,0.526284776019,0.939515,48.0
Shock,0.526200288508,0.781693,176.0
Myocardial_infarction,0.526073415152,0.756291,211.0
Dysphagia,0.525919128825,0.776862,187.0
Gastritis,0.525893777858,0.776012,164.0
Renal_impairment,0.525739193881,0.798687,133.0
Abdominal_pain,0.525598945854,0.745078,478.0
Venous_thrombosis,0.525491503157,0.742252,89.0
Cardiac_disorder,0.525358514397,0.755613,131.0
Dysaesthesia,0.525287406629,0.502333,28.0
Neuralgia,0.525214669856,0.779044,77.0
Disorientation,0.525144507052,0.836875,80.0
Anaphylactoid_reaction,0.52508539466,0.700411,168.0
Dysarthria,0.524959269691,0.776662,81.0
Splenomegaly,0.524935400517,0.50592,17.0
Constipation,0.524840928432,0.784975,415.0
Suicide_attempt,0.52465603087,0.489225,36.0
Pharyngitis,0.524294253046,0.737738,271.0
Bradycardia,0.524233070374,0.755597,229.0
Purpura,0.524126743692,0.750157,214.0
Retching,0.523943386938,0.386658,17.0
Metrorrhagia,0.523760469036,0.835406,80.0
Cough,0.52374051679,0.765996,344.0
Myoclonus,0.523715081588,0.786052,55.0
Vaginal_haemorrhage,0.523655372815,0.809248,72.0
Paralysis,0.523649072642,0.742337,107.0
Rhinitis,0.523444293672,0.729202,233.0
Flushing,0.52343313866,0.726549,260.0
Rhabdomyolysis,0.523380272301,0.825983,75.0
Neuropathy_peripheral,0.523278073769,0.771286,230.0
Laryngeal_oedema,0.523216054738,0.809269,55.0
Cyanosis,0.523059273135,0.721712,50.0
Irritable_bowel_syndrome,0.522850466558,0.408543,19.0
Dermatitis_exfoliative,0.522723134954,0.779203,154.0
Benign_neoplasm_of_skin,0.522659383713,0.488306,13.0
Dry_mouth,0.522550128293,0.761118,333.0
Hypokalaemia,0.522446333412,0.771329,151.0
Drug_eruption,0.522068145864,0.50091,36.0
Urticaria,0.521005213139,0.734164,492.0
Skin_exfoliation,0.5209219287,0.768464,87.0
Hypercholesterolaemia,0.520698037855,0.765884,100.0
Infection,0.520672324861,0.763142,371.0
Muscular_weakness,0.52058525982,0.779416,186.0
Agitation,0.520377522887,0.773128,242.0
Atrial_fibrillation,0.520374011879,0.775347,129.0
Muscle_twitching,0.520367034968,0.804797,91.0
Erythema,0.520165495956,0.726462,420.0
Pruritus,0.520091764066,0.726791,543.0
Strabismus,0.520052570614,0.392372,14.0
Vertigo,0.519708315982,0.729884,334.0
Serum_sickness,0.519637354759,0.720229,48.0
Urinary_hesitation,0.519542962743,0.589287,24.0
Arthralgia,0.519518041754,0.740763,352.0
Eye_disorder,0.518998026666,0.755237,123.0
Arthritis,0.518597480058,0.783336,146.0
Myalgia,0.518526662046,0.759008,355.0
Respiratory_failure,0.518184952622,0.794469,57.0
Cardiovascular_disorder,0.518172507562,0.804282,78.0
Muscle_contractions_involuntary,0.518113716588,0.546427,34.0
Hepatobiliary_disease,0.517982657118,0.776839,83.0
Hyperkeratosis,0.517947344155,0.488047,22.0
Eye_haemorrhage,0.517880090609,0.489807,34.0
Ecchymosis,0.517737000105,0.769206,143.0
Ventricular_arrhythmia,0.517655931033,0.648681,31.0
Breast_neoplasm,0.517576977571,0.455577,36.0
Torsade_de_pointes,0.516981042721,0.795548,51.0
Oliguria,0.516937887056,0.782218,97.0
Gait_disturbance,0.516820662253,0.837978,90.0
Swelling,0.516618493269,0.762494,177.0
Akathisia,0.516468974666,0.85907,45.0
Meningitis,0.516320902658,0.65995,42.0
Myositis,0.516035917845,0.765087,48.0
Dermatitis,0.515780981407,0.735792,313.0
Sinus_headache,0.515229357865,0.480811,27.0
Photosensitivity_reaction,0.515125254973,0.801163,217.0
Liver_disorder,0.514971018647,0.806742,76.0
Otitis_media,0.514970965259,0.815928,94.0
Goitre,0.514745660634,0.647097,34.0
Neutrophil_count_decreased,0.514271288129,0.700883,11.0
Periorbital_oedema,0.51423511522,0.671202,27.0
Glossitis,0.513975397988,0.799889,112.0
Sleep_disorder,0.513948407075,0.772602,109.0
Haematemesis,0.51366405818,0.831169,72.0
Hallucination,0.513540078769,0.762019,214.0
Anxiety,0.513254857502,0.703699,339.0
Chromaturia,0.513159551206,0.512938,18.0
Dental_caries,0.513025091923,0.463272,32.0
Cardiac_fibrillation,0.512868442696,0.761701,153.0
Opisthotonus,0.512474972728,0.487692,14.0
Prostatic_disorder,0.511787397189,0.731997,47.0
Joint_swelling,0.511319168871,0.450454,31.0
Convulsion,0.511277249377,0.737085,356.0
Cerebrovascular_accident,0.511264294787,0.758238,146.0
Tenosynovitis,0.511221070511,0.44696,27.0
Lung_infiltration,0.510991087653,0.720535,37.0
Albuminuria,0.510434933417,0.780113,87.0
Myopia,0.510342582716,0.50525,16.0
Thirst,0.51031239638,0.798018,125.0
Face_oedema,0.510180685147,0.733269,171.0
Arterial_disorder,0.509933546706,0.55186,42.0
Insomnia,0.50988299295,0.758672,410.0
Benign_prostatic_hyperplasia,0.509621572122,0.452557,12.0
Hiccups,0.509407547881,0.760031,107.0
Vulvovaginitis,0.509263147635,0.419776,14.0
Pollakiuria,0.509213711893,0.802987,191.0
Chronic_obstructive_pulmonary_disease,0.509039831948,0.691444,17.0
Malaise,0.509034931645,0.723338,388.0
Epigastric_discomfort,0.508754255482,0.72809,31.0
Apathy,0.508564048451,0.852088,62.0
Laryngospasm,0.508432565772,0.80071,58.0
Gastroenteritis,0.507995424655,0.785783,150.0
Abnormal_faeces,0.507815987193,0.426393,18.0
Loss_of_libido,0.507733360355,0.657483,23.0
Epistaxis,0.507561892177,0.729752,223.0
Joint_stiffness,0.50681208982,0.5466,23.0
Prothrombin_level_increased,0.506489195361,0.63971,29.0
Rales,0.506443620223,0.624155,23.0
Pleural_effusion,0.506285410043,0.806661,82.0
Thrombocytosis,0.506243977017,0.736283,46.0
Lethargy,0.505829307518,0.727895,121.0
Thrombocytopenic_purpura,0.505810692629,0.843551,61.0
Eyelid_ptosis,0.505809759546,0.79036,49.0
Eructation,0.505693478779,0.775578,106.0
Amylase_increased,0.505604341401,0.542041,29.0
Teratogenicity,0.505502414218,0.540583,17.0
Tinnitus,0.505440474328,0.781798,261.0
Temperature_intolerance,0.505398140723,0.672201,11.0
Vestibular_disorder,0.505303661626,0.517188,11.0
Tremor,0.504966201304,0.724988,292.0
Hepatitis_fulminant,0.504457750255,0.563191,15.0
Ear_infection,0.504391690046,0.835589,117.0
Aplasia_pure_red_cell,0.504195253794,0.680875,11.0
Supraventricular_tachycardia,0.50374244016,0.768661,61.0
Nephrolithiasis,0.503587407984,0.778613,78.0
Vulvovaginal_candidiasis,0.502886555201,0.705669,49.0
Dysmenorrhoea,0.50233869212,0.739676,96.0
Influenza,0.502028666459,0.739189,263.0
Atrioventricular_block,0.501837171801,0.825128,114.0
Diabetes_insipidus,0.501540259551,0.627501,11.0
Hypoglycaemia,0.501512850075,0.775241,144.0
Hepatic_function_abnormal,0.501378685803,0.757654,205.0
Asthenia,0.501029067534,0.75844,482.0
Body_temperature_increased,0.500990833281,0.741708,445.0
Polyp,0.500886321501,0.70477,39.0
Arrhythmia,0.500749337329,0.753031,265.0
Nervous_system_disorder,0.500704198149,0.762413,167.0
Headache,0.500691747987,0.738737,619.0
Ulcerative_keratitis,0.500368899579,0.758562,21.0
Enuresis,0.500312941652,0.509116,17.0
Blood_creatinine_increased,0.500056003367,0.782835,126.0
Coordination_abnormal,0.500040082234,0.845284,90.0
Hyperthyroidism,0.499814443129,0.502377,28.0
Haemolytic_uraemic_syndrome,0.499711903911,0.489089,16.0
Menstrual_disorder,0.499377458674,0.827006,67.0
Hypoalbuminaemia,0.499228124593,0.56586,15.0
Rectal_haemorrhage,0.499052751269,0.80337,91.0
Amblyopia,0.498589290662,0.820663,76.0
Skin_papilloma,0.49842404343,0.548912,18.0
Neck_pain,0.498312507088,0.835583,94.0
Blood_bilirubin_increased,0.49823671654,0.827362,64.0
Vaginal_inflammation,0.498189876469,0.830903,114.0
Pneumothorax,0.498143982382,0.552962,22.0
Pemphigoid,0.498079641103,0.39098,15.0
Inflammatory_bowel_disease,0.497944151059,0.849882,23.0
Nightmare,0.497845839363,0.851551,76.0
Atrial_flutter,0.49736830475,0.49254,26.0
Parosmia,0.496938430155,0.719318,51.0
Breast_disorder,0.496466022799,0.798989,68.0
Diarrhoea,0.496311127676,0.770738,560.0
Hypercalcaemia,0.496079607758,0.717121,51.0
Musculoskeletal_pain,0.495950728216,0.772666,85.0
Urinary_tract_disorder,0.495595122402,0.778275,123.0
Meningism,0.4946221549,0.627661,11.0
Osteoarthropathy,0.49407979408,0.455577,14.0
Thinking_abnormal,0.494075467394,0.730907,84.0
Connective_tissue_disorder,0.494001523872,0.797116,103.0
Ulcer,0.493869751718,0.721062,249.0
Hyperplasia,0.493204146897,0.666106,45.0
Viral_infection,0.493135008862,0.800331,101.0
Cardiac_failure,0.49300119956,0.767597,237.0
Sciatica,0.492987323534,0.457701,17.0
Hearing_impaired,0.492013284851,0.767683,105.0
Toothache,0.491728224766,0.831217,54.0
Paraesthesia,0.491577493907,0.722091,416.0
Nasal_congestion,0.491446387706,0.797135,124.0
Cognitive_disorder,0.491189200051,0.53605,23.0
Discomfort,0.491068545103,0.756696,174.0
Muscle_rigidity,0.490519644063,0.830237,72.0
Ventricular_extrasystoles,0.490162037037,0.801914,80.0
Oropharyngeal_pain,0.490078471551,0.810037,70.0
Dysgeusia,0.48926212776,0.692174,251.0
Rash,0.489232473595,0.780915,661.0
Hepatic_failure,0.48912159436,0.79149,150.0
Oral_candidiasis,0.488982028551,0.848115,75.0
Phlebitis,0.488790795829,0.747756,111.0
Extrapyramidal_disorder,0.488724375654,0.869266,73.0
Nephritis,0.488080130837,0.841214,90.0
Eosinophilia,0.487932080006,0.807501,200.0
Musculoskeletal_chest_pain,0.487788915429,0.439454,13.0
Irritability,0.48728606776,0.763643,114.0
Galactorrhoea,0.487230935605,0.823012,51.0
Tubulointerstitial_nephritis,0.487165365033,0.810066,73.0
Night_sweats,0.487159891786,0.588996,27.0
Hyperaemia,0.486887612918,0.717466,53.0
Dry_eye,0.486582573628,0.798105,99.0
Visual_impairment,0.486459386297,0.725059,255.0
Skin_odour_abnormal,0.485792728005,0.546966,19.0
Tongue_discolouration,0.485766405613,0.734232,42.0
Skin_infection,0.485515743413,0.541636,22.0
Hypertrichosis,0.485281265762,0.880906,46.0
Tenderness,0.485218869651,0.753704,149.0
Renal_failure_acute,0.48511959041,0.783167,119.0
Testicular_disorder,0.485036175073,0.557658,17.0
Fatigue,0.484838031742,0.734274,376.0
Dyspepsia,0.484800132993,0.722818,407.0
Atopy,0.484766965309,0.619397,15.0
Acute_hepatic_failure,0.483884913536,0.426622,15.0
Lacrimation_increased,0.483856015385,0.813636,119.0
Diarrhoea_haemorrhagic,0.483756407881,0.654793,20.0
Tonsillitis,0.483699014208,0.420681,18.0
Bursitis,0.483628025722,0.694388,50.0
Dizziness,0.4834558291,0.739191,561.0
Pain,0.483171484907,0.764127,590.0
Vomiting,0.482929511949,0.759162,616.0
Aspartate_aminotransferase_increased,0.482696694976,0.778046,136.0
Haematuria,0.482624120946,0.757556,208.0
Anuria,0.482622837965,0.631404,23.0
Nasopharyngitis,0.481981970061,0.815085,104.0
Upper_respiratory_tract_infection,0.481714155748,0.724788,200.0
Retinal_haemorrhage,0.481564271496,0.689832,19.0
Tongue_oedema,0.481507441129,0.685296,43.0
Aplastic_anaemia,0.481372200122,0.855538,116.0
Lymphopenia,0.481041554707,0.788057,41.0
Cold_sweat,0.481031394623,0.414166,16.0
Adenoma_benign,0.480620155039,0.649465,13.0
Optic_nerve_disorder,0.480544268241,0.689622,40.0
Muscle_spasms,0.480170988315,0.728309,328.0
Application_site_reaction,0.47985995542,0.493093,35.0
Cholecystitis,0.479067211262,0.793346,53.0
Anaphylactic_shock,0.478825760135,0.744231,283.0
Pain_in_extremity,0.478742094687,0.762636,122.0
Emotional_disorder,0.478695479405,0.467551,12.0
Blood_alkaline_phosphatase_increased,0.478577145623,0.774862,118.0
Immune_system_disorder,0.478567616088,0.79744,97.0
Cerebral_ischaemia,0.478333876001,0.69414,39.0
Conjunctival_hyperaemia,0.478202612967,0.655174,37.0
Pleurisy,0.477297687532,0.48181,17.0
Cerebrovascular_disorder,0.477119749229,0.377037,29.0
Body_temperature_decreased,0.476998936755,0.610946,32.0
Hypoaesthesia,0.476679290599,0.75661,246.0
Rash_maculo-papular,0.476423355185,0.745005,111.0
Lower_respiratory_tract_infection,0.476069401245,0.47696,26.0
Depressed_level_of_consciousness,0.475936228421,0.59353,31.0
Abdominal_discomfort,0.475615258096,0.729533,106.0
Viral_diarrhoea,0.475089291893,0.574922,21.0
Induration,0.474877460226,0.691461,23.0
Colitis,0.474390344745,0.8384,159.0
Hypertriglyceridaemia,0.474357539794,0.670571,44.0
Laboratory_test_abnormal,0.473833826327,0.493737,31.0
Photophobia,0.473630352418,0.797301,97.0
Respiratory_distress,0.473626532755,0.763975,62.0
Renal_failure,0.473494357925,0.747561,245.0
Abdominal_pain_upper,0.473357960435,0.766273,98.0
Paraesthesia_oral,0.472963800905,0.390199,30.0
Pleural_disorder,0.472662146608,0.830375,86.0
Oedema,0.471916267291,0.711721,515.0
Sputum_increased,0.470808023156,0.492798,18.0
Respiratory_tract_infection,0.470683054533,0.723115,209.0
Melaena,0.470400488026,0.802342,109.0
Respiratory_disorder,0.470358996312,0.751519,106.0
Panic_reaction,0.470239713761,0.373168,22.0
Macular_oedema,0.470192307692,0.46871,11.0
Ventricular_dysfunction,0.469354572096,0.631481,18.0
Tardive_dyskinesia,0.468871507637,0.88931,31.0
Choking,0.46886408365,0.650236,12.0
Depression,0.468715889633,0.757686,52.0
Hyperkinesia,0.46866380008,0.763055,135.0
Blood_lactate_dehydrogenase_increased,0.468471575704,0.791799,64.0
Hyperreflexia,0.468201403576,0.692823,43.0
White_blood_cell_count_increased,0.46800571975,0.455769,14.0
Miosis,0.467505595279,0.75878,30.0
Faeces_discoloured,0.467363219272,0.550181,11.0
Feeling_jittery,0.46669410727,0.528997,27.0
Proteinuria,0.46607091758,0.796424,82.0
Drug_dependence,0.465772328296,0.477491,18.0
Hepatocellular_injury,0.465745285633,0.809857,57.0
Extrasystoles,0.464994832794,0.805763,98.0
Pulmonary_hypertension,0.464573776011,0.475964,24.0
Cardiac_output_decreased,0.463948085069,0.376277,11.0
Uterine_leiomyoma,0.462997795652,0.390765,22.0
Angiopathy,0.462948983447,0.711472,152.0
Influenza_like_illness,0.462647956943,0.502568,26.0
Hyperglycaemia,0.462437552687,0.785856,215.0
Cholelithiasis,0.461983653553,0.811413,66.0
Blood_pressure_increased,0.461860697326,0.822896,69.0
Bundle_branch_block,0.461767663167,0.689838,53.0
Polyuria,0.460767104681,0.784915,126.0
Osteoarthritis,0.460491388398,0.463124,15.0
Furuncle,0.458805917357,0.61188,42.0
Bleeding_time_prolonged,0.457272667903,0.600224,26.0
Aneurysm,0.457141194301,0.37885,17.0
Gastrointestinal_pain,0.456816171943,0.526776,29.0
Carcinogenicity,0.456056518215,0.570795,18.0
Choreoathetosis,0.455126883171,0.68083,23.0
Brain_oedema,0.455003049719,0.527966,18.0
Hypovolaemia,0.453819824348,0.538443,19.0
Laryngitis,0.453133814334,0.791858,81.0
Sensory_disturbance,0.453094616467,0.501442,14.0
Gastrooesophageal_reflux_disease,0.4524137861,0.791663,75.0
Hot_flush,0.452292839185,0.773638,105.0
Gingival_bleeding,0.451906974559,0.588914,42.0
Muscle_contracture,0.451048305919,0.650203,13.0
Sialoadenitis,0.450787667032,0.549647,14.0
Haemorrhage,0.450553029351,0.719124,349.0
Peripheral_vascular_disorder,0.450123207885,0.739751,47.0
Gastrointestinal_haemorrhage,0.4483600338,0.760928,147.0
Balance_disorder,0.447967430754,0.5067,26.0
Cerebral_thrombosis,0.447583160083,0.551622,13.0
Retinal_detachment,0.447215291225,0.724453,17.0
Premenstrual_syndrome,0.445789835325,0.645609,14.0
Hypoventilation,0.445017961613,0.501347,25.0
Gastric_disorder,0.444975636232,0.781231,85.0
Supraventricular_extrasystoles,0.44372496982,0.460835,23.0
Hyperaesthesia,0.443292776611,0.761291,55.0
Feeling_hot,0.441074887283,0.6267,32.0
Hypertonia,0.4404784072,0.755833,134.0
Sinus_congestion,0.438278501384,0.781092,45.0
Metastatic_neoplasm,0.437511525236,0.397935,11.0
Lip_swelling,0.43739985833,0.503071,15.0
Polydipsia,0.435700983375,0.513429,15.0
Thyroid_disorder,0.432694372725,0.473716,15.0
Glossodynia,0.431894394394,0.561677,20.0
Hemiplegia,0.431579585059,0.590982,31.0
Hepatitis_cholestatic,0.431399984949,0.59879,33.0
Haematoma,0.431287551848,0.804897,69.0
Fungal_infection,0.431011255436,0.79081,64.0
Chloasma,0.430309600852,0.680776,13.0
Corneal_erosion,0.429175856133,0.747044,12.0
Anosmia,0.428917299734,0.480775,18.0
Leukocytoclastic_vasculitis,0.428072420635,0.651047,33.0
Ejaculation_delayed,0.427564102564,0.475362,11.0
Blood_disorder,0.422491508151,0.608917,40.0
Visual_acuity_reduced,0.422383658944,0.724228,35.0
Arteriosclerosis,0.421682393485,0.60984,14.0
Gamma-glutamyltransferase_increased,0.419428928752,0.714167,38.0
Accommodation_disorder,0.418584816957,0.653017,24.0
Alcohol_intolerance,0.418068552541,0.584272,19.0
Hyperpyrexia,0.41745471681,0.642457,21.0
Micturition_disorder,0.417153655195,0.612499,28.0
Bacterial_infection,0.416699308013,0.647829,33.0
Abortion_spontaneous,0.416070488454,0.650689,14.0
Meningitis_aseptic,0.415661386921,0.387152,19.0
Blood_urine,0.415037774961,0.444923,11.0
Prothrombin_level_decreased,0.413206681557,0.432541,18.0
Retinal_disorder,0.412629925979,0.673297,31.0
Ovarian_cancer,0.412175229417,0.677756,12.0
Swelling_face,0.41173201292,0.604853,24.0
Tendon_disorder,0.40905538261,0.472919,22.0
Skin_burning_sensation,0.40890977853,0.613506,11.0
Pulmonary_eosinophilia,0.40839995155,0.508066,19.0
Appendicitis,0.408042196548,0.436763,12.0
Depressed_mood,0.407596440018,0.504618,19.0
Cerebral_haemorrhage,0.406777805727,0.65559,41.0
Perineal_pain,0.404028717666,0.588065,13.0
Biliary_colic,0.403646010543,0.437634,12.0
Hyperthermia,0.402633442005,0.447812,17.0
Myasthenia_gravis,0.402231282691,0.34238,11.0
Gastrointestinal_perforation,0.402073915395,0.46535,16.0
Arterial_thrombosis,0.400771974459,0.556306,17.0
Conjunctival_oedema,0.399780611497,0.796654,17.0
Electroencephalogram_abnormal,0.397308924462,0.507529,19.0
Hypertensive_crisis,0.395153902017,0.451288,16.0
Glucose_tolerance_decreased,0.39416023166,0.619262,17.0
Tension,0.390406231007,0.607887,29.0
Injection_site_inflammation,0.388524690228,0.672888,25.0
Osteomyelitis,0.387572881468,0.695464,13.0
Stridor,0.385105445347,0.602486,24.0
White_blood_cell_count_decreased,0.384106793427,0.531122,27.0
Panic_attack,0.379739256961,0.544008,11.0
Congenital_eye_disorder,0.378841376967,0.401517,13.0
Lipase_increased,0.377991452991,0.56689,11.0
Cerebral_infarction,0.376805528413,0.602403,26.0
Anger,0.367104475378,0.560417,14.0
Regurgitation,0.365663270862,0.42359,14.0
Necrotising_colitis,0.364405946818,0.333653,11.0
Urethritis,0.361303338793,0.513501,12.0
Peripheral_coldness,0.36089968073,0.450087,26.0
Subdural_haematoma,0.358808099266,0.60168,13.0
Restless_legs_syndrome,0.358289222866,0.316784,11.0
Gallbladder_disorder,0.357676149055,0.47834,12.0
Cardiac_valve_disease,0.354506896367,0.661378,14.0
Rhinitis_allergic,0.353396299266,0.54454,11.0
Trismus,0.345689595728,0.58361,20.0
Fibroadenoma_of_breast,0.34478843335,0.376113,12.0
Left_ventricular_dysfunction,0.343384599706,0.547119,12.0
Abdominal_pain_lower,0.342267093548,0.550169,19.0
Anorgasmia,0.334569121511,0.596717,16.0
Labyrinthitis,0.334166718305,0.558278,13.0
Gingival_pain,0.322059362222,0.452533,11.0
Fat_redistribution,0.321902121902,0.340742,12.0
Hypersomnia,0.321868781465,0.379126,15.0
Catatonia,0.321628665049,0.44769,20.0
Colitis_ulcerative,0.320389224066,0.432941,16.0
Megacolon,0.318178156935,0.341582,11.0
Organ_failure,0.316049804935,0.754414,20.0
Unintended_pregnancy,0.313208901137,0.596022,13.0
Vasospasm,0.30727717612,0.676994,15.0
Keratopathy,0.304728305734,0.476958,11.0
Sinus_arrhythmia,0.287000745985,0.403711,13.0
Arterial_stenosis,0.282882147968,0.724777,11.0
Renal_artery_stenosis,0.282882147968,0.675713,11.0
Menopause,0.278717498385,0.582087,21.0
Tooth_infection,0.269653407494,0.352489,12.0
Breath_sounds_abnormal,0.246304901945,0.485655,12.0
Urethral_pain,0.243323095579,0.480896,11.0
White_blood_cell_disorder,0.229193241323,0.570781,13.0
